,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
17,PD70520,Heatrae Sadia Streamline 7 under sink heater 7ltr 3kw,Heatrae Sadia,283.06,"The contemporary, slimline 3kW Heatrae Sadia Streamline 7L undersink vented water heater is designed for mounting beneath a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Heatrae Sadia Streamline 7 under sink heater 7ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/20/D70520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PD49993,Ariston Andris Lux 15 15L Under Sink 3kW pack,Ariston,118.0,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Ariston Andris Lux 15 15L Under Sink 3kW pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PD69160,Zip InLine ES3 instantaneous water heater 2.8kw,Zip,243.51,"Boasting an energy efficient ErP A rating, the Zip InLine ES3 water heater helps to reduce waste while supplying reliable instantaneous hot water. With a compact footprint, the 2.8kW output ES3 is easy to install and incorporates both temperature stabilisation technology and flow adjustment control, ensuring safe, comfortable use.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Zip InLine ES3 instantaneous water heater 2.8kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/NW_D69160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_ES_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_InLineES_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_ES_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PD69012,Zip Aquapoint III AP3/15 water heater 15ltr 2kw,Zip,322.46,"Supplying fast hot water to multiple outlets, the 15L Zip Aquapoint III AP3/15 unvented water heater connects to the mains water supply and operates with your existing conventional taps and mixers. Tested to ensure robustness and reliability, this 2kW water heater is ErP A-rated, helping to minimise energy waste and contributing to reduced bills.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Zip Aquapoint III AP3/15 water heater 15ltr 2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/D69010_D69012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_AquapointIII_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P112160,"Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",Hyco,156.92,"Supplying hot water to up to two units, the Hyco Speedflow SF15K 2kW unvented water heater is compatible with normal taps for ease of specification and operation. Providing mains pressure flow, this 15L water heater unit is designed for safety and convenience, incorporating features such as frost protection and a pressure relief valve.","Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",,SF15K;Pressure Relief Valve;Wall Mounting Brackets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/29/596329_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between approx. 50°C to 75,Speedflow,1 Year Parts or Replacement Warranty.,8.3,N,XXS,15 dB,2 kW,280,18 min,N/A,4.2,Adjustable between approx. 50°C to 75,Multi Point,Manual,No,B,IPX4,High Impact Plastic,60.92,7.25,Floor StandingWall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,SF15K,N,15 l,Can supply hot water to one or two basins depending on usage,"Compatible with regular taps, including mixer taps",Offers mains pressure flow rates,15L tank capacity,External temperature control,Includes frost protection setting,Cable is pre-wired,With glass lined tank,Pressure relief valve included,PRV requires on-site fitting,ErP B rated,IPX4 protection,1 year parts or replacement warranty
22,PD70470,Heatrae Sadia Hotflo 10 water heater 10ltr 2.2kW pack,Heatrae Sadia,280.69,"The Heatrae Sadia Hotflo 10L unvented water heater is the ideal handwash choice for small to medium commercial businesses, providing reliable hot water in washrooms with two or three sinks. Installed anywhere were there's no need for a cold water cistern, the 2.2kW Hotflo provides flexible, straightforward installation thanks to its compatibility with both standard and mixer taps. With a high-grade copper inner container and integral element, this reliable, functional handwash unit is built to last.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Heatrae Sadia Hotflo 10 water heater 10ltr 2.2kW pack,,Water heater;Pressure relief valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/70/D70470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Hotflo_10_15_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Hotflo_10_15_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PD68981,Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kW pack,Santon,199.99,"The small 10L capacity Santon Aquaheat AH10/2.2 is a cost-effective unvented water heater well-suited to handwashing, food preparation and dishwashing in canteens, workshops or other commercial premises With a robust copper inner container and expansion relief valve, the 2.2kW Aquaheat combines safety and reliability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kW pack,,Unvented water heater;Pressure relief valve;Fixing screws ;plugs;Installation;User instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68180_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Santon_Aquaheat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquaheat_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P112165,Hyco Powerflow PF30S unvented multipoint water heater 30 ltr 3kW,Hyco,424.6,"A slimline unit designed for installation in smaller spaces, the 30L capacity Hyco Powerflow PF30S 3kW unvented multipoint water heater is supplied complete with an unvented accessory kit for ease of installation. Highly efficient, this electrical water heater offers mains flow rates and incorporates smart technology for ease of use, improved convenience and less waste.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Hyco Powerflow PF30S unvented multipoint water heater 30 ltr 3kW,,PF50S w/ Factory Fitted Temperature Pressure Relief Valve;Wall Mounting Brackets;Dialectrics;Unvented Accessory Kit (5L Expansion Vessel w/ Fixing Bracket;Inlet Group incorporating Check Valve & Pressure Reducing Valve & Pressure Relief Valve;Flexible Ho,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/34/596334_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between 50°C to 70,Powerflow,1 year parts or replacement warranty on electrical components3 year tank warranty,2.4,N,S,15 dB,3 kW,396,41 min,N/A,3,Adjustable between 50°C to 70,Multi Point,Electronic,Yes,A,IPX4,White Powder Coated Steel,174.05,14.50,Wall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,PF30S,N,30 l,Slimline design ideal for smaller spaces,Offers mains pressure flow rates,With 30L tank,Smart technology for high levels of efficiency,"With 3x modes of operation, standard, smart and eco",Eco mode operates at 50°C,"Compatible with regular taps, including mixer taps",Digital control panel for ease of use,ErP A rating,IPX4 rated,1 year parts or replacement warranty on electrical components,3 year tank warranty,
25,PD68181,Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kw,Santon,286.64,"The small 10L capacity Santon Aquaheat AH10/2.2 is a cost-effective unvented water heater well-suited to handwashing, food preparation and dishwashing in canteens, workshops or other commercial premises With a robust copper inner container and expansion relief valve, the 2.2kW Aquaheat combines safety and reliability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68180_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Santon_Aquaheat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquaheat_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD69992,Ariston Andris Lux 10 10L Under Sink 3kW,Ariston,247.32,"Featuring cutting-edge Italian design, the Ariston Andris Lux 10L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Ariston Andris Lux 10 10L Under Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD68900,Elson EUV10 10 unvented under sink water heater 10ltr,Elson,117.76,"The compact and easy to install Elson EUV10 10L unvented undersink water heater is designed for light commercial use, making it the perfect choice for canteens, customer toilets and kitchens. Providing on-demand hot water for handwashing and pot filling, the EUV10 is fitted with reliable safety features, including an over temperature cut-out, giving business owners peace of mind.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Elson EUV10 10 unvented under sink water heater 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/01/D68900_D68901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Elson_Unvented_WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD69161,Zip InLine ES6 instantaneous water heater 5.5kw,Zip,421.22,"Boasting an energy efficient ErP A rating, the Zip InLine ES6 water heater helps to reduce waste while supplying reliable instantaneous hot water. With a compact footprint, the 5.5kW output ES6 is easy to install and incorporates both temperature stabilisation technology and flow adjustment control, ensuring safe, comfortable use.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Zip InLine ES6 instantaneous water heater 5.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/NW_D69160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_ES_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_InLineES_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_ES_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD68901,Elson EUV15 15 unvented under sink water heater 15ltr,Elson,129.25,"The compact and easy to install Elson EUV15 15L unvented undersink water heater is designed for light commercial use, making it the perfect choice for canteens, customer toilets and kitchens. Providing on-demand hot water for handwashing and pot filling, the EUV15 is fitted with reliable safety features, including an over temperature cut-out, giving business owners peace of mind.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Elson EUV15 15 unvented under sink water heater 15ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/01/D68900_D68901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Elson_Unvented_WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD73800,Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr pack,Ariston,120.0,"Built to last, the Ariston Andris Lux 6L electric storage water heater is made up of a titanium-enamel tank with eco-friendly insulation. Resistant to pressure and corrosion, thanks to smart shell technology, this 1.5kW storage water heater is extremely robust, and it looks great in-situ too. Carefully built to meet the world's strictest safety standard, the Andris Lux is equipped with multiple safety devices working in harmony to ensure safe comfort for all users.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/00/NW-D73800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD69993,Ariston Andris Lux 15 15L Under Sink 3kW,Ariston,281.97,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Ariston Andris Lux 15 15L Under Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD73808,Heatrae Sadia Handy 7 hand wash unit and spout 7.2kW pack,Heatrae Sadia,129.99,"Supplying on-demand hot water to a sink or basin, the slimline Heatrae Sadia Handy 7 instantaneous handwash unit is ideal for fitting where space is at a premium and requires only a cold water supply and mains electrical connection for flexibility of installation. With push-fit connections and a concealed electrical supply neat installation is quick and easy too. Ideal for use in workplace washrooms, this 7.2kW single point instantaneous heater unit with spout offers integrated safety features including a pressure relief device and a safety cut-out to prevent scalding.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Heatrae Sadia Handy 7 hand wash unit and spout 7.2kW pack,,Water heater;Spout assembly;Fixing screws ;plugs;Installation ;user Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/08/NW-D73808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D73808_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Handy_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P112166,Hyco Powerflow PF50S unvented multipoint water heater 50 ltr 3kW,Hyco,458.45,"A slimline unit designed for installation in smaller spaces, the 50L capacity Hyco Powerflow PF50S 3kW unvented multipoint water heater is supplied complete with an unvented accessory kit for ease of installation. Highly efficient, this electrical water heater offers mains flow rates and incorporates smart technology for ease of use, improved convenience and less waste.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Undersink Water Heaters/Undersink Water Heaters.csv -> Hyco Powerflow PF50S unvented multipoint water heater 50 ltr 3kW,,"PF30S w/ Factory Fitted Temperature Pressure Relief Valve;Wall Mounting Brackets;Dialectrics;Unvented Accessory Kit (5L Expansion Vessel w/ Fixing Bracket;Inlet Group incorporating Check Valve, Pressure Reducing Valve & Pressure Relief Valve;Flexible Hos",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/35/596335_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between 50°C to 70,Powerflow,1 year parts or replacement warranty on electrical components3 year tank warranty,28,N,M,15 dB,3 kW,396,25 min,N/A,3,Adjustable between 50°C to 70,Multi Point,Electronic,Yes,B,IPX4,White Powder Coated Steel,174.05,14.50,Wall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,PF50S,N,50 l,Slimline design ideal for smaller spaces,Offers mains pressure flow rates,With 50L tank,Smart technology for high levels of efficiency,"With 3x modes of operation, standard, smart and eco",Eco mode operates at 50°C,"Compatible with regular taps, including mixer taps",Digital control panel for ease of use,ErP A rating,IPX4 rated,1 year parts or replacement warranty on electrical components,3 year tank warranty,
