,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Projection Depth,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Finish,Material Type,Range,Warranty,Tap Holes,Projection,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Feature 7
28,PD02372,Ideal Standard Sandringham 21 1 tap hole pedestal basin 500mm White,Ideal Standard,37.66,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 500mm washbasin with single tap hole is made of hardwearing vitreous china and is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole pedestal basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/72/NW-D02372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02372_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD04643,TEMPO T058801 500MM 1TH BASIN WHITE,Ideal Standard,70.52,"The softly streamlined Ideal Standard Tempo 500mm washbasin with a single tap hole is designed for use with full or semi pedestals. This basin is made of neat, long lasting vitreous china.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> TEMPO T058801 500MM 1TH BASIN WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/43/NW-D04643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04643_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB20000,Twyford Classic 2 tap hole basin 560mm White,Twyford,39.85,"Suitable for domestic or commercial bathrooms, the Twyford Classic 560mm wall hung washbasin has a highly practical design with two tap holes and a clear centre shelf area.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Classic 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/00/NW-B20000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Classic_560_Washbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PC08083,Twyford Alcona AR4920WH Round full pedestal,Twyford,43.57,"An ideal complement to contemporary basins, the Twyford Alcona 155 x 160mm full pedestal has a gently rounded silhouette. Made of vitreous china, this smart pedestal is finished in classic, clean white. Combine with Twyford Basins 350-600mm",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona AR4920WH Round full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/C08083_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/C08083_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Twyford_Specification_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD59000,Roca Havana corner cloakcroom basin,Roca,60.01,"A smart corner basin built in robust vitreous china, this Roca Havana 560mm cloakroom basin complements other pieces in the Havana bathroom range, helping installers to create a sleek, matching finished design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Havana corner cloakcroom basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/00/D59000_wm.jpg,,,,,White,N,560,No,Wall mounted,VC,Z338610001,Basin,N,Wall-mounted,Vitreous china construction,White colour,560,1,Supplied with fixing kit,,,,,Havana,,,,,,,,
33,PD02371,Ideal Standard Sandringham 21 2 tap hole corner pedestal basin 480mm White,Ideal Standard,90.09,"Maximising the available space in small bathrooms, this Ideal Standard Sandringham 21 480mm corner washbasin with two tap holes has a neat corner design suitable for wall or pedestal mounting and a tough vitreous china finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole corner pedestal basin 480mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/71/NW-D02371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02371_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT02618,Ideal Standard Tesi 1 tap hole pedestal basin 600mm,Ideal Standard,95.56,"With a contemporary geometric design, this Ideal Standard Tesi 600mm semi-countertop washbasin is part of a suite perfect for modern bathrooms. Built in tough vitreous china, this basin includes a single tap hole ready for your choice of mixer.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tesi 1 tap hole pedestal basin 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/19/NW-T02618_T02619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T026501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC21366,Ideal Standard Concept Cube one tap hole handrinse basin 400mm White,Ideal Standard,83.58,"The sleek, modern Ideal Standard Concept Cube 400mm handrinse washbasin is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Cube one tap hole handrinse basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/NW-C21366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21366_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD39076,"Nabis Circo basin mixer and slotted basin waste 1.25""",Nabis,40.0,"Simply designed to effortlessly complement a modern bathroom, the Nabis Circo basin mixer is made of robust brass with a zinc handle and smart chrome finish. Suitable for pressure systems, this deck-mounted tap includes a Neoperl aerator for soft, aerated delivery.","Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Circo basin mixer and slotted basin waste 1.25""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/76/NW-D39076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD02370,Ideal Standard Sandringham 21 1 tap hole corner pedestal basin 480mm White,Ideal Standard,90.09,"Maximising the available space in small bathrooms, this Ideal Standard Sandringham 21 480mm corner washbasin with single tap hole has a neat corner design suitable for wall or pedestal mounting and a tough vitreous china finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole corner pedestal basin 480mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/70/NW-D02370_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02370_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PP71186,Geberit Selnova semi recessed basin 1 tap 550 x 440mm,Geberit,168.38,"Made of vitreous china with a white finish, the Geberit Selnova 550 x 440mm semi-recessed washbasin has a classic design suited to any bathroom scheme, whether in a luxury en-suite or a functional family bathroom. This high-quality basin is designed for countertop mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova semi recessed basin 1 tap 550 x 440mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/87/NW-P71186_P71187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_SemiR_Washbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PN66955,"Ideal Standard i.life B Washbasin, 1 taphole",Ideal Standard,87.47,"Designed for modern bathrooms, the Ideal Standard i.Life B 500mm washbasin has a simple, sleek design in robust ceramic with a glossy white finish.Supplied with a single taphole for ease of fitting a mixer tap of choice, the wall-mounted i.Life B basin is part of an extensive range, making designing your dream bathroom a breeze.","Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i.life B Washbasin, 1 taphole",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/55/N66955_wm.jpg,,,,,White/Gloss,N,440,No,Wall,Ceramic,E256201,Contemporary,N,Designed by Palomba Serafini Associati,Contemporary style,Ceramic construction,290,1,White gloss finish,For wall mounting,With single taphole,,,,,,,,,,,
40,PE14553,Atlanta Pavia one tap hole semi-recessed basin White,Atlanta,126.96,"Simple and stylish, the Atlanta Pavia 550mm semi-recessed basin has a smoothly rounded front, creating a curvaceous statement in a contemporary bathroom design. Easy to install, this basin sits well with any of Atlanta's fitted furniture pieces.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Atlanta Pavia one tap hole semi-recessed basin White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/53/NW-E14553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PB47409,Twyford Alcona one tap hole basin 550mm White,Twyford,49.93,"The modern Twyford Alcona 550mm washbasin with single tap hole is built in robust vitreous china. Suitable for wall or pedestal installation, this basin brings a touch of luxury to any bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/09/NW-B47409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Alcona_500_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Collection_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PP71190,Geberit Selnova Square handrinse basin 1 tap 360 x 280mm,Geberit,70.92,"Modern yet understated, the design of the Geberit Selnova Square 360 x 280mm handrinse basin makes it the ideal choice for a bathroom refit. This smart and high-quality basin with asymmetrical overflow is made of vitreous china with a timeless white finish and is designed for mounting on a pedestal.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square handrinse basin 1 tap 360 x 280mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/91/NW-P71190_P71191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_Square_H_Basin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT02626,Ideal Standard Tesi 1 tap hole semi countertop basin 550mm,Ideal Standard,151.51,"With a contemporary geometric design, this Ideal Standard Tesi 400mm semi-countertop washbasin is part of a suite perfect for modern bathrooms. Built in tough vitreous china, this basin includes a single tap hole ready for your choice of mixer.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tesi 1 tap hole semi countertop basin 550mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/26/NW-T02626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T352601_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PD02365,Ideal Standard Sandringham 21 2 tap hole handrinse basin 350mm White,Ideal Standard,63.24,"Made of tough vitreous china, this Ideal Standard Sandringham 21 350mm handrinse washbasin with two tap holes has a compact wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole handrinse basin 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/NW-D02365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02365_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PC08089,TWYFORD ALCONA CORNER HANDRINSE BSN 35CM,Twyford,65.42,"A compact choice for smaller bathrooms or cloakrooms, the Twyford Alcona 350mm corner handrinse basin is suitable for wall-mounted installation, helping to keep floors free and create the illusion of space. Pre-drilled with a single taphole for a mono mixer tap, this smart vitreous china basin is ideal for bathrooms where space is limited.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> TWYFORD ALCONA CORNER HANDRINSE BSN 35CM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/89/C08089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/C08089_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PB61025,Nabis Pride two tap hole basin 550mm White,Nabis,57.43,"Coolly modern, the Nabis Pride 550mm basin with two tap holes provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Pride two tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/NW-B61025_wm.jpg,,,,,White/Gloss,N,450,No,Wall/Pedestal,Vitreous China,H8142710001271,Washbasin,N,Contemporary design,White vitreous china,With 2x tap hole,450,2,Lifetime warranty,,,Gloss,Vitreous China,Pride,25 Years,Two,,,,,,
47,PD02363,Ideal Standard Sandringham 21 1 tap hole left hand handrinse basin 350mm White,Ideal Standard,63.24,"Made of tough vitreous china, this Ideal Standard Sandringham 21 350mm handrinse washbasin with single left hand tap hole has a compact wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole left hand handrinse basin 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/63/NW-D02363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02363_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PC21387,Ideal Standard Concept Sphere one tap hole semi countertop basin 450mm White,Ideal Standard,168.64,"Modern and practical, the Ideal Standard Concept Space Sphere 450mm semi-countertop washbasin with single tap hole is made of highly durable fireclay. Designed to maximise your bathroom space, this luxury basin sits on a countertop for a smart contemporary look.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Sphere one tap hole semi countertop basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/87/NW-C21387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21387_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PA67212,Ideal Standard Connect Air pedstal s/wrp White,Ideal Standard,93.26,This Ideal Standard Concept Air full pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Connect Air pedstal s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/12/NW-A67212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
