,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Warranty,Hazardous,Sector,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Material Type,Range,Depth (mm),Material,Position,Shower Tray Shape,Style,Anti Slip Surface,Thickness,Frame Colour,Feature 11,Feature 12
82,PD59761,Rada Sense shower kit,Rada,676.12,"The touch-free Rada Sense shower kit offers hygienic hands-off flow and temperature control along with programmable maximum, minimum and default temperatures, duty flush and thermal disinfection, all with useful datalogging capabilities. The vandal-resistant shower fitting connects to concealed pipework for durable, clean use. Connect to the Rada Sense app for intuitively simple control, allowing programming of each aspect of the Sense's functionality.",Showering/Commercial Showering/Commercial Showering.csv -> Rada Sense shower kit,,Vandal resistant shower fitting;Suppression ferrite;Shower control panel;Magnetic key;Digital mixing valve (DMV);4x fixing screws;4x wall plugs;6x rubber feet;Power supply unit (PSU);2x fixing screws;2x wall plugs;2x installation templates (DMV installat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/61/NW-D59761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Sense_Shower_T3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_SenseBathT3DMV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Sense_Shower_T3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PD98043,Rada T2 300B timed flow shower control,Rada,160.87,The surface-mounted Rada T2 300B timed flow control is a chrome push-button shower control offering a 30 seconds timed flow for water saving use.,Showering/Commercial Showering/Commercial Showering.csv -> Rada T2 300B timed flow shower control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/NW-D98043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_T2_300B_App_Schematic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_T2_300_300B_320_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_T1_T2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_T2_300B_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD70051,Bristan Sirrus thermostat and piston assembly,Bristan,105.81,A Bristan Sirrus SK1500-3 replacement piston and wax thermostat capsule.,Showering/Commercial Showering/Commercial Showering.csv -> Bristan Sirrus thermostat and piston assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/51/NW-D70051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_TS1503ECP-2000-MK_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PD12158,Rada V12 130 exposed shower valve,Rada,275.76,"Certified to TMV3, the Rada V12 130 exposed surface-mounted thermostatic shower valve offers sequential single lever operation with easy to understand graphics for inclusive use. This pack includes cartridge, check valves, filters and optional flow regulators.",Showering/Commercial Showering/Commercial Showering.csv -> Rada V12 130 exposed shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/58/NW-D12158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_V12_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_V12_130_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_V12_130_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_V12_130_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD98051,Rada knee operated timed flow valve,Rada,160.87,The knee-operated Rada TL195 flow valve offers timed flow control and is designed for installation under basins for hygienic touch-free hand washing.,Showering/Commercial Showering/Commercial Showering.csv -> Rada knee operated timed flow valve,,Flow valve;Body;Wall plate;2x flat face adaptors;2x chrome nuts;2x olives;Wall mounting pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/51/NW-D98051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rada_TL_195_100_Knee_Flow_Tap_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_TL_195_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_T1_T2_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_TL_195_App_Schematics.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PB97300,Ideal Standard Avon 21 push button bottom inlet shower valve Chrome,Ideal Standard,330.25,"The Ideal Standard Avon 21 built-in self closing, mixer shower has an anti-vandal design and water saving push button operation with adjustable time delay for automatic shut off. Non-concussive action avoids water hammer.",Showering/Commercial Showering/Commercial Showering.csv -> Ideal Standard Avon 21 push button bottom inlet shower valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/00/NW-B97300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B8265_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD61539,Bristan timed flow shower panel with adjustable head,Bristan,442.51,"This Bristan slimline timed flow vandal-resistant shower panel is designed for use in group showering installations. Finished in chrome, this shower is pre-plumbed for easier installation.",Showering/Commercial Showering/Commercial Showering.csv -> Bristan timed flow shower panel with adjustable head,,Shower panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/39/NW-D61539_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_TFP4001_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_TFP4001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_TFP4001_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PC28001,AKW Arka thermostaic mixer shower kit,AKW,390.56,"Combining usability and good looks, the AKW mixer shower includes a long shower hose, riser rail and easy to clean showerhead. This thermostatic shower mixes domestic hot and cold water flows via an enclosed valve system while both flow and temperature are easily adjusted with two easy-to-operate paddle controls. Providing additional accessibility features, this shower is ideal for mixed use bathrooms.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Arka thermostaic mixer shower kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/01/NW-C28001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_25420_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PB97423,CONTOUR 21 DOC M WHITE EXPSD SHOWER,Armitage Shanks,2493.92,"Suitable for ambulant disabled users, the Armitage Shanks Contour 21 shower room pack in white helps to make bathroom use safer and more convenient for the walking impaired and infirm. Meeting Doc M regulations for disabled bathrooms, this pack, built around a lever-operated TMV3 thermostatic exposed shower valve, also includes a dual head shower kit along with a folding shower seat and back support, three 600mm grabrails, a 450mm grab rail and an 800mm hinged arm. A shower curtain and rails are also included.",Showering/Commercial Showering/Commercial Showering.csv -> CONTOUR 21 DOC M WHITE EXPSD SHOWER,,Hinged shower seat;Back support;Grab rails;Hinged arm;Exposed shower valve;Dual head shower kit;Shower curtain;Rails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/23/NW-B97423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armitage_Shanks_S0755_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PC90759,21052 TUFF FORM 1800X820 + TF75 GRAV WST,AKW,284.11,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1800 x 820mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> 21052 TUFF FORM 1800X820 + TF75 GRAV WST,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/59/NW-C90759_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PD61419,Rada shower panel assembly with thermostatic timeflow control Satin,Rada,839.57,"The ready to install Rada PA-215TF shower panel assembly has hot and cold water pipe entry connection to a Rada 215-t3 TMV3 approved thermostatic mixing valve. Incorporating an adjustable temperature selection the panel feeds a Rada TF503 push button timed flow control and Rada VR105 vandal-resistant chrome-plated showerhead with integral strainer, flow regulator and adjustable spray.",Showering/Commercial Showering/Commercial Showering.csv -> Rada shower panel assembly with thermostatic timeflow control Satin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/19/NW-D61419_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_PA_215TF_TFW_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Panels_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_PA_TF_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PD03306,INTA EXP TIMEFLOW SHWR CONTROL - 30 SEC,Intatec,98.73,"An eco-friendly choice for public buildings using multiple water outlets, the Intatec timed flow exposed shower control is part of a range of solutions designed to minimise water waste. Compatible with the Intamix range of thermostatic mixing valves, this stylishly designed shower control with polished finish has a 30 second run time and non-concussive operation.",Showering/Commercial Showering/Commercial Showering.csv -> INTA EXP TIMEFLOW SHWR CONTROL - 30 SEC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/06/D03306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IntaTec_TF99xxxCP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD64355,Intatec Acura concealed thermostatic sequential mixing shower valve,Intatec,349.84,"Designed for inclusive use, the Intatec Acura concealed sequential shower valve is suitable for every user, including the visually impaired or those with reduced dexterity. This high performance shower incorporates a range of safety features including reliable temperature stability and a factory-set maximum temperature.",Showering/Commercial Showering/Commercial Showering.csv -> Intatec Acura concealed thermostatic sequential mixing shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/55/NW-D64355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Inta_90032_33CP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Inta_90032_33CP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PD59730,Rada spray plate assembly,Rada,10.97,"Supplied with a seal, screw and Allen key for fitting, this Rada replacement spray plate assembly is compatible with timed flow units, including VR105, VR115, VR125 and VR145.",Showering/Commercial Showering/Commercial Showering.csv -> Rada spray plate assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/30/NW-D59730_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PD98033,Rada T1 timed flow shower control,Rada,145.16,The surface-mounted Rada T1 300 timed flow control is a chrome push-button shower control offering a 30 seconds timed flow for water saving use.,Showering/Commercial Showering/Commercial Showering.csv -> Rada T1 timed flow shower control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/33/NW-D98033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_T1_300_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_T1_300_App_Schematic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_T1_T2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_T1_320_300_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD62728,Bristan TMV3 shower panel and adjustable temperature,Bristan,1379.73,"Vandal-resistant for secure fitting in public settings, the Bristan TMV3 timed flow shower panel offers easy push-button and single lever operation. With thermostatic operation, this adjustable temperature shower reduces Legionella risks and shuts off should water delivery fail, supplying added safety in use.",Showering/Commercial Showering/Commercial Showering.csv -> Bristan TMV3 shower panel and adjustable temperature,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/28/D62728_wm.jpg,,,,,,,,Steel,1 year,N,Healthcare;Sport/Fitness;Assisted Living;Education;Hotels/Leisure;Office/Retail/Washrooms,TFP3001,Mixer Shower,N,Integral thermostatic valve reduces deadleg Legionella risk,Single sequential control for temperature and flow,Vandal-resistant showerhead with adjustable spray trajectory,"Fits to ceiling, leaving no exposed pipework",Automatic thermostatic shut-off in case of hot/cold failure,Supplied pre-plumbed and ready to install,Antimicrobial coating assists infection control,Robust steel construction,1 year warranty,,Steel,,108,Steel,,,,,,,,
98,PD06544,IMPEY LEVEL DEC EASY FIT 1300X800 + EDP1,Impey,484.94,"Straightforward to install, the Impey Level-Dec EasyFit 1300 x 800mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a vinyl finish. Manufactured in high glass content SMC, the Level-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Commercial Showering/Commercial Showering.csv -> IMPEY LEVEL DEC EASY FIT 1300X800 + EDP1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/49/NW-D06544_D06549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Impey_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PC90415,AKW waste unit for tuff former,AKW,79.34,"This adaptable AKW gravity waste unit can be specified with any Tuff Form wet floor former and for any screeded floor installation in a breachable floor and offers a range of fitting options to suit your bathroom alongside convenient, easy maintenance and cleaning.",Showering/Commercial Showering/Commercial Showering.csv -> AKW waste unit for tuff former,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/15/NW-C90415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_25106_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/AKW_Redbook_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PD59997,Rada cartridge assembly,Rada,68.85,"The Rada 503/503B shower cartridge assembly is designed to increase the long term performance of a shower unit, reducing chemical presence in water and cutting down on limescale.",Showering/Commercial Showering/Commercial Showering.csv -> Rada cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/97/NW-D59997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PC90823,AKW Tuff Form tuff former and gravity waste 1000 x 1000mm,AKW,230.37,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1000 x 1000mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff Form tuff former and gravity waste 1000 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/23/NW-C90823_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PB92908,"Thomas Dudley cast iron towel rail brackets 12"" White",Thomas Dudley,18.31,"Designed for the Lecico Atlas sink, this Thomas Dudley towel rail basin bracket is built from reliably strong cast iron with a white painted finish. Providing durable wall mounting for the basin, installation of the rail means that a pedestal is not required and you'll enjoy the convenience of a built-in towel rail.","Showering/Commercial Showering/Commercial Showering.csv -> Thomas Dudley cast iron towel rail brackets 12"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/08/NW-B92908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
