,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Pack Quantity,Depth (mm),Warranty,Attachment 4
87,PA05621,* NAB SPARE HANDLE FOR A05028,Nabis,5.31,A Nabis Swish handle assembly for the A05028 basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE FOR A05028,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/10/597510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
88,PB09128,* NAB SPARE TAP CONNECTOR FOR B08919,Nabis,5.21,"Nabis braided connector is used with B08919 single lever mono kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE TAP CONNECTOR FOR B08919,,2x braided connector,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/28/NW-B09128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Kitchen_Tap_Spares_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,,,,,,,,,,,,,,,,
89,PA05614,Nabis Barford fixing kit,Nabis,1.04,A Nabis Barford tap fixing kit for the A05021 Barford lever basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Barford fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/03/597503_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
90,PA05641,Nabis Galene cartridge assembly,Nabis,2.45,A Nabis Galene cartridge assembly for the A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Galene cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/29/597529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
91,PA05603,Nabis Barford diverter handle,Nabis,5.03,A Nabis Barford diverter handle for the A05019 Barford lever 2 TH BSM mixer and kit.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Barford diverter handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/92/597492_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
92,PA05623,* NAB SPARE CARTRIDGE CLAMP FOR A05028,Nabis,1.07,A Nabis Swish cartridge clamp for the A05028 Swish basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE CARTRIDGE CLAMP FOR A05028,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/12/597512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
93,PA05604,Nabis Barford diverter valve,Nabis,1.77,A Nabis Barford diverter valve for the A05019 Barford lever 2 TH BSM mixer and kit.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Barford diverter valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/93/597493_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
94,PA05455,Nabis Regal spare cartridge for A05409,Nabis,3.67,This Nabis Regal tap cartridge is suitable for the A05409 cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal spare cartridge for A05409,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/55/A05455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
95,PA05458,Nabis Regal 8151 spare cartridge (Pair),Nabis,9.87,This pair of Nabis Regal cartridges is suitable for use with the A05412 bath/shower mixer or the A05413 deck-mounted bath filler.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 8151 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/58/A05458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
96,PC98090,"Ideal Standard clockwise turn cartridge 25 x 1"" 1/4",Ideal Standard,23.22,"An Ideal Standard 1/2"" quarter clockwise turn cartridge.","Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Ideal Standard clockwise turn cartridge 25 x 1"" 1/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/90/NW-C98090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,
97,PB00318,"Viva Sanitary Flexible Hose flexible hose 1/2""x 15 x 150mm",Viva Sanitary,3.82,"A Viva Sanitary 150mm stainless steel braided flexible hose with a 15mm isolator compression fitting at one end and a 1/2"" female BSP thread at the other.","Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Viva Sanitary Flexible Hose flexible hose 1/2""x 15 x 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/18/B00318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Viva_Sanitary_SSH2B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viva_Sanitary_SSH2B_Install.pdf,,,,,,,,,,,,,,,,
98,PA05107,* CB TAP REVIVER ACRYLIC HEAD 3/4,Center,10.98,"An easy update for old or broken taps, this pack of two Center CB 3/4"" basin tap revivers with acrylic heads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * CB TAP REVIVER ACRYLIC HEAD 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/07/A05107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/yl/ic/A05107 TDS Center tap reviver acrylic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05107 - Data Sheet.pdf,,,,,,,,,,,,,,,,
99,PA05607,* NAB SPARE WASHER SINGLE,Nabis,0.2,A Nabis Barford single replacement washer for A05019 Barford lever 2 TH BSM mixer and kit and A05020 Barford lever 2 TH bath filler.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE WASHER SINGLE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/96/597496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
100,PC63226,BRISTAN 3 LITRES A MINUTE FLOW LIMITER,Bristan,4.9,"Intended for use on tap tails and shower inlets, this Bristan Eco 15mm 3LPM flow regulator helps homeowners to reduce water waste while maintaining generous delivery. Made of brass, this flow limiter is robustly designed for long-lasting use.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> BRISTAN 3 LITRES A MINUTE FLOW LIMITER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/26/NW-C63226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Eco_Flow_Regulators_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Eco_Flow_Regulators_Drawing.pdf,,,,,,,,,,,,,,,
101,PA05646,Nabis Barford/Ossia/Galene Spare Aerator With Fitler M24*1,Nabis,0.87,"A Nabis taps flow straightener for Barford, Ossia and Galene taps.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Barford/Ossia/Galene Spare Aerator With Fitler M24*1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/34/597534_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
102,PA05451,Nabis Regal spare cartridge for A05406,Nabis,3.88,This Nabis Regal replacement tap cartridge is designed for the A05401 cloakroom mono basin tap.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal spare cartridge for A05406,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/A05451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
103,PA05617,* NAB SPARE CARTRIDGE BASIN MIXER TAPS,Nabis,4.02,"A Nabis tap cartridge assembly for Ossia, Corda and Galene taps.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE CARTRIDGE BASIN MIXER TAPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/06/597506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
104,PA05635,* NAB SPARE AERATOR FOR A05491,Nabis,0.28,A Nabis pair of flow straighteners for A05492 Galene lever bath pillar taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE AERATOR FOR A05491,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/23/597523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
105,PC92753,Ideal Standard Avon valve metering tap Chrome Plated,Ideal Standard,70.76,A chrome finished Ideal Standard Avon metering tap cartridge.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Ideal Standard Avon valve metering tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/53/NW-C92753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Avon_S7241AA_Installation.pdf,,,,,,,,,,,,,,,,
106,PA05463,Nabis Regal 8607 spare cartridge (Pair),Nabis,10.29,"This pair of Nabis Regal cartridges is compatible with the A05417 bath filler, A05416 bath/shower mixer and the A05420 deck-mounted bath filler.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 8607 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/63/A05463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
107,PA05636,Nabis Galene Spare Aerator M28*1,Nabis,1.21,A Nabis flow straightener for A05492 Galene lever 2 TH BSM mixer and kit.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Galene Spare Aerator M28*1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/24/597524_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
108,PC93229,Ideal Standard Markwik 21 maintenance tap carrier and filter,Ideal Standard,50.03,An Ideal Standard Markwik 21 maintenance carrier and filter.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Ideal Standard Markwik 21 maintenance tap carrier and filter,,End cap;Maintenance carrier ;filter;O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/29/NW-C93229_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Install.pdf,,,,,,,,,,,,,,,,,
109,PC93084,Ideal Standard basin inlet flow regulators 4l/pm,Ideal Standard,2.66,"Saving on water and energy while providing frustration-free water use, this Ideal Standard inlet flow regulator provides a constant flow rate at taps, showers and other outlets regardless of changes in demand or water pressure fluctuations between 1 and 10 bar.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Ideal Standard basin inlet flow regulators 4l/pm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/84/NW-C93084_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_L6935NU_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,
