,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
399,P410019,Baxi huba pressure transmitter,Baxi,82.31,"This genuine Baxi air pressure switch is designed for Powermax boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gasses with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi huba pressure transmitter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/19/410019_wm.jpg,N,"Powermax He 115, Powermax He 85, Powermax 24 HE, Powermax He 150",Control Panel,Powermax,H00269,"Powermax He 115,Powermax 24 HE Boiler,Powermax He 85,Powermax He 150",5107764,Sensor,N,,,,,,,,,,,,,,,
400,P796808,Baxi syphon assembly,Baxi,50.45,"Baxi condensate trap for Quinta, Selecta, Gas and Gas 110 Eco boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe, usually made of plastic because the condensate can contain low levels of acid due to CO2 from the combustion process dissolving in the water, is connected to the trap and sends held water out of the property.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi syphon assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/08/796808_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas_110_Installation.pdf,,,,,,,,,,,,,,
401,P423931,Baxi knob-control assembly,Baxi,11.83,"A genuine Baxi replacement part, this control knob assembly is compatible with Bermuda and Gasflame boilers.  Affixed to a spindle on the front of an appliance this knob allows for manual control of the boiler like temperature, function and mode changes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi knob-control assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/31/423931_wm.jpg,N,"Baxi Gf, Bermuda Gf Super, Gas Flame Lpg, Gasflame Cat 1N, Gasflame Super, Gasflame Ws",Control Panel,"Bermuda, Gasflame",155760,"Gasflame Super,Bermuda Gf Super,Baxi Gf,Gasflame Cat 1N,Gas Flame Lpg,Gasflame Ws",043115,Control Knob,N,,,,,,,,,,,,,,,
402,P424692,Baxi rubber O ring,Baxi,3.94,"Made of rubber, this Baxi O-ring is designed for use in the heat exchanger of 100 He, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi rubber O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/92/424692_wm.jpg,N,"100 He, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12 ErP IE, 15 ErP IE, 18 ErP IE, 24 ErP IE, Main Heat Only 12 HE A, Main Heat Only 15 HE A, Main Heat Only 18 HE A, Main Heat Only 24 HE A, Main Heat Only 30 HE A, Main 12 Heat",Heat Exchanger,"100 He, Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",794342,"12HE A,Main 12 Heat ErP,12,24 HE,30 He Plus,Main 18 Heat ErP,15HE A,Main 24 Heat ErP,12HE,Promax SL Heat ErP 18,Gold Heat ErP 18,Promax SL Heat ErP 12,Main 30 Heat ErP,Gold Heat ErP 15,Promax SL Heat ErP 30,18HE A,100 HE,30HE A,H 24,24 ErP IE,12 ErP IE",240675,O-Ring,N,,,,,,,,,,,,,,,
403,P787833,Baxi O ring 20.64 x 2.62mm,Baxi,4.05,"This Baxi O-ring is suitable for use with 100 He, Bahama, Barcelona, Combi (Condensing), Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Powermax, Precision, Promax, Promax ErP, Promax SL and Promax SL ErP boilers. The washer, O-ring or gasket has a wide variety of uses throughout various sections within heating appliances, including in heat exchangers and gas valves. Used to create seals between pipework and other parts these gaskets help to prevent gas or water leaks. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi O ring 20.64 x 2.62mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/33/787833_wm.jpg,N,"System 100 He Plus, Bahama 100 Honeywell, Bahama 100 Sit, Barcelona System, Combi 100 He Plus, Combi 130 He, Combi 133 He Plus, Combi 80 He Plus, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12 ErP IE, 15 ErP IE, 18 ErP IE, 24 Er",Heat Exchanger,"100 He, Bahama, Barcelona, Combi (Condensing), Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Powermax, Precision, Promax, Promax ErP, Promax SL, Promax SL ErP",E04668,"12HE A,HE Store (150 litres),24 HE,Combi 80 He Plus,Main 18 Heat ErP,HE Store (90 litres),Main 24 Heat ErP,15HE A,Gold Heat ErP 18,Promax Store 24 HE,Powermax 24 HE Boiler,Main 30 Heat ErP,24HE A,Gold Heat ErP 24,18HE A,18HE,H 24,Powermax He 85",240812,O-Ring,N,,,,,,,,,,,,,,,
404,P795904,Baxi decorative trim Black,Baxi,8.33,"This Baxi brand decorative trim is suitable for use in the burner of Baxi 400, Baxi 600, Baxi 800, Duo-tec 2, EcoBlue ErP, MainEco, Megaflo 2, Neta-tec, Assure, Gold ErP, Promax ErP, Promax Ultra ErP, Titanium Heat, Ultra System, Baxi 100, Baxi 200, EcoBlue, MainEco ErP, Platinum ErP, Main Eco Compact, Main Eco Elite ErP, Ultra Heat, Duo-tec ErP, Megaflo IE ErP, Platinum 2, Precision + Heat, Titanium ErP, Megaflo ErP and Platinum + boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi decorative trim Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/04/795904_wm.jpg,N,"Baxi Heat 424, Baxi Combi 624 LPG, Baxi Combi 836, Duo-tec 2 Combi 40 GA, EcoBlue Advance Heat ErP 19, EcoBlue Heat ErP 12, MainEco Heat 18 kW, Megaflo 2 System 28 Compact GA, Neta-tec Combi 24 GA, Assure Combi 30 LPG, Assure System 12, Gold Combi ErP 24",Gas Assembly,"Baxi 400 Range, Baxi 600 Range, Baxi 800 Range, Duo-tec 2, EcoBlue ErP, MainEco, Megaflo 2, Neta-tec, Assure Range, Gold ErP, Promax ErP, Promax Ultra ErP, Titanium Heat, Ultra System, Baxi 100 Range, Baxi 200 Range, EcoBlue, MainEco ErP,",H90507,"Combi 28 GA,Combi 40 GA,Combi 24 GA,Combi 33 GA",720870401,Decorative Trim,N,,,,,,,,,,,,,,,
405,P422176,Baxi PCB system 24,Baxi,177.85,"A genuine Baxi part, this printed circuit board is for Promax ErP and Megaflo ErP boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi PCB system 24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/76/422176_wm.jpg,N,"Megaflo System ErP 24, Promax System ErP 24",Control Panel,"Megaflo ErP, Promax ErP",736463,"Promax System ErP 24,Megaflo System ErP 24",7692724,Printed Circuit Board,N,,,,,,,,,,,,,,,
406,P425379,Baxi pipe 5mm,Baxi,24.38,"This neoprene pipe is a spare part for Baxi's 50 He, Barcelona, Platinum, Solo HE & HE A, Solo IE ErP, Main HE A, Main Heat ErP, Gold, Promax, Combi (Condensing), Promax SL, 100 He, Solo IE, Promax SL ErP, Precision, Gold ErP and 80 He boilers.  In a boiler a pipe either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pipe 5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/79/425379_wm.jpg,N,"50 He Plus, Barcelona, Barcelona System, 24 HE, 12HE A, 24HE A, 12 ErP IE, Main Heat Only 15 HE A, Main 12 Heat ErP, H 24, 24/2 He Plus, 30 He Plus, Combi 100 He Plus, Combi 133 He Plus, 12HE, 12 He Plus, 100 He, System 100 He Plus, Combi 80 He Plus, 30H",Flue,"50 He, Barcelona, Platinum, Solo HE & HE A, Solo IE ErP, Main HE A, Main Heat ErP, Gold, Promax, Combi (Condensing), Promax SL, 100 He, Solo IE, Promax SL ErP, Precision, Gold ErP, 80 He",E06077,"12HE A,Main 12 Heat ErP,Combi 130 He,15HE IE,24 HE,12HE IE,Barcelona,Combi 80 He Plus,50 He Plus,BG P,Gold Heat ErP 18,System 100 He Plus,Main 30 Heat ErP,Gold Heat ErP 15,24HE A,18HE A,100 HE,30HE A,H 24,24 ErP IE,12 ErP IE,Barcelona System,H 18",242475,Pipe,N,,,,,,,,,,,,,,,
407,P797740,Baxi spares burner kit,Baxi,77.11,"A genuine spare part, this Baxi burner kit is for use in Bermuda appliances.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi spares burner kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/40/797740_wm.jpg,N,"Bermuda Vp2, Bermuda Sp2 Lpg, Bermuda Vp2 Lpg, Bermuda Vp3, Bermuda Vp3 Lpg, Bermuda Vp3 Renewal Ng, Bermuda Vp, Bermuda Sp2, Bermuda Sp3, Bermuda Sp3 Renewal Ng, Bermuda Vp2 Renewal, Bermuda Sp2 Renewal, Bermuda Sp",Gas Assembly,Bermuda,156094,,5134747,Burner Kit,N,,,,,,,,,,,,,,,
408,P718721,Baxi elbow - gas inlet,Baxi,11.83,"This Baxi gas inlet elbow is suitable for use in the gas assembly of Duo-tec ErP, Megaflo, Platinum, System IE, Main Eco Elite ErP, Main HE, Gold ErP, Heatmax and Performa boilers. It can also be used with boilers in the Promax, Titanium, Titanium ErP, Combi, Duo-tec, Megaflo IE ErP, Platinum ErP, Main Eco Elite, Apollo, Gold, Promax ErP, Main Eco, Megaflo ErP, System, Platinum + and Main Combi/Combi HE ranges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi elbow - gas inlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/21/718721_wm.jpg,N,"Duo-tec 28 Combi ErP, 18 HE A System LPG, 32 HE A System LPG, Combi 24 HE, Combi 33 HE, Combi 33 HE A, 15 HE Megaflo System IE, 28 HE Megaflo System IE, Main Eco Elite System ErP 24, Main Eco Elite System ErP 28, Main System 18 HE, Main System 24 HE, Mai",Gas Assembly,"Duo-tec ErP, Megaflo, Platinum, System IE, Main Eco Elite ErP, Main HE, Gold ErP, Heatmax, Performa, Promax, Titanium, Titanium ErP, Combi, Duo-tec, Megaflo IE ErP, Platinum ErP, Main Eco Elite, Apollo, Gold, Promax ErP, Main Eco, Megafl",E66475,,248230,Elbow,N,,,,,,,,,,,,,,,
409,P423983,Baxi gas valve - spares,Baxi,239.43,"A genuine Baxi spare part, this gas valve is compatible with boilers in the Baxi 100 He, Barcelona and Promax ranges.  Used for gas distribution, the valve receives a message from the system's PCB when more gas is required in the burner, causing it to open and allow gas to flow through the valve into the burner or pilot assembly.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gas valve - spares,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/83/423983_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_100_HE_Installation.pdf,,,,,,,,,,,,,,
410,P446933,Baxi 93 degree bend,Baxi,44.37,"This Baxi 93° flue bend is compatible with Combi, Duo-tec, Ecogen, Megaflo, Platinum, System IE and Main Combi/Combi HE boilers. It is also suitable for use with Main Eco, Main Eco Elite, Main HE, Apollo, Gold, Gold ErP, Heatmax, Performa, Promax, Titanium and Titanium ErP units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 93 degree bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/33/446933_wm.jpg,N,"Combi 105 HE, Combi Instant 105 HE, Combi Instant 80 HE, 24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Ecogen 24, Ecogen 24 LPG, 15 HE A System, 15 HE System, 18 HE A System, 18 HE A System LPG, 18 HE Sy",Flue,"Combi, Duo-tec, Ecogen, Megaflo, Platinum, System IE, Main Combi/ Combi HE, Main Eco, Main Eco Elite, Main HE, Apollo, Gold, Gold ErP, Heatmax, Performa, Promax, Titanium, Titanium ErP",H01112,"40HE,24 HE,28 HE LPG,24 HE LPG,18 HE Megaflo System IE,32 HE System,28 HE A System,Combi 24 HE,28 HE Megaflo Syst,18 HE A System,32 HE A System,Combi 40 HE,24HE A,Combi 28 HE,28 HE A,15 HE System,15 HE Megaflo System IE,33 HE A,15 HE A System,33 HE LPG",5112406,Flue bend,N,,,,,,,,,,,,,,,
411,P788986,Baxi knob selector,Baxi,5.67,"Spare control knob for Baxi Promax, Gold, Performa, Platinum, Main HE, Heatmax and Main Combi/Combi HE boilers.  Affixed to a spindle on the front of an appliance this knob allows for manual ccontrol of the boiler functions such as temperature and mode changes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi knob selector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/86/788986_wm.jpg,N,"Combi 33 HE Plus, Combi 33 HE Plus A, 18 HE A System, Performa System 28E, Combi 24 HE Plus LPG, Promax 24 He Plus System, Promax 32 HE Plus A System, Combi 24 HE A, Combi 33 HE A, Main System 18 HE, 24 HE A System, Combi 24 HE, Combi 28 HE, Combi 33 HE,",Control Panel,"Promax, Gold, Performa, Platinum, Main HE, Heatmax, Main Combi/ Combi HE",E94430,"Performa System 12E,24 HE,Performa System 24E,28 HE A System,Combi 24 HE,Performa 30 HE,Combi 33 HE A,Performa Syst,28 HE,Performa System 24HE,Combi 28 HE,18HE,Performa System 18HE,24 HE A System,Combi 24 HE A,Combi 33 HE,Performa System 18E,Combi 30 HE",5107344,Control Knob,N,,,,,,,,,,,,,,,
412,P422175,Baxi PCB system 15,Baxi,171.59,"A genuine Baxi part, this printed circuit board is for Megaflo ErP and Promax ErP boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi PCB system 15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/75/422175_wm.jpg,N,"Megaflo System ErP 15, Promax System ErP 15",Control Panel,"Megaflo ErP, Promax ErP",,,7692718,Printed Circuit Board,N,,,,,,,,,,,,,,,
413,P797386,Baxi seal single lip diameter 60 epdm,Baxi,6.87,"A Baxi brand replacement part, this 60mm diameter EPDM single lip seal is for use in the combustion chamber of Baxi 400 range, Baxi 600 range, EcoBlue, EcoBlue ErP, Precision + Heat, Main HE, Assure Range, Suprima and Titanium Heat boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi seal single lip diameter 60 epdm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/86/797386_wm.jpg,N,"Baxi Heat 412, Baxi Heat 415, Baxi Heat 418, Baxi Heat 424, Baxi Heat 430, Baxi Heat 613, Baxi Heat 616, Baxi Heat 619, Baxi Heat 625, Baxi Heat 630, EcoBlue Advance Heat 13, EcoBlue Advance Heat 16, EcoBlue Advance Heat 19, EcoBlue Advance Heat 25, EcoB",Fan Combustion Chamber,"Baxi 400 Range, Baxi 600 Range, EcoBlue, EcoBlue ErP, Precision + Heat, Main HE, Assure Range, Suprima, Titanium Heat",H26749,"Assure Heat 19,50HE,Baxi Heat 418,Baxi Heat 415,24 HE,30 HE,12HE,Baxi Heat 430,EcoBlue Advance Heat 13,EcoBlue Advance Heat ErP 13,Precision + Heat,60HE,80HE,Baxi Heat 412,EcoBlue Advance Heat ErP 19,EcoBlue Advance Heat 16,18HE,EcoBlue Advance Heat 19",5118289,Seal,N,,,,,,,,,,,,,,,
414,P424485,Baxi terminal block,Baxi,8.89,"An official Baxi terminal block for Combi, Megaflo, Megaflo ErP, Platinum, Platinum ErP, System IE, Main Eco, Main Eco Elite, Main Eco Elite ErP, Gold, Performa, Promax, Promax ErP, Titanium ErP, Gold WH, Sirius FS, Sirius WH, Megaflo IE ErP, Gold ErP, Heatmax, Duo-tec, Platinum +, System, Main Combi/Combi HE, Main HE, Titanium, Sirius SAT, Apollo and Duo-tec ErP units.  A terminal block connects the electronic control to sensors, thermostats and switches. A wiring loom gives the printed circuit board (PCB) access to control the boiler functions and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi terminal block,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/85/424485_wm.jpg,N,"Combi 105E, Combi Instant 105E, Combi Instant 80E, 18 HE System, 24 HE System, Megaflo System ErP 32, Combi 28 HE, Combi 40 HE, System 24 HE, Platinum 33 Combi ErP, 24 HE Megaflo System IE LPG, Main Combi Eco 25, Main System Eco Elite 28, Main Eco Elite",Control Panel,"Combi, Megaflo, Megaflo ErP, Platinum, Platinum ErP, System IE, Main Eco, Main Eco Elite, Main Eco Elite ErP, Gold, Performa, Promax, Promax ErP, Titanium ErP, Gold WH, Sirius FS, Sirius WH, Megaflo IE ErP, Gold ErP, Heatmax, Duo-tec, Pl",E59918,"40HE,Combi 105 HE,24 HE LPG,Combi Instant 105E,Combi 105E,Duo-tec 24 Combi ErP,24HE A,Duo-tec 28 LPG Combi ErP,Duo-tec 40 Combi ErP,18 HE System,24 HE A System,Me,28 HE System,24 HE System,15 HE A System,Combi Instant 105 HE,33 HE LPG,Combi Instant 80E",247480,Terminal Block,N,,,,,,,,,,,,,,,
415,P788898,Baxi electrode sensing,Baxi,80.04,"A replacement Baxi detection electrode, also known as a flame sensing electrode, for use in Multipoint ErP and Multipoint boilers.  Flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi electrode sensing,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/98/788898_wm.jpg,N,"FF ErP, FF",Gas Assembly,"Multipoint ErP, Multipoint",H18927,,5111403,Detection Electrode,N,,,,,,,,,,,,,,,
416,P420812,Baxi hydraulic group 10ltr 24kw,Baxi,494.42,"This Baxi hydraulic group assembly is a part that only appears in combi boilers and is suitable for the Baxi 100 Range, EcoBlue, EcoBlue ErP and Neta-tec lines. This assembly directs hot water to the central heating system or domestic hot water system, allowing a combi boiler to provide heating and hot water without the need for a storage cylinder. To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi hydraulic group 10ltr 24kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/12/420812_wm.jpg,N,"Baxi 124 Combi, Baxi 128 Combi, EcoBlue Combi 24, EcoBlue Combi 28, EcoBlue Combi 33, EcoBlue Plus Combi 24, EcoBlue Plus Combi 28, EcoBlue Plus Combi 33, EcoBlue Combi ErP 24, EcoBlue Combi ErP 28, EcoBlue Combi ErP 33, EcoBlue Plus Combi ErP 24, EcoBlu",Hydraulics,"Baxi 100 Range, EcoBlue, EcoBlue ErP, Neta-tec",726832,,710064701,Hydraulic Group Assembly,N,,,,,,,,,,,,,,,
417,P211192,Baxi Multifit 135deg plume bend 60/100mm Black,Baxi,31.29,This Baxi Multifit 135° 60mm plume displacement bend in black is provided with positive screw fixings for all connections. It offers compatibility with GA Combi and System boilers and is used to redirect a nuisance gas and steam plume where an outlet is inconveniently located.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Multifit 135deg plume bend 60/100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/92/211192_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_GA_Combi_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_Flue_Solutions_Technical.pdf,,,,,,,,,,,,,
