,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 2,Attachment 3,End Connection B size,Colour,Application,Handle Type,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Output,Range For Use With,Attachment 8,Attachment 9,Material Type,Pack Quantity,Nut Types,Dimensions mm (H x W x D),Part Gas Council number,Feature 9,Feature 10,Washer Type,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Bolt Type,Total Pack Quantity,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Depth (mm),Flue Type,Boiler Bundles,Flue Diameter,Flue Length,Flue Size,By Model Number,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Flow Rate,Fuel Type,Energy Rating,Efficiency (SAP 2009),Mounting Type,Feature 20,Feature 21,Feature 22,Attachment 10,Connection Size (mm),Actuator Type,Number of Ports,Operator Type,Seal Material,Enclosure Class
23,P635745,Center CB End Feed CB-EFELS015 end feed street elbow 15mm,Center CB,0.7,"Compact and lightweight, this Center CB end feed 90° street elbow with 15mm plain male x female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB End Feed CB-EFELS015 end feed street elbow 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/49/NW-635745_635749_wm.jpg,,15mm,Plain,15 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Equal,90,15mm,15mm,Male x Female,Copper,15 mm,End Feed,End Feed,CB-EFELS015,Elbow,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PF15282,"Center CB reducer 2 x 1.1/2"" White",Center CB,1.88,"Center CB reducer is made of ABS. The Center ABS solvent weld waste range is perfectly suited for connections from sanitary appliances to either a soil stack or a back inlet drain gully. Constructing a perfect, permanent joint is made easy through the simple application of a solvent weld cement to the pipe spigot and the fitting socket.","School's Out/School's Out.csv -> Center CB reducer 2 x 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/82/NW-F15282_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PN37664,Center CB Shower and Sanitaryware Silicone White 300ml,Center CB,4.93,"A single component sealant based on silicones, this Center CB shower and sanitary sealant offers an elastic finish for joints in bathrooms and kitchens, top sealing in glazing, refrigerator sealing, container construction and air-conditioning systems.",School's Out/School's Out.csv -> Center CB Shower and Sanitaryware Silicone White 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/N37664-FRONT_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Center_CB_Silicone_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P635715,Center CB End Feed CB-EFRED02822 end feed reducer 28 x 22mm,Center CB,1.33,"Compact and lightweight, this Center CB end feed reducer with 28mm male x 22mm female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB End Feed CB-EFRED02822 end feed reducer 28 x 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/27/NW-635710_635727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635715_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P635694,Center CB End Feed CB-EFCP028 end feed straight coupling 28mm,Center CB,1.16,"Compact and lightweight, this Center CB end feed straight coupling with 28mm female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB End Feed CB-EFCP028 end feed straight coupling 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/97/NW-635690_635697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635694_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF13455,"Center CB adjustable tubular P-trap 1.1/2"" 40mm",Center CB,4.74,This Center CB 40mm P trap is made of polypropylene and has a 150mm length. It incorporates compression connections and a 75mm adjustable seal.,"School's Out/School's Out.csv -> Center CB adjustable tubular P-trap 1.1/2"" 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/55/NW-F13455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Center_Drainage_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/01/19/Drainage Guide PDF 300119.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF15252,"Center CB 90deg knuckle bend 1.1/4"" White",Center CB,0.85,"This Center CB 32mm ABS knuckle bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/School's Out.csv -> Center CB 90deg knuckle bend 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/52/NW-F15252_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PF15272,"Center CB 90deg knuckle bend 1.1/2"" White",Center CB,0.85,"This Center CB 40mm ABS knuckle bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/School's Out.csv -> Center CB 90deg knuckle bend 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/72/NW-F15272_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PF15276,"Center CB 90deg Swept Tee 90 degree swept tee 1.1/2"" White",Center CB,1.0,"Center CB swept tee is made of ABS. The Center ABS solvent weld waste range is perfectly suited for connections from sanitary appliances to either a soil stack or a back inlet drain gully. Constructing a perfect, permanent joint is made easy through the simple application of a solvent weld cement to the pipe spigot and the fitting socket.","School's Out/School's Out.csv -> Center CB 90deg Swept Tee 90 degree swept tee 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/76/NW-F15276_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P635747,Center CB End Feed CB-EFELS028 end feed street elbow 28mm,Center CB,2.7,"Compact and lightweight, this Center CB end feed 90° street elbow with 28mm plain male x female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB End Feed CB-EFELS028 end feed street elbow 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/49/NW-635745_635749_wm.jpg,,28 mm,Plain,28 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Equal,90,28mmØ,28mmØ,Male x Female,Copper,28 mm,End Feed,End Feed,CB-EFELS028,Elbow,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P655801,Rothenberger Super Fire 2 3-5644X brazing torch,Rothenberger,85.0,"Offering fully adjustable flame control and a constant flame mode, the Rothenberger Super Fire 2 torch has a guaranteed 360° anti flare. A 1"" thread connection is suitable for use with MAP/Pro and propane while the option to fit a swirl flame or cool tip with filter jet, for safer burning and a finer flame, makes this a real all-rounder for a wide range of brazing and soldering jobs. Fully serviceable, the Super Fire 2 is compatible with replacement parts for a long service life.",School's Out/School's Out.csv -> Rothenberger Super Fire 2 3-5644X brazing torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/01/NW-655801_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Rothenberger_SuperFire2_Torch_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Rothenberger_QuickFireSuperFireGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Refrgrtn_AC_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PN37660,Center CB universal silicone 300ml Clear,Center CB,4.71,"A single component sealant based on silicones, this Center CB clear universal silicone sealant is ideal for making connection joints between walls and bathtubs or shower bases, for sealing joints in sanitary and other often damp rooms, including bathrooms, toilets and wet rooms.",School's Out/School's Out.csv -> Center CB universal silicone 300ml Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/60/NW-N37660_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Center_CB_Universal_Silicone_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PN20114,"Rothenberger Plumbers Soldering Mat 10 x 10""",Rothenberger,12.67,"Protecting surfaces during soldering, this Rothenberger 10 x 10"" plumbers soldering mat deflects heat up to 1000°C. Incorporating Ecomab high temperature paper infill and reinforced Kevlar thread binding, this flexible two-ply gold silica mat offers increased strength and integrity, wrapping around corners and pipework for added convenience.","School's Out/School's Out.csv -> Rothenberger Plumbers Soldering Mat 10 x 10""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/14/NW-N20114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rothenberger_Silicatex_600_1200_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P635740,Center CB End Feed CB-EFEL02245 end feed obtuse elbow 22mm,Center CB,1.36,"Compact and lightweight, this Center CB end feed 45° obtuse elbow with 22mm plain connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB End Feed CB-EFEL02245 end feed obtuse elbow 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/44/NW-635739_635744_wm.jpg,,22 mm,Plain,22 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Equal,45,22mm,22mmØ,female,Copper,22 mm,End Feed,End Feed,CB-EFEL02245,Elbow,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF15278,"Center CB straight coupling 1.1/2"" White",Center CB,0.92,"This Center CB 40mm straight coupling is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/School's Out.csv -> Center CB straight coupling 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/78/NW-F15278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF14991,Center CB Air Admittance Valve 40mm White,Center CB,12.25,"Made of white PVC with compression connections, this Center CB 40mm air admittance valve provides free entry of air into sanitary pipework with no risk of foul gas escape. Providing an early indication of potential blockages, this valve also eliminates the risk of losing water from trap seals due to induced siphonage.",School's Out/School's Out.csv -> Center CB Air Admittance Valve 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/91/NW-F14991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
