,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
176,P689219,Advanced Engineering HydroSprayer-Elite battery powered backpack sprayer,Advanced Engineering,206.68,"Making the application of ready-mixed coil cleaners easy, this Advanced Engineering HydroSprayer-Elite 12V battery-powered electric sprayer is designed to be worn as a backpack and has supportive straps for more comfortable and supportive use. The rechargeable 12V battery ensures a powerful spray.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Advanced Engineering HydroSprayer-Elite battery powered backpack sprayer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/19/NW-689219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_HydroSprayer_Elite_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P667259,Pump House 750-M air source heat pump guard 1150 x 1150 x 750mm,Pump House,689.96,"Featuring a unique sliding panel system for easy installation and access, the Pump House 750M 1150 x 1150 x 750mm air source heat pump guard makes maintenance of your pump simple.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House 750-M air source heat pump guard 1150 x 1150 x 750mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/59/667259_wm.jpg,,,,N,CG-750-M,air conditioning protective guards,N,All panels suitable for removal for maintenance,Additional bottom/back panels available for standalone and high wall use,Allen-headed bolts for secure fitting,"Easy, quick installation",Steel construction,RAL7032 textured finish,White/Stainless Steel,,Steel,,,,,,,,,,,,,,,,,,750,,
178,P667260,Pump House 900 Series air source heat pump guard 1150 x 1450 x 900mm,Pump House,937.2,"Made of a weather-resistant steel mesh, this Pump House 900 Series condensing guard offers safe protection from the vandalism and accidental damage that can happen to expensive air conditioning units and air source heat pumps. It measures 1150 x 1450 x 900mm.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House 900 Series air source heat pump guard 1150 x 1450 x 900mm,,Condensing guard;Wall frame;Front panel;Top panel;2x side panels;4x support arms;Bag of fixings;Installation instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/60/NW-667260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_900_Series_Guards_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/PumpHouse_CG900L_SQ_CG900_XXL_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P690134,"Pump House VAX6 access valve 3/8"" (Pack of 3)",Pump House,16.81,"A Pump House 3/8"" access valve.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House VAX6 access valve 3/8"" (Pack of 3)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/34/NW-690134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,P671575,"Aspen Pumps Xtra stud clip M8 x 1.1/4"" 32mm (Pack of 10)",Aspen Pumps,18.62,"Made of nylon, this Aspen Pumps Xtra 1 1/4"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra stud clip M8 x 1.1/4"" 32mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/76/NW-671575_671576_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P667683,Pump House Easy-Fit L large condensing unit guard,Pump House,588.7,"Made of weather-resistant steel, this Pump House Easy-Fit 1450mm condensing mesh guard offers safe and reliable protection from vandalism and accidental damage. This guard is compatible with air conditioning and air source heat pumps from brands including  Daikin, Fujitsu, Hitachi, LG, Mitsubishi, Panasonic and Toshiba.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Easy-Fit L large condensing unit guard,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/83/NW-667683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Easy_Fit_Cdnsg_Guard_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_Easy_Fit_Cdnsg_Guard_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P602797,Pump House ASHP PRODUCTS FH-I-1000-35-SLIT insulation (slit and seal) 1000 x 35 x 19mm,Pump House,12.66,"PVC-coated for reliable weather protection, this Pump House ASHP 1M x 35mm x 19mm slit and seal insulation protects external condensate pipework from UV degredation and pest damage, helping boiler installations to meet BS 6798:2104. This insulation is particularly suitable for the hot pipework on externally installed ASHP and biomass boilers to avoid heat loss, meeting both MIS3005 and building regulations.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House ASHP PRODUCTS FH-I-1000-35-SLIT insulation (slit and seal) 1000 x 35 x 19mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/97/602797_wm.jpg,,,,N,FH-I-1000-35-SLIT,Insulation,N,Insulation - 1m x 35mm ID x 19mm wall PVC coated slit and seal,,,,,,,ASHP PRODUCTS,,,,,,,,,,,,,,,,,,,,,
183,P305833,Siemens Ancillary thermostat female coupling 32mm (Pack of 3),Siemens,21.27,"This Siemens 32mm coupling is designed for globe and pressure independent control valves. It incorporates a 2"" BSPP x 1 1/4"" FBSPT type connection.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Siemens Ancillary thermostat female coupling 32mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/33/NW-305833_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P667665,Pump House Easy-Fit lightweight condensate collection tray 790x390mm,Pump House,73.94,"This Pump House Easy-Fit 390 x 790mm lightweight condensate collection tray is made of 100% rust-free, UV-stabilised, rigid and reinforced PVC and fits to any make of brackets. Weighing less than 1kg, this tray is much easier to handle than metal versions and has a tapered outlet to fit a 16mm or 18mm hose pipe.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Easy-Fit lightweight condensate collection tray 790x390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/66/NW-667665_667666_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pump_House_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Easy_Fit_Trays_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,P667758,Javac Veto Pro Pac Classic extra large technicians tool bag,Javac,334.4,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech XL tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Veto Pro Pac Classic extra large technicians tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/58/NW-667758_wm.jpg,,,,N,AX3503,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,80x pockets,Small punch and bit pockets,Small neoprene pockets,Waterproof base of 3mm polypropylene,,Veto Pro Pac,,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,241,,,N/A,0.419,241 mm (W) x 419 mm (D) x 527 mm (H),,,,,,,,,,,
186,P685039,Aspen Pumps Xtra T-connector (for tube 10mm) (Pack of 5),Aspen Pumps,35.22,A pack of five Aspen Pumps Xtra 10mm equal T-connectors made of PVC,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra T-connector (for tube 10mm) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/39/NW-685039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Tube-Connector_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,P667763,Javac Veto Pro Pac Pouches MB2 meter tool pouch,Javac,106.98,"Compact yet spacious, this Javac Veto Pro Pac MB2 clip-on meter tool pouch holds a small selection of meters, analysers and repair tools.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Veto Pro Pac Pouches MB2 meter tool pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/63/NW-667763_wm.jpg,,,,N,AX3508,Tool Bag,N,Organise multiple job-specific bags,Heavy duty fastenings and clips,Detachable rubber handles,Nylon plastic connection clips,For various size tool pockets,10x pockets,,Veto Pro Pac,,Clips onto any model Veto tool bag's tape clip or D-Rings,Weatherproof body made of 600-1200 PVC impregnated denier fabric,5 year zero downtime warranty,76,,,,0.203,76 mm (W) x 203 mm (D) x 330 mm (H),,,,,,,,,,,
188,P697269,Inaba Denko ID-SK-100-K 90deg slim trunk 100mm Black,Inaba Denko,20.85,This Inaba Denko Slimduct 100mm 90° flat bend is constructed in robust PVC.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko ID-SK-100-K 90deg slim trunk 100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/69/697269_wm.jpg,,,,N,ID-SK-100-K,90° Flat Elbow,N,PVC construction,Black colour,,,,,Black,,PVC,,,,,17cm,,,,,,,,,,,,,,,
189,P675872,Aspen Pumps Condenser Support Bracket wall mount support bracket 140kg,Aspen Pumps,58.68,"Constructed in tough galvanised steel, this Aspen Pumps 140kg condenser support bracket is designed for reliable wall mounting of a pump unit. Supplied with all fittings, this bracket includes an inbuilt spirit level to ensure straight and true installation.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Condenser Support Bracket wall mount support bracket 140kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/72/675872_wm.jpg,,,,N,B2092,Wall Support Bracket,N,Integrated spirit level provided (not B2093),Adjustable unit fixing feet positions (not B2093),With pre-assembled arms,Supplied with arm levelling fixing bolt,Wall fixing kit included,With unit fixing feet kit,White / Steel,Condenser Support Bracket,Polyester powder coated galvanised steel construction,Manufactured in galvanised steel,White polyester powder-coated finish (approx 100m thickness),M8 8.8 zinc passivated carbon steel high strength fixings included,,,,,,,,,,,,,,,,,
190,P697273,Inaba Denko ID-SW-100-K slim trunk wall cover 100mm Black,Inaba Denko,20.85,This Inaba Denko Slimduct 100mm wall cover is constructed in robust PVC.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko ID-SW-100-K slim trunk wall cover 100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/73/697273_wm.jpg,,,,N,ID-SW-100-K,Wall Inlet,N,PVC construction,Black colour,,,,,Black,,PVC,,,,,20cm,,,,,,,,,,,,,,,
191,P671589,"Aspen Pumps Xtra stud clip M10 x 1.1/4"" 32mm (Pack of 10)",Aspen Pumps,18.62,"Made of nylon, this Aspen Pumps Xtra 1 1/4"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra stud clip M10 x 1.1/4"" 32mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/90/NW-671589_671590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P684156,"Aspen Pumps Xtra reducing connector 5/8 - 3/4 - 1/4"" (Pack of 5)",Aspen Pumps,19.08,"Supplied in a pack of five, these black rubber Aspen Pumps Xtra hose-to-hose reducing connectors are suitable for 6mm, 10mm or 12mm to 16mm connections.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra reducing connector 5/8 - 3/4 - 1/4"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/56/NW-684156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P667687,Pump House Type 3 CBR3-M snap-fit condensate bracket Type-3 90kg,Pump House,113.99,"With a 90kg safe working load, this Pump House Type 3 large snap-fit bracket for condensing units incorporates a unique interlocking mechanism for fast connection of the arms to the uprights. Secured with a spring-lock, the arms can't be accidentally dislodged, ensuring safe securing of the heaviest units. 100% zinc-plated and covered in a hard ED coating and external-grade polyester powder coat, the Type 3 bracket is reliably resistant to corrosion.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Type 3 CBR3-M snap-fit condensate bracket Type-3 90kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/88/NW-667687_667688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ke/ts/7_Type_3_Brackets.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_EasyFit_Type2_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,P631682,Inaba Denko slimduct 75mm - 2000mm - White,Inaba Denko,19.44,"Suitable for internal and external use, Inaba Denko 75 - 2000mm slimduct straight trunking in white provides reliable protection for air conditioning refrigeration pipes. Paintable for ease of blending in, this highly resistant trunking supplies a professional finished appearance to any installation.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko slimduct 75mm - 2000mm - White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/82/631682_wm.jpg,,,,N,ID-NSD-75-W,air conditioning accessories; trunking,N,Provides pipe protection,For air conditioning systems,White finish,UV-resistant,Fireproof,Paintable to suit surroundings,,,,,,,,,,,,,,,,,,,,,,,
195,P684157,Aspen Pumps Xtra offset hose connector 16mm (Pack of 5),Aspen Pumps,28.83,This Aspen Pumps Xtra 16mm offset connector is suitable for connecting a wall mount to a mini pump reservoirs. It is made of black uPVC.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra offset hose connector 16mm (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/57/NW-684157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_MiniPump_Connector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,P691680,Javac deburring tool,Javac,17.53,"A precision HVAC-R device, this robust Javac deburring tool is used to round out rough edges or to help make items more, or less, smooth and straight.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac deburring tool,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/80/NW-691680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
