,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Feature 6,Feature 7,Feature 8,Feature 9,Attachment 4,Seat Projection,Attachment 5,Weight,Flush Type,Pack Quantity,Style,Depth (mm),Mounting Type,Application,Design Type,Fittings Included,Attachment 6
55,PE48638,Carrara and Matta Kent thermoplastic top fix toilet seat Black,Carrara and Matta,15.82,The soft close Carrara and Matta Kent oval toilet seat with blind hole fixings is designed for use on top fix toilet pans.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta Kent thermoplastic top fix toilet seat Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/38/NW-E48638_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carra&Matta_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ul/18/CatA4JUL18.pdf,,,,,,,,,,,,,,,,,,
56,PD54900,Croydex Haughton anti-bacterial slow close toilet seat,Croydex,57.01,"The Croydex Haughton oval toilet seat is made of thermoset resin with Hygiene n Clean for resistance to bugs and bacteria. Fitted with quick release chrome-plated hinges, this seat lifts off for easy and thorough cleaning.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Croydex Haughton anti-bacterial slow close toilet seat,,Toilet seat;Fixtures;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/00/NW-D54900_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Croydex_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,
57,PD58908,Roca The Gap square compact soft close seat and cover UF White,Roca,75.4,"Manufactured in robust urea, the Roca the Gap compact toilet seat and cover has a modern square shape and offers compatibility with a variety of WC pans from the same Roca range. This toilet seat has a soft-close mechanism for quiet, slam-free shutting.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca The Gap square compact soft close seat and cover UF White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/09/D58908_D58909_wm.jpg,White,The Gap,2,N,Yes,Top,160,Steel,Urea,Square,A801732002,,N,Easy installation,Urea construction,White finish,Steel hinges,Square-shaped,,,,Soft-close action,2 year warranty,,,,,,,,,,,,,,,
58,PT02635,Ideal Standard Tesi thin seat and cover (slow closing),Ideal Standard,96.02,"Made of tough Duroplast plastic, the Ideal Standard Tesi D-shaped toilet seat and cover is supplied with easy take-off hinges for ease of cleaning. Designed to complement the Tesi bathroom range, this toilet seat has a smart modern design and soft close action for quieter use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tesi thin seat and cover (slow closing),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/35/T02635_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T02635_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_s_Tesi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,
59,PE41554,Carrara and Matta Kent Sta-Tite statite seat and cover White,Carrara and Matta,17.03,"Strong and sturdy, the Carrara and Matta Kent Sta-Tite oval toilet seat and cover is designed to suit a wide range of toilet pans. This seat is made of durable Tecnoplast thermoplastic with adjustable plastic hinges and features the Sta-Tite patented fixing system to maintain a tight seat attachment.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta Kent Sta-Tite statite seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/54/NW-E41554_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
60,PD23274,Ideal Standard Tempo short soft close toilet seat and cover White,Ideal Standard,80.75,"Made of tough Duraplast, this Ideal Standard Tempo D-shaped toilet seat and cover has soft close bottom fixing hinges and a soft round shape with flat rim. The Tempo range ensures simple installation and water saving features.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tempo short soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/74/NW-D23274_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D23274_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_Tempo_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,
61,PP64389,Geberit Selnova seat and cover plastic bottom fix hinge,Geberit,50.21,"A classic choice, the Geberit Selnova round toilet seat and cover is made of hardwearing white Duroplast. Part of a range designed for robustness, quality and attractiveness, this toilet seat complements loos, basins and other fixtures in the Selnova range.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Geberit Selnova seat and cover plastic bottom fix hinge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/89/NW-P64389_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_500330011_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,
62,PT86954,Roca soft-close SURPRALIT toilet seat and cover,Roca,64.08,"The Roca Supralit toilet seat and cover in simple, clean white has smart, robust chrome hinges and a slam-free soft-close mechanism.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca soft-close SURPRALIT toilet seat and cover,,"Seat , Cover and Hinges",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/54/T86954_wm.jpg,White,,2 years,N,Yes,Soft Close,200,Chrome,Supralit,Round,A801E12001,,N,With cover,Supralit construction,White finish,Soft-close mechanism,With chrome hinges,,,,2 year warranty,,,,,,,,,,,,,,,,
63,PN66500,Ideal Standard i.Life B toilet seat and cover - slow close,Ideal Standard,89.44,The Ideal Standard i.Life toilet seat and cover is fitted with slow close hinges for safe and quiet slam-free use.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard i.Life B toilet seat and cover - slow close,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/00/N66500_wm.jpg,White,i.Life B,5 Years,N,Yes,Bottom fixing,180,Metal,Plastic,Rectangular,T468301,,N,Rectangular shape,Soft close,Bottom fix hinge,With cover,Plastic construction,,,,White colour,5 year warranty,,,,,,,,,,,,,,,
64,PD30991,Croydex Ontario Flexi-Fit moulded wood flexi-fix toilet seat,Croydex,59.1,This soft close Croydex Ontario Flexi-Fit round toilet seat is made of antibacterial moulded wood with a smart teak effect finish. Adjustable hinges ensure the Ontario fits all standard toilet pans.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Croydex Ontario Flexi-Fit moulded wood flexi-fix toilet seat,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/91/NW-D30991_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Croydex_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,
65,PA67229,Ideal Standard Connect Air seat wrapover sc and cvr White,Ideal Standard,153.36,"A slimline 'sandwich-style' loo seat, the Ideal Standard Concept Air round toilet seat and cover is for use with the Concept Air toilet. A modern choice, the Concept Air is built with thinner ceramic walls for a light, airy and modern appearance. Made of plastic, this toilet seat has gentle bottom fixing soft-close hinges, meaning it won't slam shut.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Connect Air seat wrapover sc and cvr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/29/NW-A67229_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect_Air_Multiproduct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Concept_Air_Installation.pdf,,,,,,,,,,,,
66,PT02634,Ideal Standard Tesi overwrap seat and cover (normal closing),Ideal Standard,52.38,The wrapover Ideal Standard Tesi D-shaped toilet seat and cover with normal bottom fixing hinges has a smart design in robust plastic. This simple loo seat is designed for compatibility with the Tesi bathroom range.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tesi overwrap seat and cover (normal closing),,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/34/NW-T02634_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_s_Tesi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
67,PB89992,Wirquin Sonata toilet seat with hinge Stainless Steel/White,Wirquin,37.15,"This hardwearing Wirquin Sonata round toilet seat and cover is made of highly durable heavy weight thermoset with a plastic hinge. This hygienic, easy clean seat is designed for use in public areas including hospitals, care homes, public buildings, restaurants, hotels, mass transit facilities and other public areas where safety and cleanliness is of the highest importance.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Wirquin Sonata toilet seat with hinge Stainless Steel/White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/92/NW-B89992_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,
68,PJ23359,Armitage Shanks Profile 21 soft close wc seat and cover White,Armitage Shanks,139.53,"Made of robust white plastic with smooth lines, the bottom fixing Armitage Shanks Profile 21 round toilet seat and cover is a luxury choice for any environment, standing up well to the rigours of commercial bathrooms as well as domestic use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Armitage Shanks Profile 21 soft close wc seat and cover White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/60/NW-J23359_J23360_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23359_Technical.pdf,,,,,,,,,,,,,,,,,,
69,PD00762,Roca The Gap soft close toilet seat White,Roca,126.1,"Compact and functional, the soft close Roca The Gap square toilet seat and cover has a glossy white finish and is designed to fit perfectly with the rest of the ultra-modern The Gap bathroom range.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca The Gap soft close toilet seat White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/62/NW-D00762_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_The_Gap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00762_Technical.pdf,,,,,,,,,,,,,,,,,,
70,PD04665,Ideal Standard Tempo soft close toilet seat and cover White,Ideal Standard,80.75,"Made of tough Duraplast, this Ideal Standard Tempo D-shaped toilet seat and cover has soft close hinges and a soft round shape with flat rim. The Tempo range ensures simple installation and water saving features.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tempo soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/65/NW-D04665_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04665_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_Tempo_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Essentials_Brcr_2014.pdf,,,,,,,,,,,,,,,,,
71,PB89989,Wirquin Saxon toilet seat and cover with hinges Stainless Steel/White,Wirquin,26.48,"The Wirquin Saxon round toilet seat and cover is made of highly resistant, naturally antibacterial thermoset with a strong 304 stainless steel hinge.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Wirquin Saxon toilet seat and cover with hinges Stainless Steel/White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/89/NW-B89989_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Celmac_Saxon_Technical.pdf,,,,,,,,,,,,
72,PB97903,Twyford Entice toilet seat and cover with hinges 230mm White,Twyford,145.21,"Designed for back-to-wall toilet pans, the Twyford Entice D-shaped toilet seat and cover has smart round hinges for 230mm centres.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Entice toilet seat and cover with hinges 230mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-B97903_wm.jpg,White/Gloss/Matt,Entice,1 year,N,No,Top Fixing,230,Stainless Steel,Plastic,D-Shape,EN7870WH,Standard Close,N,White plastic,Standard top fixing hinge,To fit back-to-wall pan with 230mm centres,1 year warranty,,,,,,,,,,405 to 420 mm,,,,,,,,,,,
73,PB87511,Armitage Shanks Bakasan toilet seat and pillars Chrome Plated/Blue,Armitage Shanks,133.64,This Armitage Shanks Bakasan oval toilet seat is made of blue plastic and includes a stainless steel rod and robust metal top fixing pillar hinges.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Armitage Shanks Bakasan toilet seat and pillars Chrome Plated/Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/11/NW-B87511_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_S4063_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_Seats_Tech.pdf,,,,,,,,,,,,,,,,,,
74,PB89988,Wirquin Tango soft close toilet seat and cover White,Wirquin,25.78,"Easy to install and clean, this Wirquin Tango white oval toilet seat and cover is pre-fitted with a top fix, quick release plastic hinge with soft close function.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Wirquin Tango soft close toilet seat and cover White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/88/NW-B89988_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wirquin_Tango_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B89988_Technical.pdf,,,,,,,,,,
75,PD59026,Roca Debba square seat and cover top fixing White,Roca,67.65,"Made of tough white acrylic to suit most bathrooms, the Roca Debba square toilet seat and cover includes long lasting stainless steel hinges for top fixing.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Debba square seat and cover top fixing White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/26/NW-D59025_D59026_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D59026_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,
76,PD01607,Roca Valor toilet seat and cover with hinges White/Stainless Steel,Roca,45.5,This Roca Valor D-shaped white toilet seat and cover includes smart stainless steel hinges. It is designed to match perfectly with other products in the Valor range.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Valor toilet seat and cover with hinges White/Stainless Steel,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/07/NW-D01607_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Valor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D01607_Installation.pdf,,,,,,,,,,,,,,,,,,
77,PP71211,Geberit Selnova seat and cover top fix hinge,Geberit,58.51,"A classic choice, the Geberit Selnova round toilet seat and cover is made of hardwearing white Duroplast. Part of a range designed for robustness, quality and attractiveness, this toilet seat complements loos, basins and other fixtures in the Selnova range.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Geberit Selnova seat and cover top fix hinge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/12/NW-P71211_P71212_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_500333011_335_337_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,
78,PD44952,Roca Debba Toilet seat with cover white including stainless steel hinges,Roca,67.66,"Made of tough white plastic to suit most bathrooms, the Roca Debba square toilet seat and cover includes long lasting stainless steel hinges for bottom fixing.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Debba Toilet seat with cover white including stainless steel hinges,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/52/NW-D44952_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D44952_D00673_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44952_Technical.pdf,,,,,,,,,,,,,,,,,,
79,PT02636,Ideal Standard Tesi thin seat and cover (normal closing),Ideal Standard,52.38,"The Ideal Standard Tesi D-shaped toilet seat and cover is made of robust Duraplast plastic with metal hinges. Designed to sit alongside the wider Tesi bathroom range, this toilet seat has a sleek, contemporary design.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tesi thin seat and cover (normal closing),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/36/NW-T02636_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T02636_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_s_Tesi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,
80,PB11922,Ideal Standard Esedra soft close toilet seat and cover White,Ideal Standard,62.76,"Durably made of tough and hygienic duroplast, the Ideal Standard Esedra D-shaped toilet seat and cover has easy lift-off hinges for completely through cleaning with minimal effort. Bottom fixing, this loo seat has a soft-close hinge for slam-free closing with a simple push.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Esedra soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/23/NW-B11922_B11923_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_Esedra_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B11922_Technical.pdf,,,,,,,,,,,,,,,,,
