,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
212,PD02402,Armitage Shanks Sandringham 21 universal toilet seat and cover White,Armitage Shanks,30.82,"An economical choice, the simple Armitage Shanks Sandringham 21 round toilet seat and cover is made of robust white plastic. This loo seat and lid is designed to match into the Sandringham 21 range of bathroom fittings and furnishings.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Armitage Shanks Sandringham 21 universal toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/02/D02402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02402_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Sandringham_21_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PD10027,Bristan Cobalt bath filler tap pack,Bristan,129.99,"The bold, geometric lines of the Bristan Cobalt bath filler are an ideal addition to a contemporary bathroom. Made of long lasting brass and finished in chrome, this deck-mounted filler is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Cobalt bath filler tap pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/76/NW-D77276_wm.jpg,,,,,,,Chrome/Gloss,Cobalt,5 Years,N,,,,,Brass,,D10027 PK,Bath Filler,N,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life 1/4 turn ceramic disc valves,165,,,,,Metal back nuts for durability,Easy to use lever handles,Chrome-plated to BS EN 248,,,,,,,2,,,Flow rate 5.7LPM,,,,,,,,,,,,,,5.7 l/min,0.3,65,104,Modern,Low,No,No,Yes,Fixed,Deck,Lever,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PC39744,Thomas Dudley plastic combi sink brass overflow plug,Thomas Dudley,4.31,"Easy to fit, this Thomas Dudley combi sink waste has a classic PVC plug. Manufactured with a plastic body and sleek chrome finish, this high quality waste is the ideal finishing touch for a modern kitchen",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Thomas Dudley plastic combi sink brass overflow plug,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/44/NW-C39744_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2-/23/TD_Products-Parts_Catalogue_2022-23.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PE14793,Atlanta Breeze sit on basin 610mm,Atlanta,151.46,"Easy to install, the Atlanta Breeze 610mm sit-on basin is designed to sit neatly on top of a washbasin vanity unit. Compatible with a variety of units, including those in Atlanta's own ranges, this elegant gel cast basin is supplied with a single tap hole suitable for your choice of mixer tap.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Atlanta Breeze sit on basin 610mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/93/NW-E14793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PN68974,Ideal Standard i.Life B 55cm basin,Ideal Standard,95.8,"A smart designer-look fitting, the Ideal Standard i.Life B 550mm basin is suitable for mounting on a pedestal or wall. Finished in glossy white, this bathroom handwash basin is manufactured in a robust fine fireclay.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard i.Life B 55cm basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/74/N68974_wm.jpg,,,,,,,White,,,N,,,,,Fine Fireclay,,E336801,Washbasin,N,Designed by Palomba Serafini Associati,Pedestal or semi-pedestal options,Fine fireclay construction,White colour,Without tapholes,440,,,,,Without waste,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,440,,,,,,,Wall/Pedestal,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PC50156,"Nabis 1 1/4"" Slotted grid waste - chrome plated",Nabis,9.58,A Nabis brass grid waste with tail and metal backnut.,"Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis 1 1/4"" Slotted grid waste - chrome plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/56/C50156_wm.jpg,,,,,,,Chrome,,,N,,,,,Brass,,WFS13WC,Grid Waste,N,Metal backnut,"1 1/4"" BSP x 3 1/2"" tail",60mm slotted flange,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PD04668,Ideal Standard Tempo Arc soft close toilet seat & cover White,Ideal Standard,80.73,"With no sharp corners or hard edges, the Ideal Standard Tempo Arc D-shaped toilet seat and cover is an ideal choice for a family home, reducing the risk of trapped fingers with its quiet soft-close bottom fixing hinge. This streamlined loo seat is made of a glossy white plastic to suit the vast majority of bathroom designs.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Tempo Arc soft close toilet seat & cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/68/NW-D04668_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/IS_Tempo_Arc_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PB61026,Nabis Pride one tap hole basin 600mm White,Nabis,64.27,"Coolly modern, the Nabis Pride 600mm basin with a single tap hole provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Pride one tap hole basin 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-B61026_wm.jpg,,,,,,,White/Gloss,Pride,25 Years,N,,,,,Vitreous China,,H8142720001241,Washbasin,N,Contemporary design,White vitreous china,With 1x tap hole,Lifetime warranty,,490,,,,,,,,,,,Vitreous China,One,,1,,,,,,,,,,,,,,,,,,,,490,,,,,,,Wall/Pedestal,,,Gloss,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PB90090,Thomas Dudley Pneumatic Cistern contract concealed cistern round push button side inlet side outlet Chrome Plated,Thomas Dudley,88.01,The Thomas Dudley Pneu 6L low level concealed cistern with side inlet and outlet offers pneumatic single flush cistern operation.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Thomas Dudley Pneumatic Cistern contract concealed cistern round push button side inlet side outlet Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/90/B90090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PB09503,Ideal Standard Create 1 tap hole square semi-counter top basin 500 x 450mm White,Ideal Standard,277.27,"The Ideal Standard Create 500mm semi-countertop washbasin is supplied with a single pre-drilled tap hole and overflow. Made of high-gloss white ceramic, this basin can be matched with your preferred monobloc mixer tap.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Create 1 tap hole square semi-counter top basin 500 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/03/NW-B09503_wm.jpg,,,,,,,White/Gloss,Create,,N,,,,,Ceramic,,E312701,Washbasin,N,Sleek design,Gloss finish,Single tap hole,For semi-countertop mounting,Meets BS EN 14688 and BS EN 31,450,,,,,,,,,,,,One,,1,,,,,,,,,,,,,,,,,,,,450,,,,,,,Semi-Countertop,,,,,No,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PD08251,Mira Flight Safe low level shower tray no upstands 1400 x 800mm,Mira,319.92,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1400 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Mira Flight Safe low level shower tray no upstands 1400 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/52/NW-D08250_D08252_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PD58447,Ideal Standard Concept Space soft close toilet seat and cover White,Ideal Standard,115.24,"Made of a simple and robust white plastic, the Ideal Standard Concept Space oval toilet seat and cover with bottom fixing soft-close hinge is part of the space-saving Concept Space range, ideal for installation in bathrooms with limited room to manoeuvre.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Concept Space soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/47/D58447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D58447_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PB03313,Ideal Standard Unilux front panel 1700 x 3.4mm White,Ideal Standard,125.37,"The unfussy, modern design of the Ideal Standard Unilux 1700mm bath front panel, along with its white finish and tough build, make it suitable for almost any bathroom.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Unilux front panel 1700 x 3.4mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/13/NW-B03313_wm.jpg,,,,,,,White/Gloss,Unilux,5 Years,N,,,,,Acrylic,,E320201,Bath Front Panel,N,High impact polystyrene construction,Contemporary design,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gloss,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PC43205,Deva Dynamic pillar mounted thermostatic bath shower mixer tap,Deva,224.24,"Suitable for commercial or domestic use, the Deva Dynamic chrome bath/shower mixer with shower kit and wall bracket is compatible with high pressure systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Deva Dynamic pillar mounted thermostatic bath shower mixer tap,,Bath shower mixer;Single mode shower kit;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/05/NW-C43205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DYN106_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PD77199,Bristan Cinnamon Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,117.1,"The simple, low profile Bristan Cinnamon monobloc sink mixer is made of brass with a chrome finish. Suitable for installation in any plumbing system, this practical, deck-mounted kitchen tap incorporates a large, tactile handle.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Cinnamon Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/99/NW-D77199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77199_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_CNN_EFSNK_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_CNN_EFSNK_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PA03204,Nabis Bardot single ended bath round 1700x700mm white,Nabis,157.06,"Simple and elegant, the Nabis Bardot 1700mm acrylic bath is designed for maximum comfort. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Bardot single ended bath round 1700x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-A03204_A03206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PP71206,Geberit Selnova 501.449.00.6 full pedestal,Geberit,63.02,"A suitable addition to a wide variety of handwash basins, this Geberit Selnova 190 x 170mm full pedestal has a clean and simple design that will blend into most bathroom schemes.  Made of vitreous china, this high-quality pedestal is finished in crisp, clean white. Combine with Geberit Selnova & Smyle Handrinse and Washbasins 415mm-700mm",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Geberit Selnova 501.449.00.6 full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71206_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71206_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71206_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PN66482,Ideal Standard iLife E245901 basin 1 tap hole 50cm,Ideal Standard,76.06,"An elegant modern design to suit any bathroom, the Ideal Standard i.Life 500mm single taphole basin is part of a broad range of contemporary bathroom fittings that can help to create a sense of space and light in a room. Suitable for wall-mounting, this basin can be paired with a pedestal for a neat finish.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard iLife E245901 basin 1 tap hole 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/82/NW-N66482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PC21356,Ideal Standard Concept toilet seat and cover White,Ideal Standard,84.9,"Made of a robust white plastic, the Ideal Standard Concept oval toilet seat and cover is a simple design that will match seamlessly to the brand's Concept toilet while also suiting loos from other manufacturers. It is supplied with a bottom fixing hinge.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Concept toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/56/NW-C21356_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT02631,Ideal Standard Tesi back to wall WC bowl with aquablade technology,Ideal Standard,211.48,"The geometric lines of the Ideal Standard Tesi back to wall toilet pan with horizontal outlet make it an ideal addition to a contemporary bathroom design. Part of an extensive range of bathroom furnishings, the Tesi toilet incorporates Ideal Standard's Aquablade flushing technology for improved hygiene, performance and water saving.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Tesi back to wall WC bowl with aquablade technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/31/NW-T02631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T353501_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PC93657,Armitage Shanks Conceala 2 TI hose inlet filter without nut,Armitage Shanks,17.04,This Armitage Shanks Conceala 2 TI hose inlet filter is a convenient replacement part for use in the Conceala 2 range.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Armitage Shanks Conceala 2 TI hose inlet filter without nut,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/57/C93657_wm.jpg,,,,,,,White/Blue,Conceala 2,,N,,,,,N/A,,SR04367,Spare Part,N,Without nut,For Conceala 2 range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PC69083,Bristan Orta bath shower mixer tap Chrome Plated,Bristan,168.09,"Uniquely designed for a modern bathroom, the Bristan Orta bath/shower mixer, supplied with hose, handheld showerhead and bracket, offers a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this contemporary deck-mounted filler is constructed in long lasting brass.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Orta bath shower mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/83/NW-C69083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_OR_BSM_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_OR_BSM_C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
