,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
1233,PP07596,Geberit Selnova handrinse basin 1 tap 360 x 290,Geberit,67.55,"Offering an asymmetrical overflow and neat sizing, the Geberit Selnova 360 x 290mm handrinse basin will fit seamlessly into almost any bathroom and design scheme. Made of vitreous china with a white finish, this classically designed basin is suitable for wall mounting.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Geberit Selnova handrinse basin 1 tap 360 x 290,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/97/NW-P07596_P07597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_AOverflow_Basin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,PD81423,Ideal Standard iLife handrise basin 1tap hole left hand handrise 35cm,Ideal Standard,58.04,"A simple, clean-lined design, the Ideal Standard i.Life 350mm single taphole handwash basin blends practicality with style. Suitable for wall-mounted installation, this smart basin has a high gloss finish for an always clean appearance.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard iLife handrise basin 1tap hole left hand handrise 35cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/_a/D81423_A_wm.jpg,,,,,,,White/Gloss,iLIFE,,N,,,,,Ceramic,,E246201,Contemporary,N,Designed by Palomba Serafini Associati,Suitable for wall mounting,With single left-hand taphole,Ceramic construction,Gloss white finish,300,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,185,,,,,,,Wall,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,PE14545,ATLA 13PS/WHITE HIGH GLOSS 004049,Atlanta,35.4,"This Atlanta Original Fitted plinth measures 180 x 1300mm and is finished in simple, clean and neutral white gloss.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> ATLA 13PS/WHITE HIGH GLOSS 004049,,Plinth;Clear plastic sealing strip,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/45/E14545_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,PG15995,Domus acrylic duct sealant 310ml,Domus,9.61,"Non-hardening for ease of application, this Domus DASEAL acrylic duct sealant is suitable for the sealing of PVC ductwork and ancillary pipes.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus acrylic duct sealant 310ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/95/G15995_wm.jpg,,,,,,,,,,N,,,,,,,DASEAL,Sealant,N,310ml supply,Non-hardening formula,Acrylic-based,Suitable for use on ducting and ancillary pipework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,
1237,PP71207,Geberit Selnova 501.455.00.6 semi pedestal,Geberit,65.11,"A suitable addition to a wide variety of handwash basins, this Geberit Selnova 275 x 285mm semi-pedestal has a clean and simple design that will blend into most bathroom schemes.  Made of vitreous china, this high-quality pedestal is finished in crisp, clean white. Combine with Geberit Selnova Washbasins 450mm-650mm",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Geberit Selnova 501.455.00.6 semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71207_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71207_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71207_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,PB60000,Armitage Shanks Sandringham 2 tap hole basin 510mm White,Armitage Shanks,121.79,"Suitable for use at home or in public bathrooms, this Ideal Standard Sandringham 510mm washbasin with two corner-sited tap holes is made of tough vitreous china and has a vandal-resistant design for hardwearing long term use.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Armitage Shanks Sandringham 2 tap hole basin 510mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/00/NW-B60000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B60000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,PG76704,Domus EasiPipe 100 system elbow bend comes with spigot 100mm White,Domus,5.43,This white plastic Domus EasiPipe 100 fixed spigot plenum is designed to connect Domus air valves to a duct run. It can also be used when changing to an alternative Domus duct profile or changing the direction of a duct run.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 100 system elbow bend comes with spigot 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/04/G76704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,PC63041,Bristan Design Utility lever basin taps Chrome Plated,Bristan,101.52,"Simply tough, this pair of durable Bristan Design Utility basin taps is made of reliably strong brass with a smart chrome finish and includes long life ceramic disc valves. Classically designed to suit most interiors, these deck-mounted taps can be fitted into all plumbing systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Design Utility lever basin taps Chrome Plated,,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/41/NW-C63041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63041_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Designutility_Lever_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63041_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,PE02298,Dolphin Refillable soap dispenser stainless steel,Dolphin,137.41,"Made of hardwearing stainless steel, this Dolphin 251 x 108mm refillable liquid soap dispenser is WELL compliant.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Dolphin Refillable soap dispenser stainless steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/98/E02298_wm.jpg,,,,,,,Stainless Steel,Refillable,,N,,,,,Stainless Steel,,BC926S,Bathroom Acessories,N,Refillable Soap Dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,PE51417,Hib Element mirror 50mm,Hib,311.55,"With its uniquely multi-layered design, the HiB Element 50 illuminated bathroom mirror is mounted onto a clear glass base and bordered by a radiant LED colour temperature changing frame, creating an attractive, fun effect and providing you with the ideal lighting scheme to suit your mood. A heated pad makes the Element useable straight after a bath, keeping condensation at bay.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Hib Element mirror 50mm,,Illuminated mirror;Heated pad;Touch switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/17/NW-E51417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Element_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Element_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,PC21029,Ideal Standard Concept Sphere 1 tap hole sphere shaped countertop basin 380mm White,Ideal Standard,151.48,"Modern and practical, the Ideal Standard Concept Space Sphere 380mm countertop washbasin with single tap hole is made of tough vitreous china. Designed to maximise your bathroom space, this luxury basin sits on a countertop for a smart contemporary look.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Concept Sphere 1 tap hole sphere shaped countertop basin 380mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/29/NW-C21029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21029_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Concept_Sphere_38cm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,PD02379,Ideal Standard Sandringham 21 2 tap hole countertop basin without chain hole 500mm White,Ideal Standard,109.76,"Stylish and cost-effective, the Ideal Standard Sandringham 21 500mm countertop washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 2 tap hole countertop basin without chain hole 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/79/NW-D02379_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02379_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,PD77192,Bristan Hourglass bath filler tap Chrome Plated,Bristan,254.81,"With a curvy design and bright chrome finish, the Bristan Hourglass bath filler lends any bathroom a touch of glamour. Built in robust brass, this deck-mounted filler is suitable for use in all plumbing systems and offers smooth ceramic cartridge controlled operation.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Hourglass bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/92/NW-D77192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Hourglass_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77192_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77192_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,PD80801,Bristan Cobalt bath filler tap Black,Bristan,199.34,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Cobalt bath filler tap Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,,Black,Cobalt,10 Years,N,,,,,Brass,,COB BF BLK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,250,,,,,10 year warranty,,,,,,,,,2,,,,,,,,,,,,,,,,,110.9,0.3,60,104,Contemporary,Low,No,No,Yes,Fixed,Deck,Lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,PT26506,Essentials NEVADA floor standing washbasin unit with 600mm wide - White,Essentials,315.77,"A contemporary design with a simple white finish, the Essentials Nevada 600mm floorstanding washbasin unit with integrated ceramic basin is the ideal finishing touch for a sleek, modern bathroom. This elegant unit is fitted with two bar-handled doors concealing useful storage for all those bathroom must-haves. It is part of the complete Nevada range of wall and base units.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Essentials NEVADA floor standing washbasin unit with 600mm wide - White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/06/T26506_wm.jpg,,,,,,,White,,10 Years,N,,,,,MDF UnitCeramic Basin,,EFP300WH,Base Unit,N,Modern design,MDF unit construction,With ceramic basin,White colour,With 2x doors,370,,,,,Right and left-opening doors,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contemporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right And Left,,,,,,,,,,,,,,,,,,,
1248,PB98538,Saniflo SaniCom 2 waste water lifting pump,Saniflo,1598.77,"The automatic operation Saniflo SaniCom 2 WC unit macerator pump is ideal for heavy duty public or commercial environments, offering a large 34.5L tank and two highly powerful motors, employing one as a back-up for reliable waste removal. A powerful lifting station that can handle waste water from sinks, dishwashers, washing machines and more, the SaniCom 2 provides peace of mind for commercial services where breakdowns can prove costly.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Saniflo SaniCom 2 waste water lifting pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/49/549249_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sanicom_129_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98538_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,PG76751,Domus EasiPipe 100 straight connector White,Domus,4.43,The Domus EasiPipe 100 rigid duct straight connector is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances. It is the ideal choice for joining multiple duct lengths into longer runs or for connecting directly to an MVHR or MEV whole house appliance.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 100 straight connector White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/51/G76751_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,PD81428,Ideal Standard iLife coupled cistern 6/4ltr,Ideal Standard,106.18,"Push-button operated, the Ideal Standard i.Life close coupled cistern offers a variable 6/4L flush to suit your needs. Finished in a smart white gloss, this efficient ceramic toilet cistern is part of an elegant, space-saving range that will suit most bathroom designs.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard iLife coupled cistern 6/4ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/_a/D81428_A_wm.jpg,,,,,,,White/Gloss,iLIFE,Lifetime,N,,,,,Ceramic,,E247701,Close Coupled,N,Water efficient design,Push-button operated,4/6L dual flush,Ceramic construction,Gloss white finish,150,,,Yes,,Bottom inlet,Lifetime warranty,,,,,,,,,,,,,,,,,,Dual,Internal,N/A,bottom,Push Button,6 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,PD59004,Roca Bilbao 1700x70 0TH rectangular bath,Roca,223.39,"The Roca Bilbao 1700mm single ended bath offers a capacity of 170L. Manufactured in white acrylic, this bath is supplied without tapholes, making it suitable for installation with wall-mounted fillers.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca Bilbao 1700x70 0TH rectangular bath,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/04/D59004_wm.jpg,,,,,,,White,,25,N,,,,,Acrylic,Rectangle,Z247997511,,N,Rectangular shape,Acrylic construction,White colour,With encapsulated baseboard,Without tapholes,420,,,Yes,,25 year warranty,,,,,,,,,0,,,,,,,,,,,,,,,170 l,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,N/A,,,,,,,
1252,PC63024,Bristan Capri basin taps Chrome Plated,Bristan,107.19,"These Bristan Capri twist control basin taps are made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted tap pair incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Capri basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-2/_c/CAP 1-2 C_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Capri_Tap_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63024_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,PJ15666,"Grohe BauEdge 1/2"" 2 handle bath/shower mixer",Grohe,128.2,"Stylishly modern, the Grohe BauEdge dual lever bath/shower mixer features two solid metal handles and a bright, long lasting Grohe Starlight chrome finish. This hardwearing chrome coating is easy to keep clean and streak-free and is resistant to scratches, ensuring it looks gleamingly new for longer.","Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Grohe BauEdge 1/2"" 2 handle bath/shower mixer",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/66/J15666_wm.jpg,,,,,,,Chrome,BauEdge,5 Year,N,,,,,Brass,,25217001,Bath Shower Mixer,N,Deck mounted,Ceramic valves 3/4in 90deg,"Automatic diverter, lockable : bath/shower",Integrated non-return valve,GROHE Long-Life Shine durable sparkling sheen,150,,,,,minimum recommended pressure of 0.5 bar,,,,,,,,,2,,,,,,,,,,,,,,,,,"0.5 Bar 38 l/pm, 1.0 Bar 53 l/pm, 2.0 Bar 76. l/pm, 3.0 Bar 93 l/pm",0.5,60,118,Modern,Medium,No,No,Yes,Fixed,Deck,Lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,PC26208,Bristan Smile basin taps Chrome Plated,Bristan,94.33,"Simply styled with an easy to use looped handles, these Bristan Smile basin taps provide an effortless bathroom update. Made of tough brass with a chrome finish, this pair of deck-mounted taps is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Smile basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/08/NW-C26208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C26208_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C26208_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Smile_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
