,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish
24,PC43075,Deva Lever Action lever action bath taps Chrome Plated,Deva,27.4,"These Deva LEVER bath taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of deck-mounted taps include tactile lever handles for inclusive flow and temperature control.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva Lever Action lever action bath taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/75/NW-C43075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLT102_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PA05490,Nabis Galene lever basin pillar taps Chrome (Pack of 2),Nabis,39.73,"Nabis Galene pillar tap with 1/2 inch ceramic disc valve, suits the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Galene lever basin pillar taps Chrome (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/90/NW-A05490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD88204,Bristan Value basin taps with ceramic disc valve Chrome,Bristan,37.05,"A budget choice designed to suit most bathrooms, this Bristan Value basin tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 85mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Value basin taps with ceramic disc valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/04/NW-D88204_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88204_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88204_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88204_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PC44300,Bristan Java basin tap Chrome Plated (Pair),Bristan,116.69,"Elegant yet practical, this pair of Bristan Java basin taps has looped handles for easy, tactile operation by the whole family. Designed for deck mounting, these modern taps are made of durable brass and have a glossy chrome finish. Java taps can be installed in any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Java basin tap Chrome Plated (Pair),,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/00/NW-C44300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44300_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Java_Basin_Bath_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PA05029,Nabis Swish basin pillar taps Chrome (Pair),Nabis,49.43,"Nabis Swish basin tap with 1/2 inch ceramic disc valve, suit the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Swish basin pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/29/NW-A05029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SwishTapRange_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PC66669,Pegler Jeroni horizontal spout 2 handle tap Antique Brass,Pegler,108.02,"A modern design finished in antique brass to suit traditional kitchen schemes, the Pegler Jeroni tap has a horizontal swivel spout for ease of use over a double sink and twin handles for complete temperature control. Fitted with an aerator and flow straightener, the Jeroni offers convenient splash-free water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Pegler Jeroni horizontal spout 2 handle tap Antique Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/69/C66669_wm.jpg,,,,,,Brass,0.7 Lp/Pm @ 0.1 Bar; 10.9 L/Pm @ 0.5 Bar; 17 L/Pm @ 1 Bar; 29.2 L/Pm @ 3 Bar,0.1,60,230,Jeroni,Modern,10 Years,N,265,Low,No,Yes,No,Swivel,Fast Fix,Lever,Brass,1,922104,Kitchen Tap,N,Brass construction,Antique brass finish,With built-in aerator,With flow straightener for reliable delivery,Low pressure suitable,Single flow operation,With swivel spout for directional use,Fast Fix installation,10 year warranty,,
30,PD77380,"Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated",Bristan,115.72,"Finished in bright, glossy chrome, these Bristan 1901 bath taps are made of durable brass. Suitable for all plumbing systems, this pair of deck-mounted, Edwardian-inspired taps is an ideal choice for bathrooms in period homes.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/80/NW-D77380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_1901_Bathtap_CD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77380_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_548890_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PA05429,Nabis Regal hot and cold bath taps,Nabis,60.48,"Classically designed, these Nabis Regal bath taps are ideal for traditional bathrooms. Built in robust brass with zinc handles, this pair of deck-mounted taps is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Regal hot and cold bath taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/29/NW-A05429_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05429_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9_/ds/Nabis_A05429_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Regal_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PA05410,Nabis Circo hot and cold basin taps,Nabis,66.52,"Simply designed to effortlessly complement a modern bathroom, these Nabis Circo basin taps are made of robust brass with zinc handles and smart chrome finish. This pair of taps is suitable for pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Circo hot and cold basin taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/10/NW-A05410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05410_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PC69078,"Bristan Orta basin taps 1/2"" Chrome Plated",Bristan,47.25,"Uniquely designed for a modern bathroom, Bristan Orta basin taps offer a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this pair of contemporary deck-mounted taps is constructed in long lasting brass.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Orta basin taps 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/78/NW-C69078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mb/ly/Bristan_OR_1-2_C_Assembly.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_OR_1-2_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PA05411,Nabis Circo hot and cold bath taps,Nabis,76.09,"Made of tough brass, this pair of Nabis Circo bath pillar taps has zinc handles and a metallic chrome finish. Suitable for use in pressure systems, these quarter-turn taps have a modern design to complement contemporary bathrooms.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Circo hot and cold bath taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/11/NW-A05411_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/1_/ds/Nabis_A05411_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05411_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD77194,Bristan Blitz basin pillar taps Chrome Plated,Bristan,89.74,"Made of tough brass, this pair of Bristan Blitz basin taps has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, these attractive deck-mounted taps have ceramic discs for ease of use and longevity.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Blitz basin pillar taps Chrome Plated,,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-D77194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Blitz_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77194_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PC44910,PRISM BASIN TAPS                      CP,Bristan,133.31,Sleek and contemporary design with fingertip touch practicality that's effortless to use and easy to clean.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> PRISM BASIN TAPS                      CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/10/NW-C44910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Prism_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Prism_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44910_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PJ92313,Ideal Standard Contour 21+ basin pillar taps Chrome,Ideal Standard,103.21,"Made for the non-residential sector, these Ideal Standard Contour 21+ pillar taps offer water efficiency and safe temperature limiting. With an eye-catching modern design, this pair of deck-mounted chrome taps incorporates nickel-free waterways, an antibacterial self-draining spout and anti-vandal functionality for use in public bathrooms.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Ideal Standard Contour 21+ basin pillar taps Chrome,,2x basin pillar taps;Inlet tail flow limiters,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/13/NW-J92313_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_BC123AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21TapShower_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PB02418,Ideal Standard Sandringham 21 lever basin taps Chrome Plated,Ideal Standard,39.5,"Offering ceramic disc operation and a smart, simple design, the Ideal Standard Sandringham 21 washbasin pillar tap is an easy choice for use in any bathroom. Designed for deck mounting, this chrome-plated tap is user-friendly and practical.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Ideal Standard Sandringham 21 lever basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/18/NW-B02418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Sandringham21_B9865-75-81_SpareGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham21_B9881AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Sandringham21_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PC34290,Ideal Standard Ceraplan BD246AA single lever basin mixer,Ideal Standard,104.46,"Slimline and simply designed, the Ideal Standard Ceraplan basin mixer, operated with a single lever, is an elegant choice to suit any bathroom. Deck-mounted, this chrome basin tap is installed using the Easyfix system for simpler fitting while a Firmaflow ceramic cartridge ensures long-lasting ease of operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Ideal Standard Ceraplan BD246AA single lever basin mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/90/C34290_wm.jpg,,,,,,Chrome,5 Litres Per Minute @ 3 Bar,0.2,10 Bar,104,Ceraplan,Contemporary,5 Years,N,150,Low,No,Yes,Yes,Fixed,Deck Mounted,Lever,Chrome Plated Brass,1,BD246AA,Basin Mixer,N,Firmaflow ceramic cartridge,Easyfix fixation system,Easier grip through +15mm height,Subtle neck improving cleaning,Increased comfort +10mm,Reduced neck,-10% slimmer,,,,Chrome
40,PC00001,"Pegler Performa Cross Top cross head cold basin tap 1/2""",Pegler,32.01,"An elegant choice for period or modern bathrooms, this pair of deck-mounted Pegler Yorkshire Performa basin taps have stylish cross heads that don't just look great but make turning easy too. Durably built with a shiny chrome finish, these taps are supplied with metal back nuts and anti-rotation washers for reliable fitting.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Pegler Performa Cross Top cross head cold basin tap 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/02/NW-C00001_C00002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wr/as/PY_2159_Taps_WRAS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_301007_301017_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PC44215,Bristan Regency basin taps Chrome Plated (Pair),Bristan,86.11,"Made of durable brass with a smart chrome finish, this pair of Bristan Regency basin taps are controlled using smart cross heads. An elegant addition to a period-inspired bathroom, these deck-mounted taps can be used in all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Regency basin taps Chrome Plated (Pair),,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-C44215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44215_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Regency_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PC43092,Deva Milan basin taps Chrome Plated,Deva,29.94,"These Deva Milan basin taps are made of brass with a chrome finish. Compatible with all plumbing systems, this smart pair of taps is designed to suit any bathroom décor.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva Milan basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/92/NW-C43092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_MILAN101_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PC63024,Bristan Capri basin taps Chrome Plated,Bristan,107.19,"These Bristan Capri twist control basin taps are made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted tap pair incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Capri basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-2/_c/CAP 1-2 C_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Capri_Tap_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63024_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PC26208,Bristan Smile basin taps Chrome Plated,Bristan,94.33,"Simply styled with an easy to use looped handles, these Bristan Smile basin taps provide an effortless bathroom update. Made of tough brass with a chrome finish, this pair of deck-mounted taps is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Smile basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/08/NW-C26208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C26208_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C26208_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Smile_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
