,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
328,PD59265,Saniflo SaniFloor+2 vinyl floor pump,Saniflo,607.57,"Designed for use where space underneath a shower is limited, the Saniflo SaniFloor+2 macerator pump is ideal for drainage in a wet room. This two-part kit incorporates a powerful shower waste pump and allows for a choice of four waste designs. Entirely wireless, it is easy to install with the option to situate the pump up to 3M away from the waste it serves. With an inbuilt detection system, the pump is activated by the presence of water in the drain. When this occurs, the water is simply sucked from the gully and pumped away.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo SaniFloor+2 vinyl floor pump,,SaniFloor + macerator pump and waste;Non-return valve;Floor fixings provided,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/65/NW-D59265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saniflo_SaniFloor+_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_SaniFloor+1_+2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PB89988,Wirquin Tango soft close toilet seat and cover White,Wirquin,25.78,"Easy to install and clean, this Wirquin Tango white oval toilet seat and cover is pre-fitted with a top fix, quick release plastic hinge with soft close function.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Wirquin Tango soft close toilet seat and cover White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/88/NW-B89988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wirquin_Tango_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B89988_Technical.pdf,,,,,,,,,,,,,,,,,,,,
330,PD00640,Roca Nexo close coupled cistern white,Roca,194.75,"The contemporary Roca Nexo close coupled toilet cistern has been designed by Antonio Bullo to blend with the well-proportioned Nexo bathroom range. Built in tough ceramic, this smart cistern offers a 6/3L push button-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Nexo close coupled cistern white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/40/NW-D00640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_A341643_45-F_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A341643000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PB90130,Thomas Dudley Triwell cistern 6/7/9ltr White,Thomas Dudley,132.07,"The well bottom design Thomas Dudley Triwell toilet cistern is designed to be highly robust with a screwed-down lid and tough single flush lever, making it ideal for those settings where there is a risk of vandalism or misuse.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Triwell cistern 6/7/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-B90130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_HDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PD58885,Roca Debba close coupled fully back to wall cistern,Roca,145.51,"Modern and sleek, the moulded Roca Debba back-to-wall close coupled cistern is a great partner to sanitaryware in the wider Debba range. Provided with a top inlet, this smart white vitreous china loo provides users with a water-saving 3/4.5L button-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Debba close coupled fully back to wall cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/85/NW-D58885_wm.jpg,,,,White,Debba,25 Years,N,,,,,Vitreous China,,A34199D00F,Cistern,N,3/4.5L dual flush,Push button,White vitreous china,,,160,,,No,,,,,,Dual Flush,N/A,No,top,Button,4.5 l,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PJ23523,Ideal Standard Contour 21 Splash cistern lever White,Ideal Standard,183.97,"Designed especially for use in schools, the Ideal Standard Contour 21 Splash close coupled cistern with lever flush combines safety, clean hygiene and economic water saving.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Contour 21 Splash cistern lever White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/23/NW-J23523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_S3260_S3261_S3270_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour21SplshS326001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PD00673,Roca Polo zoom toilet seat White,Roca,40.58,"Designed for comfort, the modern Roca Polo D-shaped white toilet seat is a high quality choice for any bathroom. Made of white acrylic, this easy to fit loo seat is supplied with all fittings, including stainless steel bottom fixing hinges, for ease of installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Polo zoom toilet seat White,,Toilet seat;All fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/73/NW-D00673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D44952_D00673_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT26309,LILY CLOSE COUPLED WC SET (NO SEAT),Essentials,183.77,"An all-in-one solution for hassle-free fitting, the Essentials Lily toilet pack includes a close-coupled pan and cistern, all you need to add is the seat of your choice. An elegant design that will suit most bathrooms, the Lily toilet is manufactured in robust china and has a simple white gloss finish.",Bathrooms and Kitchens/Toilets/Toilets.csv -> LILY CLOSE COUPLED WC SET (NO SEAT),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/09/T26309_wm.jpg,,,,White,Lily,25 Years,N,Yes,,,,Vitreous China,D Shaped Seat,EC1003,Toilet Pack,N,Includes pan and cistern,For close-coupled installation,Vitreous china construction,White colour,D-shaped design,62.5,,Close Coupled,N/A,Yes,25 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PD00751,Roca Nexo compact close coupled toilet pan White,Roca,213.35,"The contemporary Roca Nexo back to wall, close coupled round toilet pan with dual outlet is well-proportioned with a modern design suited to most bathroom styles.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Nexo compact close coupled toilet pan White,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/51/NW-D00751_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A342642000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PB98081,"Thomas Dudley Miniflo dual flush concealed cistern with side inlet, flushbend, no button",Thomas Dudley,95.97,"The Thomas Dudley Miniflo concealed side inlet toilet cistern has a compact design and offers 6/4, 5/3 or 4/2.6L convertible button-operated flushing with the option to convert to sensor operation. Fully factory assembled and with push-fit flush bend and flexible flush siting up to 750mm away, this cistern is fast and stress-free to fit.","Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Miniflo dual flush concealed cistern with side inlet, flushbend, no button",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/81/B98081_wm.jpg,,,,White,Miniflo,3 Years,N,,,,,Polystyrene,,PMFWHS322950,Cistern,N,"Supplied factory assembled for quick, easy installation",WRAS approved Dudley Niagara flushing valve,WRAS approved Dudley Hydroflo quiet inlet valve,Push-fit flush bend,"Air tubes enable button, plate or sensor to be installed up to 750mm away from cistern",131,,,Yes,,Compact dimensions fit neatly into 150mm ducts,Top access,One piece cistern fixing brackets,Cistern body in high density polystyrene with durable white finish,Dual Flush,Internal,No,Side,Button,,,,,,,,,Internal overflow warning,Internal parts comply with the Regulator's Specification,"6/4L, 5/3L or 4/2.6L convertible flushing",,,,,,,,,,,,,,,,,
338,PT75844,VENICE WATERLESS URINAL +FIXING BRACKETS,RAK Ceramics,129.15,"Offering a convenient waterless flush, the wall-hung RAK Ceramics Venice urinal bowl is supplied without lid and complete with fixing brackets for hassle-free installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> VENICE WATERLESS URINAL +FIXING BRACKETS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/44/T75844_wm.jpg,,,,White,,25 Years,N,,,,,Vitreous China,,VENURI,,N,For commercial use,Ceramic construction,White finish,Wall-mounted installation,Waterless flush,390,,,,,Requires a waterless waste,Supplied with fixing brackets for installation,25 year warranty,,Waterless,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,Waterless,Wall Hung,Commerical
339,PT02632,Ideal Standard Tesi wall hung WC bowl with aquablade technology,Ideal Standard,262.92,"The geometric lines of the Ideal Standard Tesi wall hung toilet pan with horizontal outlet and hidden fixtures make it an ideal addition to a contemporary bathroom design. Part of an extensive range of bathroom furnishings, the Tesi toilet incorporates Ideal Standard's Aquablade flushing technology for improved hygiene, performance and water saving.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tesi wall hung WC bowl with aquablade technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/32/NW-T02632_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T354501_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PD02008,Ideal Standard Jasper Morrison soft close toilet seat and cover White,Ideal Standard,124.02,"Offering a gentle soft close action, the simple Ideal Standard Jasper Morrison oval toilet seat and cover is ideal for installation in a modern luxury bathroom. Made of white plastic, this loo seat has practical quick-release top fixing hinges for fast, thorough cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Jasper Morrison soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/08/NW-D02008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E6220_E6224_E6214_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PB47404,Twyford Alcona Flushwise wall hung toilet pan White,Twyford,99.88,"Suitable for a wide range of locations, from schools to hotels to homes, the Twyford Alcona Flushwise wall hung toilet pan with horizontal outlet has an eco-friendly water saving 4/2.6L dual flush and the option to add a soft close seat for quieter use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Alcona Flushwise wall hung toilet pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/04/NW-B47404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Alcona_Wall_Hung_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Alcona_Wall_Hung_WC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ConcledCisternMatrixBrochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,
342,PT26310,Essentials Lily  Lily Toilet Seat and Cover,Essentials,61.46,"Offering quick-release for ease of cleaning, the Essentials Lily toilet seat and cover is the perfect match for the Lily WC. A soft-close mechanism ensures the seat and cover both shut quietly at the touch of a finger.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Essentials Lily  Lily Toilet Seat and Cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/10/T26310_wm.jpg,,,,White,Lily,1 year,N,Yes,Quick Release,125-215,Metal,Plastic,D-Shape,EC1004,Toilet Seat,N,Durable and hygienic design,D-shaped,Quick release metal hinges,With cover,Plastic construction,,,,,,White finish,Soft-close action,1 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PC21945,Ideal Standard Concept toilet seat and cover White,Ideal Standard,80.89,"Made of a high gloss white plastic, the bottom fixing Ideal Standard Concept round toilet seat and cover is the ideal finishing touch for bathrooms furnished with the Ideal Standard Concept sanitaryware range.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/45/NW-C21945_wm.jpg,,,,White/Gloss,Concept,5 Years,N,No,Bottom fixing,80 - 180,N/A,Plastic,Round,E798201,Standard Close,N,Standard close,White gloss plastic,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.00000,,,
344,PD00644,Roca Nexo back to wall toilet White,Roca,254.02,The contemporary Roca Nexo back to wall round toilet pan with dual outlet is well-proportioned with a modern design suited to most bathroom styles.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Nexo back to wall toilet White,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/44/NW-D00644_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A347615000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PJ78905,Ideal Standard Edit Assist back to wall raised height WC pan,Ideal Standard,330.1,"Stylish and practical all at once, the Ideal Standard Edit Assist wall-mounted toilet pan has a raised height bowl for accessible use. Made of robust white vitreous china, this back-to-wall toilet is suitable for installation in ambulant bathroom facilities.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Edit Assist back to wall raised height WC pan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/05/J78905_wm.jpg,,,,White,Edit Assist,1 year,N,,,,,Vitreous China,Curved,S082501,,N,Raised height,water efficient,,,,,,Wall mounted,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PE48611,Carrara and Matta Atlantic Spa plastic toilet seat hinges White,Carrara and Matta,24.5,"Suitable for use in high traffic areas, this Carrara and Matta Atlantic Spa oval toilet seat is designed with pre-installed adjustable hinges to fit a wide range of toilets. Virtually unbreakable, this seat has been made using tough Tecnoplast thermoplastic material.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Carrara and Matta Atlantic Spa plastic toilet seat hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/11/NW-E48611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carra_and_Matta_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PD04899,"Ideal Standard Prosys 120mm depth toilet cistern, pneumatic, top actuation CL2",Ideal Standard,127.65,"Offering a simple top-mounted pneumatic flush, the Ideal Standard Prosys 120mm toilet cistern is part of a comprehensive range of toilet fittings to suit every bathroom. Easy to maintain, this cistern has a delay-fill valve for better efficiency and offers complete compatibility with a range of flush plates.","Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Prosys 120mm depth toilet cistern, pneumatic, top actuation CL2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/99/D04899_wm.jpg,,,,Neutral,,5 Years,N,,,,,Plastic,,R031867,in wall,N,Pneumatic actuation,6L flush,120mm depth,Offers ease of maintenance,Compatible with wide range of contemporary flush plate options,125,,,Yes,,Water-saving delay fill smart valve,Easy adjustment to low water volume,Bottom inlet,Plastic construction,Dual,Internal,N/A,bottom,Pneumatic,6 l,,,,,,,,5 year warranty,,,,,,,,,,,,,,,,,,,
348,PD13887,Roca Havana eco close coupled cistern 4.5/3,Roca,56.13,The Roca Havana white eco close coupled cistern offers a 4.5/3L dual flush to minimise water waste.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Havana eco close coupled cistern 4.5/3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/87/NW-D13887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Primary_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PD21793,Ideal Standard i.life B Back to wall WC bowl with horizontal outlet and rimls+technology,Ideal Standard,214.65,"A sleek, modern design, the Ideal Standard i.Life S back-to-wall toilet bowl with horizontal outlet offers a space-saving design ideal for bathrooms with limited room to manoeuvre. Offering a touch of luxury, this WC includes a slow-close seat and RimLS+ technology for better efficiency in use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard i.life B Back to wall WC bowl with horizontal outlet and rimls+technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/93/D21793_wm.jpg,,,,White/Gloss,,Lifetime,N,,,,,Ceramic,Oval,E260801,,N,Designed by Palomba Serafini Associati,"Slow-close, quick-release seat option",RimLS+ flush technology for water efficiency,Back-to-wall installation,Ceramic construction,,,Back to Wall,Yes,,Gloss white finish,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PJ01675,Twyford Avalon Sola AV7886WH seat ring top fix White,Twyford,119.19,"Offering robust use, the Twyford Avalon Sola toilet seat is fitted with stability buffers and a stainless steel bar hinge. This toilet seat has a classic round shape and is finished in white.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Avalon Sola AV7886WH seat ring top fix White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/wh/AV7886WH_wm.jpg,,,,White,Avalon/Sola,2 years,N,No,Top Fixing,155,Stainless Steel,Plastic,Round,AV7886WH,,N,Plastic construction,RAL 9003 white colour,Top fix stainless steel bar hinge,With stability buffers,Round shape,,,,,,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT86965,"Roca Soft-close compact SUPRALIT® toilet seat and cover, white",Roca,64.08,"This Roca Ona toilet seat and cover is manufactured in robust Supralit with a classic white finish. It has a soft-close mechanism for gentle, slam-free closure with just a gentle tap.","Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Soft-close compact SUPRALIT® toilet seat and cover, white",,The Product and Fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/65/T86965_wm.jpg,,,,White,,2,N,,,,,Supralit,Round,A801E22001,,N,Supralit construction,White colour,Soft-close operation,With fixings,2 year warranty,,,Soft Close,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PD03467,Roca The Gap round soft-closing seat and cover for compact toilet White,Roca,73.63,"Made of a bright white supralit, this Roca The Gap toilet seat and cover is designed for use on a space-saving compact loo. A modern round design, this toilet seat has top fixing stainless steel soft-close hinges that release quickly for effortless cleaning and complete hygiene.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap round soft-closing seat and cover for compact toilet White,,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/67/NW-D03467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_The_Gap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A801D12001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PP70265,Geberit Selnova Square soft close seat and cover with quick release top fix hinge,Geberit,122.39,"Finished in white, the Geberit Selnova Square soft close toilet seat is the ideal finishing touch for the striking Selnova Square WC. The clean lines of this loo seat make it the perfect choice for modern decorative schemes.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Geberit Selnova Square soft close seat and cover with quick release top fix hinge,,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/66/NW-P70264_P70266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_500334011_336_338_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
