,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
153,PQ97482,Hansgrohe Crometta shower set with Vario EcoSmart head and Unica rail 9ltr/min 660mm,Hansgrohe,80.2,"Saving water and energy, the Hansgrohe Crometta touch control shower set with 100mm Vario EcoSmart head helps families to enjoy more eco-friendly showering without compromising on luxurious comfort. Supplied with the 660mm Unica rail along with a hose and slider for ease of installation, this robustly built 9LPM chrome shower is fitted with EcoSmart technology, meaning it needs around 60% less water than other showers, allowing you to enjoy guilt-free showering under two generous spray patterns.",Showering/Showers/Showers.csv -> Hansgrohe Crometta shower set with Vario EcoSmart head and Unica rail 9ltr/min 660mm,,"h;shower, shower bar, shower hose, slider",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/82/Q97482_wm.jpg,,,,,,Chrome,,6,1,5 Years,N,,,1,2,26534400,Hand shower with slide rail,N,"Consists of: hand shower, shower bar, shower hose, slider",Shower head size: 100 mm,"Spray pattern: Rain, IntenseRain",Spray type adjustment by turning,Hand shower holder inclination angle can be adjusted by 45°,Maximum flow rate 9 l/min at 3 bar,Pivot connector prevent hose from tangling,Wall supports: plastic,Stand pipe: 669 mm,Shower bar diameter: 22 mm,Profile shower bar: round,Drilling distance 625 mm,Crometta,,,,,,100,,,,,,,,,,,,,,,,,,,,Noise class: I,,,,N/A,Adjustable,Touch controlled,n/a,Handset,,,
154,PD67572,Ideal Standard Ceratherm shower mixer exposed and wall bracket,Ideal Standard,248.41,"A handy all-in-one kit ideal for a family bathroom, the Ideal Standard Ceratherm T25 exposed dual shower mixer comes complete with the luxuriant IdealRain overhead shower and a practical three-function handspray for targeted use. Supplied with a wall bracket for ease of installation, this high performance chrome finish shower is designed with a range of features that improve safety and comfort, including Cool Body technology, which surrounds the hot water flow with cold, reducing the risk of accidental scalding when the shower body is touched.",Showering/Showers/Showers.csv -> Ideal Standard Ceratherm shower mixer exposed and wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/72/D67572_wm.jpg,,,,,,Chrome,Max 12L @ 300kPa,10,0.5,5 Year,N,492.5,Brass,2,3,A7209AA,Exposed,N,Brass construction,Chrome finish,Cool body for safe use,With temperature safety button,With FirmaFlow ceramic cartridge,Integrated ceramic diverter,Showerhead and handheld spray included,Includes hose retaining ring,5 year warranty,,,,Ceratherm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PD93059,MIRA GALENA 9.8KW SLATE EFFECT,Mira,496.31,"The 9.8kW Mira Galena thermostatic electric shower has a stylish, contemporary slate effect design ideal for sleek modern bathrooms and provides easy to use controls including a simple on/off push button and choice of three flow settings. Thermostatic technology coupled with Mira Sensi-flo™ makes showering safer while Mira Clearscale™ technology reduces the build-up of limescale by up to 50% for easy cleaning and a longer high performance life.",Showering/Showers/Showers.csv -> MIRA GALENA 9.8KW SLATE EFFECT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/59/NW-D93059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Galena_9-8kW_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Galena_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Galena_Electric_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_L14D_Shower_Fittings_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_Galena_BMA_Label.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Galena_Drawing.pdf,,,,,,,,,,,,
156,PD90830,MIRA EVOCO SINGLE OUTLET,Mira,167.23,"Create a refined, modern style with the Evoco single outlet. Designed for easy installation and long-lasting quality with WRAS and TMV2 approval.",Showering/Showers/Showers.csv -> MIRA EVOCO SINGLE OUTLET,,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/30/D90830_wm.jpg,,,,,,Chrome,9.75 l/min at 0.5 bar,5.0,0.1,5 Years,N,N/A,Metal,Single,2,1.1967.051,Mixer,N,Available in chrome and copper or matte black,Flow rate of 9.75LPM at 0.5 bar,Metal construction,With 2x spray patterns,5 year warranty,,,,,,,,Evoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PC45596,Bristan Artisan thermostatic bath/shower mixer tap Chrome,Bristan,432.71,"Incorporating thermostatic technology, the contemporary Bristan Artisan lever bath shower mixer is a reassuringly safe choice for family homes, offering a contemporary design well-suited to the clean lines of modern bathroom interiors.",Showering/Showers/Showers.csv -> Bristan Artisan thermostatic bath/shower mixer tap Chrome,,Mixer body;2x pillar legs;2x washers;2x back nuts;2x base washers;2x filter washers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/96/NW-C45596_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Artisan_AR2_THLBSM_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Artisan_AR2_THLBSM_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/BristanArtisanLeverBathMixer_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PD52968,Mira Mode dual outlet HP/combi shower - ceiling fed,Mira,643.74,"Helping you to fully customise your showering experience, the Mira Mode dual outlet HP/combi ceiling-fed digital shower is app-connected, allowing you to personalise and save favourite showering settings while also monitoring your water use, helping households to be more eco-friendly. In addition to the sleek, chrome-finished shower unit, the Mira Mode is supplied complete with a large, luxury 250mm deluge head plus the Mira Switch handset with its four easy-switch spray settings.",Showering/Showers/Showers.csv -> Mira Mode dual outlet HP/combi shower - ceiling fed,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/69/D52968_D52969_wm.jpg,,,,,,Chrome,,10,1 Bar,5 Years,N,,,2,4,1.1980.007,Digital Shower,N,App-compatible for shower customisation,App tracks water usage,"Easy to use, stylish controls",Chrome finish,With large 250mm showerhead,Mira switch handheld shower with 4x spray patterns,Easy plug-and-play installation,LED backlit display for ease of use,5 year warranty,,,,Mode,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,Yes,Over head,"Manual, Conneted with a wire",LED Back Lit,"side, through mixing box",,,
159,PD90604,Mira Jump Dual outlet electric shower 9.5kW,Mira,268.23,"With two handy heads, the chrome and white 9.5kW Mira Jump Dual electrical shower provides you with the convenience of dual outlet showering in any bathroom. With convenient multiple cable and water entry points and flexible fittings, this shower is easy to install and replaces an old unit with ease. A-rated for efficiency, the Jump Dual includes an eco setting for power and water savings while Mira Clearscale™ technology reduces limescale by up to 50% for a longer, cleaner lifetime.",Showering/Showers/Showers.csv -> Mira Jump Dual outlet electric shower 9.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/04/D90604_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PD00464,Triton T80Z fast fit shower 7.5kw White/Chrome Plated,Triton,160.73,"Attractively designed for a modern, stylish look, the chrome and white 7.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Showers.csv -> Triton T80Z fast fit shower 7.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/64/D00464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PC42674,Bristan 1901 exposed concentric top valve Chrome,Bristan,457.3,"The Bristan 1901 thermostatic exposed dual control shower incudes adjustable inlets for easy retrofitting to existing pipework. The 1901 includes an anti-limescale, easy-clean handset.",Showering/Showers/Showers.csv -> Bristan 1901 exposed concentric top valve Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/74/NW-C42674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_1901_N2_CSHXTVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_1901_N2_CSHXTVO_C-G_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PD80340,TRITON MATT BLK SHOWER MIXER & CHR KIT,Triton,295.72,"A contemporary design in sleek matte black, this Triton mixer shower kit includes a luxuriant overhead rainfall shower and a convenient handheld spray with easy switching between the two using a simple push button. With thermostatic temperature control, this shower ensures safe use for the whole family while a safety glass shelf provides handy storage for shower gel and shampoo.",Showering/Showers/Showers.csv -> TRITON MATT BLK SHOWER MIXER & CHR KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/40/D80340_wm.jpg,,,,,,Black/Matt,8 l/min,10,0.5bar @ 8l/min minimum operation pressure,5 Years,N,340,Double interlocked stainless steel,2,,PBDIVBLK,push button mixer shower,N,Matte black finish,With single spray pattern handset,With rainfall overhead shower,Push button diverts flow between handset and overhead fixed shower,With gloss black safety glass shelf,Thermostatic temperature control for safety and comfort,Suitable for high pressure water systems only,NSF Reg 4 approved for water supply regulations compliance,5 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
163,PD60994,Mira Excel thermostatic exposed variable (valve),Mira,441.08,"Promising high power, even at low pressure, the Mira Excel exposed valve mixer shower exposed valve boasts Mira Magni-flo™ technology to deliver up to 3x more flow. Reliable and safe, the Excel offers separate flow and temperature controls for easy setting as well as thermostatic temperature control and maximum temperature stop for safer use for the entire family.",Showering/Showers/Showers.csv -> Mira Excel thermostatic exposed variable (valve),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/94/NW-D60994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Excel_Exposed_Valve_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PD35295,Mira Sport manual dual outlet electric shower 9.8kW,Mira,275.0,"Easy to install, the Mira Sport manual dual outlet 9.8kW electric shower offers retrofit options to minimise the hassle of a bathroom refit. Attractively styled in white and chrome, this shower is supplied complete with a luxury overhead soaking shower and a targeted handheld head, providing you with a range of showering options to suit your mood.",Showering/Showers/Showers.csv -> Mira Sport manual dual outlet electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/37/D90837_wm.jpg,,,,,,Chrome / White,N/A (conditions apply),10.0,0.7,2 years,N,90,,,5,D35295 PK,,N,Includes 120mm handheld spray,Includes large 250mm overhead showerhead,With 5x spray patterns total,White and chrome finish,2 year warranty,,,,,,,,Sport,0.7 Bar Minimum dynamic,XS,A,15 dB,Manual,250,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,
165,PD03603,MIRA ASSIST BSM,Mira,208.45,"Helping to make showering and bathing safe for users of any age, the Mira Assist bath/shower mixer is ideal for installation in a family bathroom. In addition to its easy-grip assistive controls, this thermostatic mixer has inbuilt CoolShield technology, keeping the valve cool to the touch during use for comfort and a reduced risk of injury. The Assist also incorporates a Magni-flo device for reliable flow, even when hot or cold supplies are interrupted.",Showering/Showers/Showers.csv -> MIRA ASSIST BSM,,Bath shower mixer;Flow regulator;1x Pair of handles;Component pack;2x sealing washers;2x concealed plates,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/03/NW-D03603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_BSM_Thermosttc_Bar_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D03603_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D03603_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PD80353,Triton T90 T90SR T90SR Pumped 8.5kW,Triton,556.09,"Quiet Mark approved, the Triton T90SR 8.5kW pumped electric shower provides a peaceful showering experience in any bathroom without compromising on its powerful water delivery. This efficient and convenient shower is supplied complete with a five spray, easy-clean showerhead as well as an anti-twist hose.",Showering/Showers/Showers.csv -> Triton T90 T90SR T90SR Pumped 8.5kW,,T90SR Pumped Unit;1.25m anti-twist hose with 5 spray pattern rub clean shower head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/53/D80353_wm.jpg,,,,,,White,4.35 l/per min,1,0.0078,2 years,N,Product Depth - 95,,,5,E90SR817,,N,Quiet integrated pump technology for quiet operation,Ideal for stud walls susceptible to vibration and noise transmission,Integrated pump boosts water pressure of low pressure gravity fed supplies,Easy prime pump,5x spray pattern head included,Showerhead has rub-clean nozzles,With 1.25M anti-twist hose,"Efficient A energy rating, rub-clean shower head",Quiet Mark approved,2 year warranty,,,T90,See Min and Max,N/A,A,Silent Running - Quiet Mark,Thermostatic Shower,110,266,322,95,1250,"Left hand side - Top, Bottom, Back",39,Left - Back / Bottom / Top,,,,,,,,,,,,,,,,,,,,,,,,
167,PD51311,Aqualisa Colt exposed variable shower with head 90mm,Aqualisa,330.26,"Designed with family bathrooms in mind, the high quality Aqualisa Colt exposed mixer shower offers precision temperature control for efficient, comfortable showering. Supplied with a generously sized 90mm adjustable showerhead, the chrome-plated Colt includes handy features designed for ease of use, including an anti-twist shower hose and rub-clean shower nozzles.",Showering/Showers/Showers.csv -> Aqualisa Colt exposed variable shower with head 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/11/NW-D51311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_COLT001EA_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_COLT001_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,P414662,Mira Vigour manual power shower pack,Mira,145.0,"Fitted with a pump, the Mira Vigour thermostatic power shower ensures great showering pressure, even in low water pressure systems. Delivering separate flow and temperature control alongside a luxury four pattern showerhead, this shower unit provides users with everything they need for comfortable, safe showering. Thanks to rub-clean showerhead nozzles and a neat white and chrome finish, the Vigour is easy to clean and maintain.",Showering/Showers/Showers.csv -> Mira Vigour manual power shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/D62128_wm.jpg,,,,,,White / Chrome,12 L/min,0.5,0.01,1 year,N,155,Metal / Plastic,,4,414662 PK,Manual,N,Separate flow and temperature controls,With 4x spray pattern showerhead,Rub-clean nozzles for easy cleaning,For homes with low pressure water system and good hot water supply,Phased shutdown,Factory set to safe maximum temperature,"With 15mm push-fit inlet and 1/2"" BSP male outlet",Left back water and cable entry points,1 year warranty,,,,Vigour,,,,,,90,310,210,130,1250,,,Left - Back / Bottom / Top,2555 to 65,,,Low,,,,,,,,,,,,,,,,,Left TopLeft BottomLeft Back,230 - 240,,
169,PA76221,Aqualisa Quartz Classic Smart divert gravity pumped shower with adjustable wall mounted head,Aqualisa,946.57,"The Aqualisa Quartz Classic gravity pumped smart shower with adjustable head and wall drencher brings your bathroom into the 21st century. Wi-Fi connected, the Quartz is fully controllable via app or voice control, letting you start your bath from anywhere in the home. Family-friendly features include precise thermostatic control and an eco mode for impressive water savings and without compromising on reliably high performance.",Showering/Showers/Showers.csv -> Aqualisa Quartz Classic Smart divert gravity pumped shower with adjustable wall mounted head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/21/NW-A76221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZD_A2_BV_DVFW_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Classic_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PA76202,QUARTZ BLUE SMART CONCEALED ADJ - HP,Aqualisa,499.23,"Minimalist in style, the Aqualisa Quartz Blue concealed high pressure smart shower with adjustable head is a thoroughly modern addition to a bathroom, providing individualised programme features and Wi-Fi connectivity for app or voice controlled shower activation. Features including ultra-precise thermostatic control and an adjustable maximum temperature, plus a water saving eco mode ensure that the family-friendly Quartz Blue offers much more than just style.",Showering/Showers/Showers.csv -> QUARTZ BLUE SMART CONCEALED ADJ - HP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/NW-A76202_A76203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZSB_A1_BV_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Blue_Smart_UserGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PC66641,Aqualisa Dream Thermo Mixer Shower with Hand Shower,Aqualisa,680.8,"Bringing together smart modern style and a robust build, the Aqualisa Dream thermostatic mixer shower is a reliable choice for a contemporary family bathroom. Designed with its durable controls set into a slimline wall plate, this shower has a clean, chrome finish while its generous 250mm fixed, square showerhead provides an all-encompassing shower experience. A handheld shower with smooth 1.5M shower hose is also included for targeted rinsing. Easy to clean, the Dream's showerheads includes rub-clean nozzles which keep limescale at bay with no more than a quick wipe.",Showering/Showers/Showers.csv -> Aqualisa Dream Thermo Mixer Shower with Hand Shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/41/NW-C66641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Dream_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Aqualisa_Dream_Therm_Shower_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C66641_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PC42682,Bristan Prism exposed concentric valve and kit Chrome,Bristan,542.61,"The modern Bristan Prism exposed dual control shower with adjustable riser is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Showers.csv -> Bristan Prism exposed concentric valve and kit Chrome,,Shower unit;Adjustable fixing bracket;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/82/NW-C42682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_ExpoBottomShowerValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_CSHXAR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_CSHXAR_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
