,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
76,PD96034,Mira Honesty mixer shower,Mira,211.64,"Boldly designed with strong, cubic lines, the Mira Honesty EV shower mixer is a practical, easy to install choice with more than a splash of style. Suitable for use in all pressure systems, even low pressure, the Honesty delivers a range of powerful features including Magni-flo for up to three times the flow of other showers and, for family-friendly safe use, thermostatic control, Cool Shield and a maximum temperature stop.",Showering/Showers/Showers.csv -> Mira Honesty mixer shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/58/548058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Honesty_EVBarValveFittg_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Honesty_EV_Mixer_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Honesty_EV_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD35291,Mira Sport manual single outlet electric shower 7.5kW,Mira,167.0,"Enjoy a luxurious showering experience with the Mira Sport 7.5W manual single outlet electric shower. A simple chrome and white design, this shower is supplied complete with separated power and temperature controls and a four-mode handset, allowing every user to enjoy a bespoke showering experience, whether that's an invigorating post-workout cool down or a relaxing warm deluge.",Showering/Showers/Showers.csv -> Mira Sport manual single outlet electric shower 7.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/33/D90832_D90833_wm.jpg,,,,,,White / Chrome,N/A (conditions apply),10.0,0.7,2 years,N,90,,,4,D35291 PK,,N,With 120mm handset,Includes 4x spray modes,White and chrome finish,A-rated efficiency,2 year warranty,,,,,,,,Sport,10 BAR,XS,A,15 dB,Manual,120,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,
78,P231487,Bristan Cobalt basin mixer tap plus clicker waste Black pack,Bristan,79.0,"A unique square design, this Bristan Cobalt basin mixer tap with contemporary black finish is the perfect foil to a super-modern bathroom. Supplied with a clicker waste and flexible tails for ease of fitting, this smart tap is suitable for deck mounting.",Showering/Showers/Showers.csv -> Bristan Cobalt basin mixer tap plus clicker waste Black pack,,1 x Basin Mixer;1 x Clicker Waste;4 x Plastic Washers;1 x Back Nut;2 x Flexi Pipes;1 x O-Ring For Plinth;1 x Black 'C Rubber Washer;1 x Metal 'C' Washer;2 x Threaded Rods ;Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/00/D80800_wm.jpg,,,,,,Black,5,,0.3,10 Years,N,250,Brass,,,231487 PK,Basin Mixer,N,Brass construction,Black finish,Includes flexible tails,With clicker waste,Long life ceramic cartridge for durability,"Smooth, easy turning",For deck mounting,"Supplied with metal fixing nut for durable, secure fitting",10 year warranty,,,,Cobalt,,,,,,,,,,,,,,60,100,Contemporary,,No,No,Yes,Fixed,Deck,Lever,1,,,,,,,,,,,,,
79,PD62397,Mira Coda Pro ERD exposed rigid shower with diverter bar,Mira,261.66,"Discover the Mira Coda Pro ERD shower in our range and create a luxurious shower experience for your renovation project.  This thermostatic shower is fantastic for families as it vastly cuts down the risk of the shower overheating when someone else in the house draws water. It also features Cool Shield™ technology, which keeps the controls cool no matter the temperature of the water running through your pipes, and a maximum temperature stop to prevent scalding. However, this stop can be overridden for those who like scorching showers.  With a large 20cm single spray deluge head and a separate 9cm handheld shower nozzle, this mixer shower delivers on power and usability. Not only does it give a great performance, but it also has a modern, exposed design that will look fantastic in any bathroom. Both shower heads are designed to be rub-clean for easy limescale removal, keeping them looking brand new for longer.  Find the Mira Coda Pro ERD shower in our range online at Plumb Center and take advantage of our comp",Showering/Showers/Showers.csv -> Mira Coda Pro ERD exposed rigid shower with diverter bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/97/NW-D62397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_ERD_ThermostaticBarValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC63125,Bristan Quest bath shower mixer tap Chrome Plated,Bristan,219.44,"Built to last, the modern Bristan Quest bath/shower mixer with handset, hose and bracket is made of tough brass with a long lasting chrome surface. This curved, deck-mounted mixer is compatible with all plumbing systems and features ceramic cartridge control for ease of use.",Showering/Showers/Showers.csv -> Bristan Quest bath shower mixer tap Chrome Plated,,Bath shower mixer;1.75m hose;Rub-clean anti-limescale handset;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/25/NW-C63125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63125_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63125_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C63125_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD72135,Triton AS2000 silent running thermo power shower,Triton,297.42,"The Triton AS200SR silent running thermostatic power shower is so quiet you'll hardly know its running. An ideal solution for busy family homes with low water pressure, the AS2000SR provides up to 14 litres a minute for a powerfully invigorating experience, and with no-wait delivery every member of the household can enjoy the convenience of on-demand showering. Simple to use, with thermostatic temperature control and start/stop button, the AS2000SR is supplied with an easy-clean showerhead for added convenience.",Showering/Showers/Showers.csv -> Triton AS2000 silent running thermo power shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/35/D72135_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Pro-Fit_Kit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_AS2000_SR_ThermoShower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Triton_AS2000_SR_ThermoShower_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Ethan_RiserRailAssy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Triton_Silent_Running_Showers_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Triton_Aria_3-Pos_Shower_Head_Instal.pdf,,,,,,,,,,,,
82,PD88183,Bristan zing  adjustable thermostatic ridge riser bar shower with diverter Chrome,Bristan,218.55,"The Bristan Zing adjustable thermostatic shower with diverter is supplied with a complete shower kit including a rigid riser rail, overhead and handheld showerheads and a hose. This elegantly designed chrome shower looks great in any bathroom while also providing features that support easy cleaning and safety, including an automatic shut-off should water supplies fail. These clever features make the Zing an ideal choice for family bathrooms while simplified retrofitting using the included Bristan Wall Mount 10 kit makes it popular with installers.",Showering/Showers/Showers.csv -> Bristan zing  adjustable thermostatic ridge riser bar shower with diverter Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/83/D88183_wm.jpg,,,,,,Chrome,,,,5 Years,N,,,,,ZI SHXDIVSMFF C,Thermostatic Bar Shower,N,"Includes valve, hose and riser rail",With drench head,With single function handheld shower,Rub-clean anti-limescale nozzles on both showerheads,With Wall Mount 10 fast fixing kit for ease of installation,Telescopic riser rail is height adjustable,Integral dual-outlet diverter for easy switching,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PA05043,* NAB MANUAL LEVER SHOWER VALVE,Nabis,38.67,This Nabis manual lever chrome shower valve has a dual function lever for on/off and temperature control and is suitable for either concealed or exposed installation.,Showering/Showers/Showers.csv -> * NAB MANUAL LEVER SHOWER VALVE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/43/NW-A05043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Nabis Shower Spare Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/A05043_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD80338,Triton Pumped T80SR electric 8.5kW,Triton,477.52,"Shower in true peace and quiet with the Triton T80SR 8.5kW pumped electric shower, fitted with innovative new pump technology for the quietest possible operation. Integrally pumped and tank fed, this electric shower is ideal for challenging installations in homes where the mains pressure is low or unreliable or where pressure just isn't available. With a five spray pattern showerhead included, the T80SR delivers on the kind of showering indulgence rarely found in low pressure installations.",Showering/Showers/Showers.csv -> Triton Pumped T80SR electric 8.5kW,,Electric shower;Riser rail kit inc. hose & handset;Fitting instruction booklet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/38/NW-D80338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D80338_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/D80338_Product_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/ts/Triton_T80SR_Pumped_Eshower_EPoints.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_T80SR_Pumped_Eshower_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PA76208,Aqualisa Quartz Blue Smart divert concealed high pressure adjustable shower with wall fixed head,Aqualisa,657.18,"Minimalist in style, the Aqualisa Quartz Blue concealed high pressure smart shower with dual fixed and adjustable wall heads is a thoroughly modern addition to a bathroom, providing individualised programme features and Wi-Fi connectivity for app or voice controlled shower activation. Features including ultra-precise thermostatic control and an adjustable maximum temperature, plus a water saving eco mode ensure that the family-friendly Quartz Blue offers much more than just style.",Showering/Showers/Showers.csv -> Aqualisa Quartz Blue Smart divert concealed high pressure adjustable shower with wall fixed head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/08/NW-A76208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZSB_A1_BV_DVFW_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Blue_Smart_UserGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P231488,Bristan Cobalt bath filler tap Black pack,Bristan,119.0,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Showering/Showers/Showers.csv -> Bristan Cobalt bath filler tap Black pack,,1 x Bath Filler;2 x Plinths;2 x Black Rubber 'O' Rings;2 x Rubber Washers;2 x Metal Back Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,Black,110.9,,0.3,10 Years,N,250,Brass,,,231488 PK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,10 year warranty,,,,,,,Cobalt,,,,,,,,,,,,,,60,104,Contemporary,Low,No,No,Yes,Fixed,Deck,Lever,2,,,,,,,,,,,,,
87,PD80326,Triton Omnicare thermostatic electric shower 8.5kW,Triton,411.74,"BEAB Care Mark approved, the Triton Omnicare 8.5kW thermostatic electric shower blends safety with style for a shower that fits any home. Fitted with a wide range of accessibility features, including a grey toned dial and soft-touch start/stop button, this shower also offers reliable safety via its scald-free thermostatic control, keeping the selected temperature within a single degree. An extended riser rail and longer length shower hose meanwhile make the Omnicare suitable for both seated and standing showering.",Showering/Showers/Showers.csv -> Triton Omnicare thermostatic electric shower 8.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/26/NW-D80326_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_Omnicare_Electric_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Omnicare_Electric_Shower_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/Triton_Omnicare_EShower_ProductFiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Omnicare_EShower_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD01190,Nabis Nano Nano G2 Thermo Mini Valve & Kit,Nabis,149.34,"The Nabis Nano G2 thermostatic mini valve and kit is supplied with an easy-clean showerhead, hose, riser rail and soap dish. Controlled thermostatically, the Nano G2 provides safe, practical showering, maintaining a comfortable temperature, even in the face of pressure fluctuations.",Showering/Showers/Showers.csv -> Nabis Nano Nano G2 Thermo Mini Valve & Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/D01190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_D01190_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_D01190_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD88190,Bristan Buzz Adjustable Rigid Riser Diverter Bar Mixer Shower Chrome,Bristan,274.73,"Practical yet stylish, the curved Bristan Buzz2 shower includes a generously sized height adjustable fixed head and multi-function handset, giving you both luxury and usefulness in one. Supplied with Bristan's unique wall mount 12 with isolation, the Buzz2 is easy to install and service while features like Safe Touch provide family-friendly peace of mind.",Showering/Showers/Showers.csv -> Bristan Buzz Adjustable Rigid Riser Diverter Bar Mixer Shower Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/90/D88190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Buzz2_BUZ2_SHXDIVCTFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_BUZ2SHXDIVCTFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_BUZ2_SHXDIVCTFFC_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD77218,Bristan Prism dual control valve,Bristan,348.45,"The modern Bristan Prism recessed concealed shower valve is built for effortless, fingertip touch use and easy cleaning. Designed to fit in any UK wall cavity, requiring a cavity space of just 35mm, and front accessible for servicing, the Prism is a great selection for small bathrooms.",Showering/Showers/Showers.csv -> Bristan Prism dual control valve,,Concealing plate;2x handles;4x shrouds;2x screws;Valve body;2x valve body fixings;2x inserts;2x flow regulators;2x filter washers;Wall outlet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/18/NW-D77218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SHCVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_DualCtrl_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SHCVO_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
