,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Warranty,Hazardous,Depth (mm),Overheat Protection,Pre-Wired,Boiler Section,Boiler Range,Material,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,Fuel Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Weight,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Capacity Litre,Feature 5,Feature 6,Attachment 7,Connection Size,Diameter,Energy Efficiency Class,Feature 7,Feature 8,Feature 9,Material Type,Feature 10,Feature 11,Feature 12,Feature 13,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Pressure,Voltage (V),Direct / Indirect,Insulation Type,Application,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Grade,Pack Quantity,Attachment 8
606,P177477,Heatrae Sadia Megaflo Commercial Flexistor cold water control unvented kit 6bar 400-500ltr,Heatrae Sadia,405.0,"This Heatrae Sadia Megaflo Commercial Flexistor 400 - 500L 6 bar cold water control unvented kit is suitable for use with the brand's robust, large capacity Flexistor cylinders.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Commercial Flexistor cold water control unvented kit 6bar 400-500ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/or/MF_Commercial_Flexistor_wm.jpg,,Megaflo Commercial Flexistor,n/a,N,,N/A,,,,N/A,,,7038498,,N,For commercial use,Duplex stainless steel construction,100mm high performance insulation for minimal heat loss,Up to 150 LPM hot water delivery,,,,,,,White / Grey,N/A,,15kg,,,,,,,,,,,,,,,,,,Suitable for a variety of applications including buffer installations,"30 year warranty on inner cylinder, 2 years on parts",,,48.5mm,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,N/A,,
607,PD68970,Santon Aquarius AU7/3 undersink water heater 7ltr 3kW pack,Santon,149.99,"The 7L Santon Aquarius AU7/3 undersink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heating and Storage.csv -> Santon Aquarius AU7/3 undersink water heater 7ltr 3kW pack,,Water heater;Fixing screws ;plugs;Installation ;user instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/61/D68961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Undersink_Install.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,P433063,Grant Quick Recovery single coil cylinder 250ltr,Grant,1557.0,"One of a wide range of cylinders designed for ease of specification, the 250L capacity Grant QR single coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Water Heating and Storage.csv -> Grant Quick Recovery single coil cylinder 250ltr,,CylinderExpansion vesselTemperature and PRVTundish5x compression nut and oliveCompression adapterDrain cockInlet manifold2-port motorised valveDual thermostatImmersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/64/NW-433061_433064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRSC250_ErP.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_QR_Cylinder_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,P113864,UK Cylinders Elite Cyl cylinder  horizontal  indirect unvented 300ltr,UK Cylinders,1089.49,"Designed to be used in loft spaces or other spots where a vertical cylinder won't fit, the UK Cylinders Elite Cyl 300L horizontal indirect cylinder is ideal for small homes that are short on space. Supplied with installation cradles and high-quality components, this easy to install Suplex steel cylinder ensures a reliable hot water supply for years to come.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Cyl cylinder  horizontal  indirect unvented 300ltr,,Cylinder;Casing;Mounting cradles;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/64/NW-113859_113864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,P433062,Grant Quick Recovery single coil cylinder 210ltr,Grant,1543.0,"One of a wide range of cylinders designed for ease of specification, the 210L capacity Grant QR single coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Water Heating and Storage.csv -> Grant Quick Recovery single coil cylinder 210ltr,,CylinderExpansion vesselTemperature and PRVTundish5x compression nut and oliveCompression adapterDrain cockInlet manifold2-port motorised valveDual thermostatImmersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/64/NW-433061_433064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRSC210_ErP.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_QR_Cylinder_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,P116188,Gledhill Platinum internal expansion direct cylinder 180ltr,Gledhill,613.94,"Ideal for convenient installation in smaller spaces, the Gledhill Stainless Platinum Direct 180L unvented horizontal cylinder doesn't require an external expansion vessel, reducing its overall size. Built in robust duplex stainless steel for long lasting use, this direct cylinder includes two immersion heaters for both peak and off-peak use. This feature can help to improve both efficiency and cost, giving homeowners the opportunity to make the most of cheaper off-peak electricity tariffs.",Water Heating and Storage/Water Heating and Storage.csv -> Gledhill Platinum internal expansion direct cylinder 180ltr,,1 x Cylinder;1 x Top box kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/88/NW-116188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_Stainless_Platinum_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_Stainless_Platinum_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,P137891,Andrews Water Heaters CLASSICflo BALANCED RSC 9/145 natural gas water heater,Andrews Water Heaters,3063.0,"The 145L Andrews CLASSICflo BALANCED RSC 9/145 water heater offers all the preferred features of the CLASSICflo, including simple operation controls and efficient CFC-free insulation, with the added benefit and convenience of a balanced flue. This concentric flue system draws air in from outside, an ideal feature for businesses such as salons, supermarkets or dry cleaners where internal air might be contaminated by chemicals.",Water Heating and Storage/Water Heating and Storage.csv -> Andrews Water Heaters CLASSICflo BALANCED RSC 9/145 natural gas water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/92/137891_137892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/ps/Andrews_CLASSICflo_Bal_PS.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_CLASSICflo_Bal_Install.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_CLASSICflo_Bal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137891_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,P170633,Bosch Green Storage WB green storage unvented cylinder 180ltr & G3 kit,Bosch,722.94,"Easy to install and maintain, the 180L Bosch Green Storage WB unvented cylinder is supplied with a factory-fitted G3 temperature and pressure relief valve. Compatible with the Bosch system diverter valve kit, this unvented cylinder is an affordable yet quality choice for any home. Every cylinder in the WB range offers excellent water retention and heats up quickly for reliable delivery of hot water without long, frustrating waits.",Water Heating and Storage/Water Heating and Storage.csv -> Bosch Green Storage WB green storage unvented cylinder 180ltr & G3 kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-170630_170636_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bosch_Green_Storage_WB_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/170633_ErP.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bosch_Green_Storage_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,P116859,UK Cylinders Eilite he system pre plumbed twin zone 200ltr,UK Cylinders,935.87,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 200L twin zone unvented indirect pre-plumbed cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Eilite he system pre plumbed twin zone 200ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/59/116859_wm.jpg,,Eilite,25 Year,N,,,,,,Stainless Steel,,,EBPPT0200,Unvented Cylinders,N,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",,,,,,,,,,,,,,,,,,,,,,,,,Vertical,,200 l,Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,,22 mm,545mm,B,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,,,,,,,,,,,2 year parts warranty,,,,,,,,,,,,,,,,,
615,P113876,UK Cylinders Elite Cyl indirect unvented cylinder 170ltr,UK Cylinders,549.64,"Built for performance and reliability, the UK Cylinders Elite Cyl 170L unvented indirect cylinder is manufactured to a very high quality here in the UK. Promising fast flowing water to all outlets throughout the home, it ensures a fast reheat and low heat loss. Containing robust and well-designed components and made of long-lasting Duplex stainless steel, the Elite Cyl will work at its best for many years to come.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Cyl indirect unvented cylinder 170ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-113873_113882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,P193222,Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 450mm,Kingspan,479.95,"The 162L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,Albion,2 Year,N,,,,,,,,,KD1200450G37,Vented Cylinder,N,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",,,,,,,Blue,,,,,,,,,,,,,,,,,,,,162 l,Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,,,450mm,,Copper construction,Blue finish,Manufactured to British Standard 1566,copper,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,P168471,Range Tribune Xe 2-zone unvented indirect cylinder ErP 250ltr,Range,2616.98,"Designed for fast, convenient and consistent installation, the reliable Kingspan Range Tribune Xe pre-plumbed 250L twin zone indirect cylinder eliminates the need for an external expansion vessel and includes a side-mounted hot water draw-off, making it ideal for those homes where space is at a premium. Built using hardwearing duplex steel, the Tribune Xe is built to last, providing reliable, fast mains pressure hot water economically and efficiently.",Water Heating and Storage/Water Heating and Storage.csv -> Range Tribune Xe 2-zone unvented indirect cylinder ErP 250ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/72/168470_168472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Range_Tribune_Xe_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_Range_TribuneXe_Guide.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/168471_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,P449366,Morco EUP11RS room sealed water heater,Morco,660.54,"Operating independently of the room in which it's installed, the fan flued Morco EUP11RS water heater uses air from outside for combustion while also expelling flue gases outside for safe peace of mind on the move. Ideal for leisure accommodation vehicles (LAVs) like boats or caravans, this multi-point, room sealed instantaneous water heater provides on-demand hot water using automatic flame ignition when a tap is turned.",Water Heating and Storage/Water Heating and Storage.csv -> Morco EUP11RS room sealed water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/66/NW-449366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Morco_EUP11RS_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,P175935,ThermaQ Evocyl high efficiency indirect slim cylinder 210ltr,ThermaQ,770.36,"Ideal for those properties where space is at a premium, the lightweight 210L ThermaQ Evocyl slimline indirect cylinder has been designed to fit into even the snuggest of spots. With a nominal diameter of just 475mm, the slimline Evocyl might be small but it still packs the same punch as its larger cousins, with a corrosion-resistant duplex stainless steel build, thick insulation for impressive heat retention and an efficient coil promising high levels of efficiency and mains pressure hot water.",Water Heating and Storage/Water Heating and Storage.csv -> ThermaQ Evocyl high efficiency indirect slim cylinder 210ltr,,Cylinder;Cold water inlet set;15 x 22mm tundish;Temperature ;pressure relief valve;Expansion vessel;Expansion vessel bracket;Compression nut connection for expansion vessel;Immersion heaters;Instructional manual;Benchmark log book,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/35/175931_175935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/ThermaQ_Evocyl_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PD70841,Heatrae Sadia Supreme 165SS boiling water unit 165ltr Stainless Steel,Heatrae Sadia,1302.15,"The clean, hygienic Heatrae Sadia Supreme 165SS 5L capacity water boiling unit pack has antimicrobial, fingerprint-resistant stainless steel outer casing, making it ideal to deliver on-demand hot water in hospital, clinical and kitchen settings. Straightforward to install and easy to use, the 2.5kW, wall-mounted Supreme is an efficient, safe alternative to kettles, ensuring heat-up steam is condensed and retained, guarding against scalds.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Supreme 165SS boiling water unit 165ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/46/D70840_D70846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_Supreme_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Heatrae Sadia_Supreme_SS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/HS_SmartDrinkigWaterSltn_PrdRng_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Supreme_150SS_165SS_180SS_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Supreme_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,P422791,Grant Quick Recovery single coil slimline cylinder 210ltr,Grant,1630.0,"Offering fast heat up and reduced standing heat losses, the Grant Quick Recovery 210L slimline single coil cylinder is the brand's most efficient yet. An adaptable design for ease of installation, this vertical cylinder is part of a comprehensive range offering a wide variety of capacities, coil types and sizes, all chosen to make specification and siting simple. Requiring no anode and supplied with an unvented kit, the stainless steel QR water cylinder is fitted with a pressure relief valve for safe operation.",Water Heating and Storage/Water Heating and Storage.csv -> Grant Quick Recovery single coil slimline cylinder 210ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/91/422791_wm.jpg,,Quick Recovery,2 years,N,,,,,,Duplex Stainless Steel,,,QRSC210SL,Unvented Cylinder,N,"Suitable for installation with oil boilers, air source heat pumps and solar thermal systems",High quality duplex stainless steel shell,Large stainless steel internal coils,Finished with organic Estectic Tex paint,,,,,,,,,,,,,,,,,,,,,,,,,Floor Standing,,210 l,With factory-fitted 3kW immersion heater,Highly efficient large internal coils,,22 mm,478mm,C,Insulation for low standing heat losses,Global Warming Potential (GWP) of 3.1,Ozone Depletion Potential (ODP) of 1,,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,P178148,Prolite SS Direct Cylinder 120 ltr Pk,Prolite,482.0,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 120L unvented direct cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Water Heating and Storage.csv -> Prolite SS Direct Cylinder 120 ltr Pk,,Cylinder;Cold water inlet set;Two port zone valve;Dual thermostat;3kW immersion heater;Expansion vessel;Tundish;T&P relief valve;T&P valve insulated cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW-175012_175015_wm.jpg,,,25 Year,N,,,,,,Stainless Steel,,,178148 PK,Direct Cylinder,N,High-grade Duplex stainless steel cylinder,"Fully insulated with 50mm 100% CFC and HCFC-free polyurethane, minimising heat loss",Lightweight construction with silver finish,High-quality unvented components,,,,,,,,,,,,,,,,,,,,,,,,,Vertical,,120 l,Plumbing connection is clearly identified and accessible at front of cylinder,22mm compression connections,,22 mm,545mm,C,Highly efficient primary coil reduces reheat times,ErP C-rated,25 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,P119491,UK Cylinders Eilite he indirect pre plumbed twin zone 300ltr,UK Cylinders,1138.62,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 300L twin zone unvented indirect pre-plumbed cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Eilite he indirect pre plumbed twin zone 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/91/119491_wm.jpg,,Eilite,25 Year,N,,,,,,Stainless Steel,,,ESPPT0300,Unvented Cylinders,N,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",,,,,,,,,,,,,,,,,,,,,,,,,Vertical,,300 l,Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,,22 mm,545mm,C,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,,,,,,,,,,,2 year parts warranty,,,,,,,,,,,,,,,,,
