,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Pressure,Range,Warranty,Hazardous,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Depth (mm),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Number of Spray Patterns,Water Entry,Water Heating Energy Efficiency,Cable Entry,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Feature 6,Feature 7,Feature 8,Feature 9,Pack Quantity,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14
18,PD35258,Mira Coda ERD Pro exposed rigid shower with diverter bar,Mira,199.0,"Combining easy, intuitive installation with high performance operation, the Mira Coda Pro ERD shower mixer with dual showerheads is popular with installers and users alike, operating on all thermostat systems for universal use. Safety features ranging from thermostatic control to Cool Shield, designed to keep the valve at a safe temperature during use, alongside Magni-flo for triple the power, even at low pressures, and a bright, easy-clean chrome finish, make the Coda a practical choice for families.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Coda ERD Pro exposed rigid shower with diverter bar,,Bar valve;2x 6L/min flow regulator;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;2x concealing plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/58/NW-D35258_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_ERD_ThermostaticBarValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,,,,,,,,,,,,
19,PD35250,Triton T80Z fast fit thermostatic electric shower 8.5kw,Triton,159.0,"Attractively designed for a modern, stylish look, the chrome and white 8.5kW Triton T80Z Fast-Fit thermostatic shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80Z fast fit thermostatic electric shower 8.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/50/NW-D35250_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_Thermo_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_T80Z_Fast-Fit_Thermo_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,
20,PD53205,AQUALISA LUMI 9.5KW SHOWER - CHROME,Aqualisa,419.19,"Providing a luxurious look alongside aerospace-grade durability, the 9.5kW Aqualisa Lumi electric shower features a glamorous mirrored glass fascia, illuminated panel and mirrored chrome finishing. Sensory touch controls make using the Lumi easy while the Harmony electric head with its five spray pattern settings provides personalised comfort and coverage. Clever features, including an over-temperature protection system and limescale-reducing delayed shutdown, make this A-rated shower as practical as it is stylish.",Showering/Showers/Electric Showers/Electric Showers.csv -> AQUALISA LUMI 9.5KW SHOWER - CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-D53204_D53206_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Lumi_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_Lumi_D53205_Technical.pdf,,,,,,,,,,,,,
21,PD35255,Triton T80Z fast fit shower 9.5kw White/Chrome Plated,Triton,108.0,"Attractively designed for a modern, stylish look, the chrome and white 9.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80Z fast fit shower 9.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/66/D00466_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,
22,PD62144,Mira Advance 1.1785.001 thermostatic electric shower 8.7kW,Mira,258.49,"Designed for usability, the 8.7kW Mira Advance electric thermostatic shower, styled in sleek chrome and white, includes a wide range of safety and operation features to make showering easy for every family member, young or old. Boasting Mira's Opti-floPro™, this efficient A-rated electric shower delivers consistent comfort all year, regardless of water pressure while thermostatic temperature control and adjustable maximum temperature settings keep users safe and comfortable.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Advance 1.1785.001 thermostatic electric shower 8.7kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/48/NW-D62144_D62148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Advance_Electric_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_J09A_DGKN_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Thermo_Elec_Shwr_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Advance_Electric_Shower_Tech.pdf,,,,,,,,,,,
23,P414663,Mira Vigour thermostatic power shower pack,Mira,175.0,"Fitted with a pump, the Mira Vigour thermostatic power shower ensures great showering pressure, even in low water pressure systems. Delivering separate flow and temperature control alongside a thermostatic cartridge and a four pattern showerhead, this shower unit provides users with everything they need for comfortable, safe showering. Thanks to rub-clean showerhead nozzles and a neat white and chrome finish, the Vigour is easy to clean and maintain.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Vigour thermostatic power shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/29/NW-D62129_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Vigour Installation_guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_VigourTStaticPS_Installation.pdf,,,,,,,,,,,,,
24,PD35257,Mira Coda EV pro exposed variable bar shower and kit,Mira,129.0,"Simple yet powerful, the Mira Coda Pro EV shower mixer offers easy installation with a front-of-tile fitting system and adjustable centres plus intuitive use via separate temperature and flow controls. Suitable for all systems, performing in even the lowest pressure, the Coda Pro EV is an economical choice for challenging bathrooms.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Coda EV pro exposed variable bar shower and kit,,Bar valve;6L/min flow regulator;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;2x concealing plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/57/NW-D35257_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_BeatNectarShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,
25,PD80057,Triton T80 pro-fit electric shower 8.5kW,Triton,217.88,"An installer favourite, the easy to fit 8.5kW Triton T80 Pro-Fit electrical shower is an ideal replacement for an older unit, offering a range of pipe connections and a fully-adjustable Pro-Fit riser rail kit. Featuring Triton Dura-Flow™ technology and a five spray pattern showerhead, the A-rated T80 helps to reduce limescale for a longer, more efficient life.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80 pro-fit electric shower 8.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/57/NW-D80057_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Pro-Fit_Kit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80_Pro-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80_Pro-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80_Pro-Fit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Clip_On_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_T80_Pro-Fit_Brochure.pdf,,,,,,,,,,
26,PD90816,Mira Jump Multi-Fit electric shower 7.5kw White,Mira,138.31,"Powerful and efficient, the 7.5kW Mira Jump Multi-Fit electric shower offers the ultimate in flexible showering comfort. Easy to install, with multiple cable and water entry points, this stylish chrome and white unit is the perfect upgrade to an existing electric shower, minimising the need to re-tile after fitting. The A-rated Jump provides an eco setting, rub-clean nozzles and inbuilt Mira Clearscale™ technology to reduce the build-up of limescale by up to 50% for better performance over a longer lifetime.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Multi-Fit electric shower 7.5kw White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/16/NW-D90816_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Jump_Multi-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat-Nectar_Shower_Fits_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Jump_Elec_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Jump_Multi-fit_Spare_Guide.pdf,,,,,,,,,,,
27,P231467,Mira Jump Dual Jump Dual 9.5KW Outlet 9.5KW electric shower,Mira,189.0,"Supplied with two heads for showering convenience, the Mira Jump Dual 9.5kW electrical shower makes daily showering a pleasure. Easy to install, this white and chrome electric shower has multiple cable and water entry points for flexibility of fitting and is designed to make replacing an old unit straightforward. The Jump Dual is built for ease, with features including Clearscale technology for 50% less limescale and an eco setting to help save on water and energy, contributing to the unit's A rating.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Dual Jump Dual 9.5KW Outlet 9.5KW electric shower,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/04/D90604_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,
28,PD90818,Mira Vie shower with clearscale 10.8kw Chrome,Mira,157.67,"Offering consistent shower performance in any conditions and any system, the reliable 10.8kW Mira Vie chrome electric shower ensures consistent performance via advanced pressure stabilised temperature control, hassle-free fitting in any location and great usability, with an on/off button and choice of flow settings to suit your needs. The A-rated Vie has an eco mode for less waste and improved efficiency while Mira Clearscale™ technology reduces the build-up of limescale by up to 50% for cleaner, more reliable performance.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Vie shower with clearscale 10.8kw Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/18/NW-D90818_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Vie_Go_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,
29,PD53226,Aqualisa eVolve white/satin silver 10.5kW,Aqualisa,243.78,"Combining style and quality in a robust package, the streamlined Aqualisa eVolve electric shower has a fresh Arctic White casing with a contoured silver satin trim. Offering flexible installation, this modern unit is a suitable retrofit for most older electric showers thanks to multi-fit connection options while connection to an existing cold water supply at 240V is simple. With a variety of power settings and three spray patterns, this 10.5kW shower provides the perfect shower experience for everybody and every situation. Meanwhile, individual temperature control along with a digital temperature display allows for smooth, precise adjustment. For safety and practicality, the eVolve incorporates an over-temperature stop function as well as an automatic phased shutdown to reduce the build-up of limescale.",Showering/Showers/Electric Showers/Electric Showers.csv -> Aqualisa eVolve white/satin silver 10.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/26/D53226_wm.jpg,White / Satin Silver,"'@3 bar Min 2.7-3.3ltr/min, max 11ltr/min",10,0.85,0.85-10 bar,Evolve,2 Year,N,XS,A,15 dB,89,Manual,105,379,244,89,1500,3,"Right & left hand side, top, bottom, side & rear",38,Left - Bottom / Side / Top,VOPZ27,N,Digital temperature display and control dial,Satin silver trim,Illuminated push power button and Low water pressure indicator,3 power settings,Stainless steel hose,,,,,,,Universal multifit: 8 water & electric entry points,"105mm Flow Handset with 3 spray settings, rub clean nozzles and a push button slider",Over temperature protection and phased shut down safety features,Retrofitable,,,,,,
30,P231468,Mira Jump Dual Jump Dual 10.8KW Outlet 10.8KW electric shower,Mira,199.0,"Supplied with two heads for showering convenience, the Mira Jump Dual 10.8kW electrical shower makes daily showering a pleasure. Easy to install, this white and chrome electric shower has multiple cable and water entry points for flexibility of fitting and is designed to make replacing an old unit straightforward. The Jump Dual is built for ease, with features including Clearscale technology for 50% less limescale and an eco setting to help save on water and energy, contributing to the unit's A rating.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Dual Jump Dual 10.8KW Outlet 10.8KW electric shower,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/05/D90605_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,
31,PC01193,AKW SmartCare Plus electric shower 8.5kW White,AKW,441.86,"Easy to use with a range of safety features including rounded edges and audible indicators, the 8.5kW AKW iCare thermostatically controlled digital care shower and shower kit features intuitive push button controls closely grouped together with raised finishes and LED indicators for safer use for vulnerable residents.",Showering/Showers/Electric Showers/Electric Showers.csv -> AKW SmartCare Plus electric shower 8.5kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/93/NW-C01193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_iCare_Elect_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Elec_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_iCare_Elec_Shower_Technical.pdf,,,,,,,,,,,,,
32,PD00467,Triton T80Z fast fit shower 10.5kw White/Chrome Plated,Triton,166.69,"Attractively designed for a modern, stylish look, the chrome and white 10.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T80Z fast fit shower 10.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/67/D00467_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,
33,PD62148,Mira Advance Flex Extra 1.1785.005 thermostatic electric shower 8.7kW,Mira,366.14,"Designed for usability, the 8.7kW Mira Advance Flex Extra electric thermostatic shower, styled in sleek chrome and white, includes a wide range of safety and operation features to make showering easy for every family member, young or old. Boasting Mira's Opti-floPro™, this efficient A-rated electric shower delivers consistent comfort all year, regardless of water pressure while thermostatic temperature control and adjustable maximum temperature settings keep users safe and comfortable.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Advance Flex Extra 1.1785.005 thermostatic electric shower 8.7kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/48/NW-D62144_D62148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_AdvanceFlex_Extra_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_J09A_DGKN_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Thermo_Elec_Shwr_Installation.pdf,,,,,,,,,,,,
34,PD90833,Mira Sport manual single outlet Electric Shower 9.0kW,Mira,284.78,"Enjoy a luxurious showering experience with the Mira Sport 9.0kW manual single outlet electric shower. A simple chrome and white design, this shower is supplied complete with separated power and temperature controls and a four-mode handset, allowing every user to enjoy a bespoke showering experience, whether that's an invigorating post-workout cool down or a relaxing warm deluge.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Sport manual single outlet Electric Shower 9.0kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/33/D90832_D90833_wm.jpg,White / Chrome,N/A (conditions apply),10.0,0.7,10 BAR,Sport,2 years,N,XS,A,15 dB,90,Manual,120,358,215,90,1.25m,4,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",1.1746.821,N,With 120mm handset,Includes 4x spray modes,White and chrome finish,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,
