,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Finish,Material Type,Projection Depth,Range,Warranty,Tap Holes,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Feature 7,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles
0,PB61020,Center CB Centresuite B61020 full pedestal in gloss white,Center CB,28.0,"Helping to conceal unsightly pipework, this Center CB Centresuite 215 x 215mm full pedestal is made of vitreous china finished in a high gloss white. It has a simple design that's perfect for a modern bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Center CB Centresuite B61020 full pedestal in gloss white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/20/NW-B61020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/B61020 Center 2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Basin_and_pedestal_fitting_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PT41934,Tradefix complete basin and pedestal 1th,Tradefix,52.51,"A sensible economy buy, the Tradefix 440mm complete basin and pedestal is a ready-to-install pairing designed for ease of specification. Wall-mounted, this sink is supplied with a single taphole for one mixer tap and a pedestal for a neat finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Tradefix complete basin and pedestal 1th,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/34/T41934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T41934_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PD10571,Roca Maxi 1-taphole basin 450mm,Roca,72.29,"Designed with small bathrooms in mind, the Roca Maxi 450mm cloakroom wall hung basin has a compact design with a single right hand tap hole.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Maxi 1-taphole basin 450mm,,Cloakroom wall hung basin;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/71/NW-D10571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D10571_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PN66482,Ideal Standard iLife E245901 basin 1 tap hole 50cm,Ideal Standard,76.06,"An elegant modern design to suit any bathroom, the Ideal Standard i.Life 500mm single taphole basin is part of a broad range of contemporary bathroom fittings that can help to create a sense of space and light in a room. Suitable for wall-mounting, this basin can be paired with a pedestal for a neat finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard iLife E245901 basin 1 tap hole 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/82/NW-N66482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PN66483,Ideal Standard iLife E246801 full pedestal,Ideal Standard,49.09,"Simply designed with clean, modern lines, the Ideal Standard i.life full pedestal is intended to be installed underneath a basin for support and to conceal unsightly pipework for a neater finish and easier cleaning.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard iLife E246801 full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/84/NW-N66483_N66484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PC08083,Twyford Alcona AR4920WH Round full pedestal,Twyford,43.57,"An ideal complement to contemporary basins, the Twyford Alcona 155 x 160mm full pedestal has a gently rounded silhouette. Made of vitreous china, this smart pedestal is finished in classic, clean white. Combine with Twyford Basins 350-600mm",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Twyford Alcona AR4920WH Round full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/C08083_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/C08083_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Twyford_Specification_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PB61633,Nabis Lamone One tap hole basin 500mm,Nabis,55.17,"Made of a tough china, this smart Nabis Lamone 500mm washbasin with single tap hole is part of a bathroom range designed to blend effortless style with improved water economy.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Lamone One tap hole basin 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/33/B61633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PD00721,Roca Laura semi-pedestal for basin 450mm White,Roca,82.41,"This Roca Laura semi pedestal is designed to conceal unsightly pipework for easier cleaning and a neat, elegant bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Laura semi-pedestal for basin 450mm White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/21/NW-D00721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00721_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PP07563,Geberit Selnova Square washbasin 1 tap 550 x 440mm,Geberit,98.66,"With its geometric shape, the Geberit Selnova Square 550mm washbasin is the perfect choice for a contemporary bathroom. Made of vitreous china with a high gloss white coating, the Selnova Square is designed for pedestal installation. A single pre-drilled tap hole allows the owner to select their ideal mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Geberit Selnova Square washbasin 1 tap 550 x 440mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/63/NW-P07563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_The_Select_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_Washbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PN68976,Ideal Standard i. Life S pedestal,Ideal Standard,58.96,"A robust, simple design, this Ideal Standard i.Life S 700mm basin pedestal is suitable for use with basins in the brand's space saving i.Life S range.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard i. Life S pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/76/N68976_wm.jpg,,,,,White,N,700,No,Floor,Fine Fireclay,E337201,Full-Pedestal,N,For use with i.Life basins,Fine fireclay construction,White colour,,,,,,,,,,,,,,,
10,PP71209,Geberit Selnova Square 501.476.00.6 square full pedestal,Geberit,66.18,"A modern design that will breathe new life into an old bathroom, the Geberit Selnova Square 165 x 150mm full pedestal has a smart square profile.  Made of hardwearing vitreous china, this pedestal is finished in bright, clean white to complement almost every bathroom suite. Combine with Geberit Selnova Square & Smyle Square Handrinse and Washbasins 360mm-1200mm",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Geberit Selnova Square 501.476.00.6 square full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71209_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_FPedestal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71209_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PD00707,Roca Laura semi-pedestal White,Roca,115.72,"This Roca Laura semi pedestal is designed to conceal unsightly pipework for easier cleaning and a neat, elegant bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Laura semi-pedestal White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/NW-D00707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00707_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PB61026,Nabis Pride one tap hole basin 600mm White,Nabis,64.27,"Coolly modern, the Nabis Pride 600mm basin with a single tap hole provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Pride one tap hole basin 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-B61026_wm.jpg,,,,,White/Gloss,N,490,No,Wall/Pedestal,Vitreous China,H8142720001241,Washbasin,N,Contemporary design,White vitreous china,With 1x tap hole,Gloss,Vitreous China,490,Pride,25 Years,One,1,Lifetime warranty,,,,,,,
13,PP71206,Geberit Selnova 501.449.00.6 full pedestal,Geberit,63.02,"A suitable addition to a wide variety of handwash basins, this Geberit Selnova 190 x 170mm full pedestal has a clean and simple design that will blend into most bathroom schemes.  Made of vitreous china, this high-quality pedestal is finished in crisp, clean white. Combine with Geberit Selnova & Smyle Handrinse and Washbasins 415mm-700mm",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Geberit Selnova 501.449.00.6 full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71206_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71206_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71206_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PD02369,Ideal Standard Sandringham 21 full pedestal White,Ideal Standard,29.13,This Ideal Standard Sandringham 21 full pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Sandringham 21 full pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/69/D02369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PB61032,Nabis Pride full pedestal White,Nabis,68.31,This Nabis Pride full pedestal conceals pipework for a smarter finish in a modern bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Pride full pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/_a/B61032_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B61032_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PD02372,Ideal Standard Sandringham 21 1 tap hole pedestal basin 500mm White,Ideal Standard,37.66,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 500mm washbasin with single tap hole is made of hardwearing vitreous china and is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Sandringham 21 1 tap hole pedestal basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/72/NW-D02372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02372_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PC21366,Ideal Standard Concept Cube one tap hole handrinse basin 400mm White,Ideal Standard,83.58,"The sleek, modern Ideal Standard Concept Cube 400mm handrinse washbasin is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Cube one tap hole handrinse basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/NW-C21366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21366_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PD39076,"Nabis Circo basin mixer and slotted basin waste 1.25""",Nabis,40.0,"Simply designed to effortlessly complement a modern bathroom, the Nabis Circo basin mixer is made of robust brass with a zinc handle and smart chrome finish. Suitable for pressure systems, this deck-mounted tap includes a Neoperl aerator for soft, aerated delivery.","Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Circo basin mixer and slotted basin waste 1.25""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/76/NW-D39076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT02618,Ideal Standard Tesi 1 tap hole pedestal basin 600mm,Ideal Standard,95.56,"With a contemporary geometric design, this Ideal Standard Tesi 600mm semi-countertop washbasin is part of a suite perfect for modern bathrooms. Built in tough vitreous china, this basin includes a single tap hole ready for your choice of mixer.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tesi 1 tap hole pedestal basin 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/19/NW-T02618_T02619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T026501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PB61025,Nabis Pride two tap hole basin 550mm White,Nabis,57.43,"Coolly modern, the Nabis Pride 550mm basin with two tap holes provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Pride two tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/NW-B61025_wm.jpg,,,,,White/Gloss,N,450,No,Wall/Pedestal,Vitreous China,H8142710001271,Washbasin,N,Contemporary design,White vitreous china,With 2x tap hole,Gloss,Vitreous China,450,Pride,25 Years,Two,2,Lifetime warranty,,,,,,,
21,PA67212,Ideal Standard Connect Air pedstal s/wrp White,Ideal Standard,93.26,This Ideal Standard Concept Air full pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Connect Air pedstal s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/12/NW-A67212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT02622,Ideal Standard Tesi full pedestal,Ideal Standard,52.45,"This Ideal Standard Tesi full pedestal is made of tough vitreous china and is designed to conceal pipework for a smart, easy-clean bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tesi full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/22/NW-T02622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PD02375,Ideal Standard Sandringham 21 2 tap hole basin 550mm White,Ideal Standard,37.55,"Stylish and cost-effective, the Ideal Standard Sandringham 21 550mm pedestal or wall-mounted washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Sandringham 21 2 tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/75/NW-D02375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02375_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
