,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,By Model Number,Feature 1,Feature 2,Colour,Diameter,Weight,Feature 3,Range For Use With,Fuel Type,Feature 4,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Max Set Pressure,Maximum Operating Temperature,Attachment 6,Attachment 7,Dimensions mm (H x W x D),Application,Boiler Bundles,Length (M),Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Size
312,P334009,Worcester Bosch standard telescopic flue 350-570mm Silver,Worcester Bosch,98.0,"A genuine Worcester Bosch spare part, this 100mm telescopic horizontal standard flue and terminal (350-570mm) directs the steam and gases produced during boiler use away from a property.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch standard telescopic flue 350-570mm Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/09/334009_wm.jpg,,,,,,N,,Flue,Greenstar 8000 Life8000 Style,334009 PK,Telescopic Flue,N,,,Compatible with the Worcester Bosch Greenstar 8000 Lifestyle range,"Quick, simple installation",,,,Silver colour finish,"Greenstar 8000 Life, 8000 Style",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,P117351,Grant flexible kit (for 12 46KW boilers) 100mm x 8mtr,Grant,587.31,This Grant 8M E-Fit flexible flue kit is intended for the straightforward fitting of Vortex and VortexBlue boilers with no need to replace an existing chimney. This handy kit allows installers to re-use an original chimney and retain its existing position.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant flexible kit (for 12 46KW boilers) 100mm x 8mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/51/117351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/73/52/117350_117352.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_ezFitFlueGuideOil_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,P117245,Grant high level vertical balanced flue adjustable extension (for 26 70KW boilers),Grant,131.58,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant high level vertical balanced flue adjustable extension (for 26 70KW boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/45/117245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Grant_EZ-Fit_Product_Guide_May-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P117246,Grant high level vertical flue elbow (for 26 70KW boilers),Grant,92.49,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant high level vertical flue elbow (for 26 70KW boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/117246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Grant_EZ-Fit_Product_Guide_May-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,P118453,Baxi multifit IFOS system kit,Baxi,55.56,"This in-flue outdoor sensor, or IFOS, kit is suitable for use with Baxi system boilers with either horizontal or vertical flue terminals. Designed to position a weather temperature compensation control, with an IFOS customers can enjoy the benefits of a system that adjusts in reaction to outside temperature readings.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi multifit IFOS system kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/53/118453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Baxi_Flue_Solutions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/118453_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,P108421,Worcester Bosch Gstar Comfort worc gstar comfort and i rf h/syst care pack,Worcester Bosch,241.08,"This Worcester Bosch Greenstar Comfort+ I RF system care pack includes a Greenstar Mini System 22mm filter. The addition of this filter adds ten years to the warranty of Greenstar 4000 boilers. Also suitable for use with Greenstar 2000 and Greenstar 8000 Lifestyle models, this handy pack includes a RF wireless programmer and key, WB1 inhibitor and WB3 cleaner.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Gstar Comfort worc gstar comfort and i rf h/syst care pack,,Greenstar Comfort+ I RF wireless programmer and key;Greenstar Mini system filter (22mm);Worcester Bosch WB1 inhibitor 500ml bottle;Worcester Bosch WB3 cleaner 500ml bottle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/21/NW-108421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,P788916,Baxi flue sample plug,Baxi,4.05,"This genuine Baxi M14 x 1 flue sample plug is for use in the flue section of the Baxi Combi, System, Main Combi/Combi HE and Performa boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance. We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi flue sample plug,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/16/788916_wm.jpg,,,,,,N,"Combi 105E, Combi 80 Eco, Combi 80 Maxflue, Combi 80E, Combi Instant 105E, Combi Instant 80E, Maxflow Combi Fs, Maxflow Combi Wm, System 35/60, System 60/100, Combi 24, Performa 24, Performa 28, Performa 28i, Performa System 12E, Performa System 18E, Per",Flue,"Combi, System, Main Combi/ Combi HE, Performa",248429,Plug,N,798827,"Maxflow Combi Fs,Performa System 24E,Combi 80 Eco,Performa 28i,Combi Instant 105E,System 35/60,Combi 105E,Combi 24,Maxflow Combi Wm,Combi 80E,Sirius FS 130-160,Sirius FS 50-70,Combi 80 Maxflue,Sirius FS 90-105,Performa System 28E,+ System,Combi Instant 80E",Baxi spare part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,P100810,Worcester Bosch Greenstar high efficiency telescopic flue kit 125mm,Worcester Bosch,182.06,"This Worcester Bosch 125mm diameter high efficiency telescopic flue and terminal (405 - 600mm) is suitable for use with wall-mounted Greenstar gas boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar high efficiency telescopic flue kit 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/10/100810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_82-125mm_Horiz_Flue_Duct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P333869,Intergas standard horizontal flue,Intergas,98.0,An Intergas 520mm horizontal telescopic flue kit designed for the convenient installation of new boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas standard horizontal flue,,1x Intergas horizontal 520mm telescopic flue;1x low profile elbow;2x rubber collars,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/86/101386_wm.jpg,,,,,,N,,Flue,Eco RFHRE,333869 PK,Standard Horizontal Flue,N,,,Suitable for use with all Intergas boilers,"Kit includes Intergas horizontal 520mm telescopic flue, low profile elbow and rubber collars",Chrome,,2160 kg,,"ECO RF, HRE, X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,P118757,Baxi Multifit flue internal fixing kit,Baxi,56.36,"Under the Multifit brand, the telescopic flue kit for Baxi boilers provides a length of 350 - 500 mm, and flue lengths are available in 0.25 metre, 0.5 metre and 1 metre.  This means that there is hardly ever a need to cut a length of flue, reducing installation time and wastage, which is a particular consideration for new build.  The flue sections are joined using a simple push seal mechanism with two positive screw connections giving reassurance that the joint will not come apart. By popular demand, white, black and brown terminal options are now available to better blend into the building.  Where pluming is likely to be a nuisance, a new plume management kit has been introduced.  Available in black or white, the new kit can be retrofitted to the flue terminal and is competitively priced and easy to fit.  And for even greater flexibility, a new ridge tile terminal is available.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit flue internal fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/57/118757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/he/Baxi_Combi_105_Installation_HE.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P105625,Worcester Bosch flue connector vertical 60 100mm,Worcester Bosch,36.92,"This Worcester Bosch 60 100mm vertical flue adapter is suitable for the installation of Greenstar CDi, Si Junior System, Ri and Condensfit II boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch flue connector vertical 60 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/25/105625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Horizontal_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Gstar_FS_CDI_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P101547,Worcester Bosch Greenstar Oilfit vertical extension flue kit 80/125mm,Worcester Bosch,233.29,"Worcester supplies a range of flue accessories for its oil range, allowing boiler siting flexibility.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Oilfit vertical extension flue kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/47/101547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_External_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P118738,Baxi Multifit 93deg bend and plume dispersal kit,Baxi,47.4,"This Baxi Multifit telescopic flue kit ensures you have the exact flue length you require for the day's installation jobs to hand, meaning faster working and less mess with no need to cut flues to size.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit 93deg bend and plume dispersal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/38/118738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,P468168,Biasi flue temperature probe,Biasi,40.16,"This Biasi temperature probe is a spare for the brand's Garda HE, Riva Compact HE and Riva Plus HE boilers. This probe reduces the current resistance as temperature increases and vice versa, informed by information received via a current from the electronic control board. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Biasi flue temperature probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/68/468168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Biasi_M96A-24_28_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,P101384,Intergas horizontal straight wall terminal 600mm,Intergas,133.56,"Compatible with a range of Intergas boiler units, the Intergas 600mm non-telescopic horizontal straight wall terminal is ideal for new boiler installations, offering a fixed length for fitting in straightforward locations.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas horizontal straight wall terminal 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/84/101384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_HRE_HRECO_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,P471741,Johnson and Starley flue temperature sensor,Johnson and Starley,22.13,"This Johnson and Starley flue temperature sensor is compatible with RENO Heat, RENO Xtra, RENO Combi and RENO System boilers.  The sensor is employed to increase circuit resistance in line with temperature drops. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Johnson and Starley flue temperature sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/41/471741_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/J&S_Reno_HE25H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,P127847,Vokera Evolve standard horizontal flue kit 60/100mm,Vokera,104.41,"A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vokera Evolve standard horizontal flue kit 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/47/127847_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vokera_Vision_Plus_Combi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P333745,Viessmann Flue Kit+K48 60/100Mm Dia,Viessmann,89.0,The telescopic flue kit adjusts in length reducing the need for cutting a standard flue pipe.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Viessmann Flue Kit+K48 60/100Mm Dia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/97/147197_wm.jpg,,,,,,N,,Fan Combustion Chamber,Vitodens,333745 PK,Telescopic Flue Kit,N,,K48,Saves cutting and chamfering standard flue,Adjustable length,White,,,Diameter 60/100mm,Vitodens,,Part of the Viessmann Vitodens range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PU82444,Continental single regulator kit,Continental,54.14,"A Continental single cylinder regulator kit (non-OPSO) designed for use with propane gas cylinders. This regulator has a 4kg/hr capacity, 20 bar maximum inlet pressure and 37 mbar outlet pressure.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Continental single regulator kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/44/U82444_wm.jpg,,,,,,N,,Hydraulics,,MBSIN-T/P-POL,Regulator,N,,,Outlet test point on isolation valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P427561,Baxi Multifit plume displacement terminal kit,Baxi,352.72,"This Baxi plume displacement terminal kit is suitable for use with Duo-tec, Megaflo, Platinum, Main HE, Heatmax, Performa, Performa SL, Promax, Combi, Main Eco, Gold, Suprima and Main Combi/Combi HE boilers.  This kit contains a 0.9m 60/100 concentric flue, 1m 60mm diameter exhaust flue pipe, adaptor, 60mm diameter support brackets, 93° elbow/plume outlet assembly, flexible flue trim, elbow, O-rings and jubilee clip for fast, hassle-free installation.  Recommended where a condensate plume from the flue might cause a nuisance, the terminal should be positioned outside a building with the air inlet facing down and outlet connection facing upwards. The outlet must be at least 45° to the wall with the 'peak' uppermost to avoid rain entering the opening. It must be installed at least 2m above ground level and be secured. The plume outlet should be 500mm minimum in any direction from the air inlet.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit plume displacement terminal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/61/427561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_105_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,P211193,Baxi Multifit 93deg plume bend 60/100mm Black,Baxi,43.3,"Designed with an easy to cut white aluminium outer, this Baxi Multifit 93° concentric plume displacement bend has a PPS inner. It is used to redirect a nuisance gas and steam plume where an outlet is inconveniently located. Provided with a push-seal and positive screw fixings for all connections, this elbow is suitable for use with GA Combi and System boilers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit 93deg plume bend 60/100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/93/NW-211193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_GA_Combi_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_Flue_Solutions_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P114925,Ideal Spares low standard height kit DN80,Ideal,449.0,"Allowing for flow separation in a hydronic system, the Ideal Evomax three unit low loss header is designed for installations with restricted headroom. The header is pre-insulated and supplied with connections.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Spares low standard height kit DN80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/58/578058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/27/114925_114927.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,P127273,Vokera telescopic horizontal flue kit 60/100mm,Vokera,98.61,Vokera offer a wide range of flue systems that are able to meet the majority of applications. There are concentric flue systems and a parallel (twin) flue system that can be used in either horizontal or vertical configurations. All Vokera flue systems incorporate push-fit connections that are designed to enable a fast and simple method of installation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vokera telescopic horizontal flue kit 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/73/127273_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/06/19/Vokera_Product_Guide_ED3_0619.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Easi-Heat_Plus_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,P101344,Intergas Kit-A fitting (rear jig) 28/24,Intergas,92.4,This Intergas HRE 28/24 rear jig makes fitting Intergas brand boilers easier,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas Kit-A fitting (rear jig) 28/24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/44/101344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/13/45/101344_101345.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
