,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,By Model Number,Feature 1,Feature 2,Colour,Diameter,Weight,Feature 3,Range For Use With,Fuel Type,Feature 4,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Max Set Pressure,Maximum Operating Temperature,Attachment 6,Attachment 7,Dimensions mm (H x W x D),Application,Boiler Bundles,Length (M),Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Size
80,P105153,Worcester Bosch flue extension 60/100mm x 2mtr,Worcester Bosch,139.38,"This Worcester Bosch 60/100mm flue extension provides an additional length of 2M for more convenient siting of Greenstar CDi, Si Junior System, Ri and Condensfit II boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch flue extension 60/100mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/53/105153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Horizontal_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Gstar_FS_CDI_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P108775,Glow-worm plume management kit Black,Glow-worm,85.05,"This Glow-worm plume management kit is used to solve the issue of nuisance pluming, where the plume caused by a condensing boiler causes an obstruction in a garden, side passage or courtyard. This neat, simple black piping fits onto a horizontal flue, redirecting the plume away from the flue duct.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Glow-worm plume management kit Black,,variable termination kit black,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/75/108775_wm.jpg,,,,,,N,,Flue,Domestic Boilers,0020219531,Plume Management Kit,N,n/a,,Variable Termination Kit DN60 PP Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P196094,Alpha plume management kit Black,Alpha,83.76,"This black plume management kit from Alpha allows the installer to redirect the boiler plume doing away with the issue of nuisance pluming.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Alpha plume management kit Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/94/196094_wm.jpg,,,,,,N,,Flue,,6.2001300,Management Kit,N,,,Easy to install,Multi-directional terminal,,,,Push-fit connections,,Natural Gas,Reduces nuisance pluming,,,,,,,Total siting flexibility,Wall brackets included,,,,,,,,,,,,,,,,,,,,,,,,
83,P108463,Worcester Bosch Greenstar 1000 rear spacer frame,Worcester Bosch,51.48,"This Worcester Bosch rear spacer frame leaves 35mm of space behind a boiler for vertical piping. Suitable for Greenstar 1000 boilers, this frame allows for the concealment of central heating flow and return, DHW and DCW pipes.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar 1000 rear spacer frame,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/63/108463_wm.jpg,,,,,,N,Greenstar 1000,,,7736902620,Domestic Accessory,N,n/a,,For Greenstar 1000 units,Pipes can be routed behind unit for neat installation,,,,5 year warranty,Greenstar 1000 Range,,,5,866,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
84,P412803,Ideal Spares ignition electrode kit,Ideal,89.25,An Ideal brand ignition electrode kit for Evomod commercial boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Spares ignition electrode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/03/NW-412803_wm.jpg,,,,,,N,,,,176259,Ignition Electrode Kit,N,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,Spares,,,,,14.7L X 21.8W X 2.8H,Commercial,,,,,,,,,,,,,
85,P333870,Intergas standard vertical flue,Intergas,98.0,The Intergas HRE & EcoRF Boiler Range utilise a concentric flue arrangement consisting of a 60mm diameter inner flue (exhaust) and a 100mm diameter outer (air inlet) duct as standard.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas standard vertical flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/70/333870_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_HRE_HRECO_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P797559,Baxi standard flue kit - horizontal,Baxi,188.73,"This Baxi flue kit is for use with Combi, Performa, Main Combi/Combi HE and System boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi standard flue kit - horizontal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/59/797559_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_80_Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P108427,Worcester Bosch 4000 simpleswitch flue adapter 60-100,Worcester Bosch,26.37,"This Worcester Bosch Greenstar SimpleSwitch 60/100mm flue adapter allows for the installation of a flue using an existing vertical or horizontal hole through the external wall of the property. It is suitable for use when replacing an i Junior or Si boiler with a Greenstar 4000 boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch 4000 simpleswitch flue adapter 60-100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/27/NW-108427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P333902,Grant standard flue kit (includes stainless steel terminal guard) 12-26kW Black pack,Grant,209.0,"This Grant round low level balanced standard flue kit is compatible with EZ-Fit, Vortex, VortexBlue units. It includes a stainless steel terminal duct and unique quick-fit self-sealing ducts so you're ensured a perfect seal with no need for silicone or tape jointing.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant standard flue kit (includes stainless steel terminal guard) 12-26kW Black pack,,"starter elbow with internal seal;Terminal elbow with external seal, Terminal guard, lubricant ;seals.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/05/115205_wm.jpg,,,,,,N,12-26 kW,Flue,"EZ-Fit, Vortex, VortexBlue",333902 PK,Standard Flue Kit,N,n/a,,Low Level Flue for 12-26KW Internal Boilers & 26KW Combi Boiler Including S/S Terminal Guard External Black Finish,,Black,,52 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P123916,Ideal flue finishing kit,Ideal,13.93,"This finishing kit is designed for the flue in Ideal M and HE boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal flue finishing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/16/123916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_LogicFlueing-Accessories_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic_Gas_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P105548,Worcester Bosch filling link for Junior and SI II,Worcester Bosch,32.65,"Helping to minimise the need for costly engineer callouts, this Worcester Bosch keyless integral filling link connects a cold mains connection and a heating return circuit on a wall mounting jig. This link makes topping up a Greenstar Junior or Si Combi heating system easy with no need to dig deep for a key.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch filling link for Junior and SI II,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/48/105548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Bosch_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/105548_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P127826,Vokera SE horizontal flue terminal,Vokera,113.28,"This Vokera flue terminal is suitable for Linea, Option, Compact, Aquanova and EasiFlo units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vokera SE horizontal flue terminal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/26/127826_wm.jpg,,,,,,N,"24, 28, 24, 24, 28",Flue,"Linea, Option, Compact, Aquanova, EasiFlo",20163408,Flue Terminal,N,n/a,,Brass construction,Suitable for wide variety of applications,,,,Male thread to ISO 71 BS 21 DIN 2999,,,,,,,,,,,,,,,,Se,,,,,,,,,,,,,,,,,,,
92,P170124,Ideal Heating Halo heat and system Wi-Fi,Ideal Heating,234.91,"Engineered for use with an Ideal boiler, the Ideal Heating Halo Heat & System Wi-Fi provides flexible control of a heating and hot water system using the intuitive Halo smartphone app, putting comfort and convenience in the palm of your hand. Easy to install and to operate, this device provides you with a slew of useful features, including geolocation so your heating adjusts to suit your lifestyle, and connects to your digital home assistant for complete Smart Home compatibility.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Heating Halo heat and system Wi-Fi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/24/170124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Heating_Halo_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Ideal_Heating_Halo_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P427555,Baxi Multifit horizontal flue with inline elbow,Baxi,119.74,"This Baxi flue and elbow is for use with the brand's Combi, Duo-tec, Megaflo, Platinum, Main Combi/Combi HE, Main Eco, Main Eco Elite, Main HE, Gold, Heatmax, Performa, Performa SL, Promax and Suprima boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit horizontal flue with inline elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/55/427555_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_105_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
