,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 3,Attachment 4,Colour,Range,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Shape,Type,Dimensions (L x W x D),Fuel Type,Seasonal Space Heating Energy Efficiency %,Feature 12,Feature 13,Feature 14,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Attachment 5,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Number of Outlets,Number of Spray Patterns,Amps,Position,Pressure,Pump Type,Watts,Positive / Neutral / Universal,Twin / Single,Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Number of Channels,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Connection Size,Diameter,Energy Efficiency Class,Mounting Type,With Drain Off,Flow Water Temperature,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,With Lockshield,Attachment 6,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Attachment 7,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Setting Range,Dimensions mm (H x W x D),Operating Temperature Range (C),Boiler Section,Boiler Range,Pack Size,Pack Type,Feature 15,Feature 16,Weight,Overheat Protection,Direct / Indirect,Insulation Type,Feature 17,Feature 18,Feature 19,Size,Water Entry Points,Output,IP Rating,BTU h
22,P222065,Drayton ZA5/679 2 port motorised valve 22mm,Drayton,44.99,"Making servicing simple, this Drayton 22mm motorised zone valve incorporates a snap-on actuator, which can be removed from the body by simply pressing the release button on the side. This system allows easy access for replacement of the motor or complete actuator replacement.",Offers and promotions/Offers and promotions.csv -> Drayton ZA5/679 2 port motorised valve 22mm,,Motorised zone valve;Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-302103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Motorised_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Motorised_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P609281,Adey MagnaClean Professional2 filter 22mm pack,Adey,74.0,"Capturing the maximum amount of magnetite possible, the Adey MagnaClean Professional2 22mm filter provides reliable protection from potentially damaging debris, helping to extend the life of your central heating system.",Offers and promotions/Offers and promotions.csv -> Adey MagnaClean Professional2 filter 22mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/81/NW-609281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleanProf2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P333079,Worcester 4000 30 kW boiler flue & comfort pack,Worcester,1304.0,"Making specification and fitting simple, this complete boiler pack is built around the Worcester Bosch 4000 30kW boiler and a compatible flue.",Offers and promotions/Offers and promotions.csv -> Worcester 4000 30 kW boiler flue & comfort pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/_b/333079_B_wm.jpg,,,,,,N,,,,,,333079 PK,N,,,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P597822,Center Heating 18 Litre Expansion Vessel,Center,31.69,A 18L Center heating expansion vessel.,Offers and promotions/Offers and promotions.csv -> Center Heating 18 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/23/597819_23_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597822_Center_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597822_Center_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD35284,Mira Relate ERD dual outlet bar valve shower chrome,Mira,147.0,"Bringing together reliable performance and attractive, crowd-pleasing design, the Mira Relate ERD mixer shower, with 90mm head and 200mm deluge head, offers flexible, easy installation and hassle-free cleaning. Featuring Mira's Magni-flo technology for three times better flow than other showers and a range of safety features including thermostatic temperature control, the Relate is ideal for family bathrooms.",Offers and promotions/Offers and promotions.csv -> Mira Relate ERD dual outlet bar valve shower chrome,,Mixer shower;Bar valve;Pair of handles;6L/min flow regulator;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x fixing screws;2x wall plugs;2x concealed plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/84/NW-D35284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_ERD_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_ERD_Bar_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Relate_ERD_Bar_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P222066,Drayton MA1/679 mid position valve 22mm,Drayton,57.99,"Making servicing simple, this Drayton 22mm motorised valve incorporates a snap-on actuator, which can be removed from the body by simply pressing the release button on the side. This system allows easy access for replacement of the motor or complete actuator replacement.",Offers and promotions/Offers and promotions.csv -> Drayton MA1/679 mid position valve 22mm,,Motorised valve;Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/01/NW-302101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Motorised_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Motorised_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD35254,Triton T80Z fast fit shower 8.5kw White/Chrome Plated,Triton,99.0,"Attractively designed for a modern, stylish look, the chrome and white 8.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Offers and promotions/Offers and promotions.csv -> Triton T80Z fast fit shower 8.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/65/D00465_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P333023,Vokera Excel i 30 20188734 combi boiler only pack,Vokera,430.0,"Exclusively available to Wolseley customers, the Vokera Excel-i 30 combi boiler accepts a 20% hydrogen blend but is also suitable for operation via a methane-hydrogen blend to meet the requirements of imminent network switchovers. Fitted with a large bore stainless steel heat exchanger, this robust 30kW boiler is designed for reduced downtime, operating efficiently and reliably with regular servicing. Thanks to its simple, modern digital user interface, the Excel-i is easy to operate and commission with quick navigation through settings with no need to constantly refer back to the unit's instruction manual.",Offers and promotions/Offers and promotions.csv -> Vokera Excel i 30 20188734 combi boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/43/105642_105643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Vokera_Excel-i_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD35265,Mira Jump Multi-Fit electric shower 8.5kw,Mira,90.0,"With three spray showerheads, the 8.5kW Mira Jump Multi-Fit electric shower offers the ultimate in flexible showering comfort. Easy to install, with multiple cable and water entry points, this stylish chrome and white unit is the perfect upgrade to an existing electric shower, minimising the need to re-tile after fitting. The A-rated Jump provides an eco setting, rub-clean nozzles and inbuilt Mira Clearscale™ technology to reduce the build-up of limescale by up to 50% for better performance over a longer lifetime.",Offers and promotions/Offers and promotions.csv -> Mira Jump Multi-Fit electric shower 8.5kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/66/NW-D35265_D35266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Jump_Multi-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Jump_Elec_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat-Nectar_Shower_Fits_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Jump_Multi-fit_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P231599,Mira relate ERD dual outlet bar mixer shower Matt Black,Mira,209.0,"An up-to-the-minute statement design, the Mira Relate ERD dual outlet bar mixer shower is finished in an eye-catching matte black, durability tested for a long lasting sleek finish. This attractive shower minimises maintenance with easy-clean nozzles while safety is assured through features such as Mira's Cool Shield technology and precise thermostatic control. The Relate offers four indulgent spray settings, easily selected via the on-handle push button.",Offers and promotions/Offers and promotions.csv -> Mira relate ERD dual outlet bar mixer shower Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/69/D96069_wm.jpg,,,,,5 Years,N,,,Stainless Steel,,,231599 PK,N,,,With enhanced 100mm handheld shower,Easy-clean nozzles,Switches effortlessly between 4x spray settings via push button,Separate temperature and flow controls,Precision thermostatic control,Maximum temperature stop,Mira Cool Shield technology prevents hot touchpoints,"Works with any system, at any pressure",Guaranteed performance thanks to Mira Magni-flo technology,Matte black finish,Rigorous testing to guarantee long-lasting performance even in hard water,,,Black/Matt,,,,,,,Dual outlet bar Value,,,,5 year warranty,,,9/L a minute at 0.5bar,,,569,,,,,,,10,0.1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P231527,Stuart Turner Showermate twin shower pump S1.5 bar,Stuart Turner,105.0,"Boosting both hot and cold water supplies to a bathroom where pressure is an issue, the Stuart Turner Showermate S1.5 standard twin shower pump supplies reliable flow rates of up to 32LPM. A compact and quiet unit offering excellent levels of performance, Showermate is supplied with two 15mm anti-vibration flexible hoses with integral isolation valves on their inlets in addition to a pre-wired power cable.",Offers and promotions/Offers and promotions.csv -> Stuart Turner Showermate twin shower pump S1.5 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/34/NW-D52933_D52934_wm.jpg,,,G3/4 Male,40,3 Year,N,,,Plastic,,,231527 PK,N,,,Suitable for positive head applications,High-quality compact plastic pump,With 15mm flexible hoses with integral ISO valves on inlets,Quiet in operation,Intermittently rated,With anti-vibration feet,EPDM/PTFE/Al oxide seal,Pre-wired with 1.5M power cable,WRAS approved,3 year warranty,,,,Black,Showermate,,,,,,,,,,,,,32 L/min,230,Single,,,,,,,,,0.6,,,1.7,Horizontal,1.5 bar,Peripheral/Regenerative,385,Positive,Twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PC22712,Bristan Sonique sequential exposed valve mixer shower and kit,Bristan,109.0,"Supplied with all required parts for easy installation, the Bristan Sonique exposed mini valve shower has a modern, angular design well-suited to contemporary bathrooms and incorporates thermostatic technology for reliably comfortable and safe showering.",Offers and promotions/Offers and promotions.csv -> Bristan Sonique sequential exposed valve mixer shower and kit,,Shower Valve;2x long elbows;2x covers;2x filters;Green flow regulator;Yellow flow regulator;2x backplate fixings;Showerhead;2x sealing washers;Shower hose;Riser rail;4x riser rail fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/12/NW-C22712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/uc/Bristan_Sonique_Capri_Acute_Instruc.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22712_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22712_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P178136,Honeywell Home ST900C 7 Day Progra mmer 2 Channel,Honeywell Home,69.0,"Controlling heating and stored hot water in complete systems, the ST9400C two channel, seven day programmer has up to three on/off periods per day, optional 5/2 or one day programming and independent heating and hot water control for maximum efficiency. Offering the option to set as a mini programmer for older gravity circulation stored hot water systems, where there is no interlocking control valve, ST9400C is suitable for combi boilers, heating zones or any application where small electric loads are switched. The programmer's Line of Text (LoT) display gives clear instructions whenever any button or slider is used for simple, hassle-free use.",Offers and promotions/Offers and promotions.csv -> Honeywell Home ST900C 7 Day Progra mmer 2 Channel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/240710_wm.jpg,,,,,1 year,N,,,,,,178136 PK,N,Industrial,,"LoT display, provides text feedback help and programming hints",Factory set clock and date,Automatic summer/winter 1 hour time change,Temporary or permanent override facilities,"Extra hour facility, for up to 3 hours boost or programme extension",Choice of 3 different built-in programmes,Programme indicator lights,Fits on industry standard back plate,Direct replacement for ST6400 models,Any programmed settings retained indefinitely in non volatile memory,Up to 3 on/off times per day,,,,,,,,,,Programmer,145 (W) x 99 (H) x 35 mm (D),,,Complies with Building Regulations Part L1 for England and Wales and Part J for Scotland,1 year warranty,,,,,35,,,,,,,,,,,,,,,,,,No,2 x SPDT,Yes,1,3 A at 230 VAC,7 Days,3,No,Digital,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC22711,Bristan Frenzy cool touch bar valve shower multi-mode kit,Bristan,69.0,"Suitable for all plumbing systems but performing best in a balanced system, the Bristan Frenzy thermostatic surface-mounted bar shower valve is supplied with an adjustable riser kit. Ensuring safe showering for the whole family, this valve incorporates a thermostatic cartridge which will maintain the temperature to ±1°C, reacting to changes in incoming temperature or pressure to ensure an always stable outlet temperature.",Offers and promotions/Offers and promotions.csv -> Bristan Frenzy cool touch bar valve shower multi-mode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/11/NW-C22711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22711_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22711_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
