,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 3,Attachment 4,Colour,Range,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Shape,Type,Dimensions (L x W x D),Fuel Type,Seasonal Space Heating Energy Efficiency %,Feature 12,Feature 13,Feature 14,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Attachment 5,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Number of Outlets,Number of Spray Patterns,Amps,Position,Pressure,Pump Type,Watts,Positive / Neutral / Universal,Twin / Single,Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Number of Channels,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Connection Size,Diameter,Energy Efficiency Class,Mounting Type,With Drain Off,Flow Water Temperature,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,With Lockshield,Attachment 6,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Attachment 7,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Setting Range,Dimensions mm (H x W x D),Operating Temperature Range (C),Boiler Section,Boiler Range,Pack Size,Pack Type,Feature 15,Feature 16,Weight,Overheat Protection,Direct / Indirect,Insulation Type,Feature 17,Feature 18,Feature 19,Size,Water Entry Points,Output,IP Rating,BTU h
201,PD74295,Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,Ariston,380.0,"Easy to use and packed with great features, the modern 80L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Offers and promotions/Offers and promotions.csv -> Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P605851,Mitsubishi Ecodan PUZ monobloc ASHP unit 5kW,Mitsubishi,1907.18,"A highly flexible solution, the Mitsubishi Ecodan PUZ 5kW air source heat pump unit is suitable for installation in any property type, from smaller dwellings to large size commercial spaces. An efficient alternative to traditionally high carbon heating systems, this ASHP makes use of reliable renewable technology for sustainable space heating and hot water with no need for flues, gas or ventilation.",Offers and promotions/Offers and promotions.csv -> Mitsubishi Ecodan PUZ monobloc ASHP unit 5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/51/605851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT03108,Nebo Torchy 2K rechargeable torch,Nebo,32.5,"MagDock USB rechargeable, the Nebo Torchy 2K offers a convenient five individual light modes, scrolled through using Smart Power Control for ease of use. Water-resistant and highly robust, this powerful and useful pocket light is supplied with a handy detachable two-way clip for hands-free working in difficult spots.",Offers and promotions/Offers and promotions.csv -> Nebo Torchy 2K rechargeable torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/08/T03108_wm.jpg,,,,,,N,,,,,,NEB-FLT-1006-G,N,,,Rechargeable power,Manufactured in anodised aircraft-grade aluminium,Water and impact-resistant,Smart Power Control (SPC),Direct-to-low feature,Removable steel belt/pocket clip,With power memory recall,,,,,,,,Torchy,,,,,,Flashlight,1303790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PBE7947,Scruffs winter essentials pack Black,Scruffs,10.79,"A perfect gift for someone who often works outside, this Scruffs winter essentials pack contains a soft-touch fleece beanie hat, neck warmer and gloves. These lightweight winter accessories make working in tough winter conditions more bearable, helping to keep hands and heads protected from wind and chilly air.",Offers and promotions/Offers and promotions.csv -> Scruffs winter essentials pack Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/NW-BE7947_wm.jpg,,,,,,N,,,,,,T54874,N,IndustrialCommercial,,"Made from warm, lightweight fleece",Suitable for industrial or commercial use,Machine washable,Ideal gift pack,One size fits all,,,,,,,,,Black,,,,,,,Winter Essentials Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Box,,,,,,,,,,,,,,
205,P111308,"Alpha E-TEC NX + 33 kW boiler, flue and copper tube 6 mtr x 22 mm pack",Alpha,964.0,TBC,"Offers and promotions/Offers and promotions.csv -> Alpha E-TEC NX + 33 kW boiler, flue and copper tube 6 mtr x 22 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/08/111308_wm.jpg,,,,,,N,,,,,,111308 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PP76412,Bristan echo easyfit mono sink mixer Gun Metal pack,Bristan,99.0,"A modern choice for a contemporary kitchen, the Bristan Echo EasyFit sink mixer tap is finished in a statement gunmetal. Suitable for deck mounting, this twin lever-operated tap offers ease of installation using the secure, fast EasyFit system, with all tools and parts required for straightforward top-down installation included along with the main tap unit.",Offers and promotions/Offers and promotions.csv -> Bristan echo easyfit mono sink mixer Gun Metal pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/81/D80381_wm.jpg,,,,65,10 Years,N,,,Brass,,,P76412 PK,N,,,Brass construction,Gunmetal finish,Unique patented top fix design for simple installation,Locks into place with supplied Allen key,With 2x isolation valves and flexi tails,Connect to water supply and isolate base,Tap pushes onto base to secure,Easyfit tool and screws provided,Swivel spout for easy useWith long life quarter-turn ceramic disc valves for durablity and ease of use,High quality metal fixings for security and durability,10 year warranty,,,GunMetal,,,,,,,Twin Lever Mono Sink Mixers,,,,,,,39.7 l/min @ 5 bar,,,230,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,190,Contemporary,Suitable for all pressure,No,No,Yes,N/A,Deck Mounted,Lever Handle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,P625005,Aspen Pumps 1450 lumen rechargeable work light,Aspen Pumps,81.12,"The SLR-1450 Work Light, featuring a powerful 1450 lumen white COB LED with 6500k color temperature. This versatile light also includes a 150 lumen white LED flashlight, as well as 45 lumen Red and Red flash modes for added functionality. The light is powered by a 'LG' 3.7v 5000mAh 21700 Li-ion battery, which can be easily charged via USB-C in just 3 hours. The light is built to last with a super tough copolymer and aluminium construction, and features a 180 rotating handle/stand with carabiner snap hook, strong magnets within the stand, and a glow-in-the-dark strip for extra visibility. The battery level and charging indicators allow for easy monitoring, and the battery can even be removed for convenience. The 21700 battery has its own USB-C port, allowing it to be used as a 1A powerbank or easily charged out of the lamp. A 1m high quality USB-C cable is included for easy charging.",Offers and promotions/Offers and promotions.csv -> Aspen Pumps 1450 lumen rechargeable work light,,Inspection Light;1m USB-C Cable;Sticker;QR code manual card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/05/625005_wm.jpg,,,,,,N,,,,,,SLR-1450,N,,,1450 lumen 6500k white COB LED with 150 lumen 6500k white LED flashlight,Plus 45 lumen Red and Red flash modes,Powerful ‘LG’ 3.7v 5000mAh 21700 Li-ion battery,Super tough copolymer and aluminium construction,180  rotating handle/stand with carabiner snap hook,Strong magnets within the stand,Glow-in-the-dark strip for extra visibility,Battery level and charging indicators,Fast 2A USB-C charging - 3 hours,1m  USB-C cable included,Battery can be removed so a convenient spare can be kept at hand,,,,,,,,,,Inspection Light,122.5 x 50.5 x 50.5mm,,,21700 battery has its own USB-C port so is easily charged out of the lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,P178142,Prolite SS Direct Cylinder 200 ltr Pk,Prolite,590.0,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 200L unvented direct cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Offers and promotions/Offers and promotions.csv -> Prolite SS Direct Cylinder 200 ltr Pk,,Cylinder;Cold water inlet set;Two port zone valve;Dual thermostat;3kW immersion heater;Expansion vessel;Tundish;T&P relief valve;T&P valve insulated cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW-175012_175015_wm.jpg,,,,,25 Year,N,,,Stainless Steel,,,178142 PK,N,,200 l,High-grade Duplex stainless steel cylinder,"Fully insulated with 50mm 100% CFC and HCFC-free polyurethane, minimising heat loss",Lightweight construction with silver finish,High-quality unvented components,Plumbing connection is clearly identified and accessible at front of cylinder,22mm compression connections,Highly efficient primary coil reduces reheat times,ErP C-rated,25 year warranty,,,,,,,,,,,,Direct Cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,545mm,C,Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PD10030,"Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated pack",Bristan,91.99,"Finished in bright, glossy chrome, these Bristan 1901 bath taps are made of durable brass. Suitable for all plumbing systems, this pair of deck-mounted, Edwardian-inspired taps is an ideal choice for bathrooms in period homes.","Offers and promotions/Offers and promotions.csv -> Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated pack",,"2 x Taps, 2 x Metal Washers, 2 x Black Rubber Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/80/NW-D77380_wm.jpg,,,,65,5 Years,N,,,Brass,,,D10030 PK,N,,,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life 1/4 turn ceramic disc valves,Metal handles,Metal back nuts for durability,Chrome-plated to BS EN 248,"Flow rate 15.5LPM at 0.2 bar, 63.6LPM at 5 bar",5 year warranty,,,,Chrome/Metallic,1901,,,,,,Bath Tap,,,,,,,19.5 L/min at 0.2 bar104.7 L/min at 5 bar,,,107,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,85,Traditional,Low,No,No,Yes,Fixed,Deck,Cross,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT03109,Nebo Mycro 500 Headtorch,Nebo,28.5,"Rechargeable for ease of repeated use, the Nebo Mycro 500+ headlamp and cap light makes hands-free working simple and convenient. Offering a 500 lumen output with both a spotlight and a floodlight function, this smart torch has an integrated tilt feature, allowing the user to position the beam as needed, making it ideal for up-close work in challenging locations.",Offers and promotions/Offers and promotions.csv -> Nebo Mycro 500 Headtorch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/09/T03109_wm.jpg,,,,,,N,,,,,,NEB-HLP-1005-G,N,,,USB-C rechargeable,With Smart Power Control(SPC),Water and impact-resistant,With battery charging indicator,Detachable cap light clip with adjustable tilt,Direct-to-red feature,IPX4 protected,,,,,,,,NEBO,,,,,,Headlamp,16870123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PD35295,Mira Sport manual dual outlet electric shower 9.8kW,Mira,275.0,"Easy to install, the Mira Sport manual dual outlet 9.8kW electric shower offers retrofit options to minimise the hassle of a bathroom refit. Attractively styled in white and chrome, this shower is supplied complete with a luxury overhead soaking shower and a targeted handheld head, providing you with a range of showering options to suit your mood.",Offers and promotions/Offers and promotions.csv -> Mira Sport manual dual outlet electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/37/D90837_wm.jpg,,,,,2 years,N,,,,,,D35295 PK,N,,,Includes 120mm handheld spray,Includes large 250mm overhead showerhead,With 5x spray patterns total,White and chrome finish,2 year warranty,,,,,,,,,Chrome / White,Sport,,,,,,,,,,,,,N/A (conditions apply),,,90,,,,,,,10.0,0.7,,5,,,0.7 Bar Minimum dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS,A,15 dB,Manual,250,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,,,
212,P414662,Mira Vigour manual power shower pack,Mira,145.0,"Fitted with a pump, the Mira Vigour thermostatic power shower ensures great showering pressure, even in low water pressure systems. Delivering separate flow and temperature control alongside a luxury four pattern showerhead, this shower unit provides users with everything they need for comfortable, safe showering. Thanks to rub-clean showerhead nozzles and a neat white and chrome finish, the Vigour is easy to clean and maintain.",Offers and promotions/Offers and promotions.csv -> Mira Vigour manual power shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/D62128_wm.jpg,,,,2555 to 65,1 year,N,,,Metal / Plastic,,,414662 PK,N,,,Separate flow and temperature controls,With 4x spray pattern showerhead,Rub-clean nozzles for easy cleaning,For homes with low pressure water system and good hot water supply,Phased shutdown,Factory set to safe maximum temperature,"With 15mm push-fit inlet and 1/2"" BSP male outlet",Left back water and cable entry points,1 year warranty,,,,,White / Chrome,Vigour,,,,,,Manual,,,,,,,12 L/min,230 - 240,,155,,,,,,,0.5,0.01,,4,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,,,,,,90,310,210,130,1250,,,Left - Back / Bottom / Top,,,,,,,,,,,,,,,,,,,,,,,Left TopLeft BottomLeft Back,,,
213,PD73818,Ariston Velis Evo Wifi 80 storage water heater Brushed Metal pack,Ariston,465.0,"The compact, Italian-designed Ariston Velis Evo Wi-Fi storage electric water heater incorporates a slim twin tank configuration for high hot water availability in premises where space is limited. This 80L capacity wall-mounted water heater is suitable for domestic and light commercial environments thanks to its dual 3kW power supply and reliable safety features. With inbuilt smart Blue Tech touchscreen controls, the contemporary Velis Evo Wi-Fi is easy to set up and use.",Offers and promotions/Offers and promotions.csv -> Ariston Velis Evo Wifi 80 storage water heater Brushed Metal pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/18/NW-D73818_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Ariston_Velis_Evo_WiFi_80UK_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Velis_Evo_Wi_Fi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ariston_Velis_Evo_WiFi_KIWA_UKManual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Velis_Evo_WiFi_Installations.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_Wi_Fi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Ariston_Hot_Water_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,P231616,Mira Jump Multi-Fit electric shower 10.8Kw,Mira,125.0,"Providing a showering experience to suit all needs, the Mira Jump Multi-Fit 10.8kW electric shower is supplied with three-spray showerheads for flexibility and features a smart white and chrome finish that fits seamlessly into most bathroom schemes. Ideal for retrofit, this shower has multiple cable and water entry points, helping to reduce the need for retiling after installation. Ongoing maintenance is simplified too, thanks to integrated Clearscale technology and rub-clean nozzles, reducing limescale build-up by up to 50%.",Offers and promotions/Offers and promotions.csv -> Mira Jump Multi-Fit electric shower 10.8Kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/NW-D90813_D90815_wm.jpg,,,,,2 years,N,,,,,,231616 PK,N,,,"Includes shower, showerheads and fittings","With installation template, installation and user guides and guarantee brochure",Straightforward replacement for existing electric showers,Multiple water and electric entry points,Offers consistent performance,Offers greater coverage via 110mm showerhead,Incorporates safety features for safer showering,Showerhead has rub-clean nozzles for reduced limescale build-up,Eco setting reduces waste,With 4x spray patterns,Includes 1.25M hose,,,Chrome/White/Polished,Jump,,,,,,,,,,Flow rate 6.3LPM,2 year warranty,,6.3 L/min,,,117,,,,,,,5,1,,4,,,5.0 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS,A,15 dB,Manual,110,356,225,107,1250,Left/Right TopLeft/Right BottomLeft/Right Back,39,Ambidextrous - Back / Bottom / Top,,,,,,,,,,,,,,,,,,,,,,,,,,
215,P111301,"Alpha E-TEC NX 33 kW boiler, flue and copper tube 15 mtr x 15 mm pack",Alpha,668.0,TBC,"Offers and promotions/Offers and promotions.csv -> Alpha E-TEC NX 33 kW boiler, flue and copper tube 15 mtr x 15 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/01/111301_wm.jpg,,,,,,N,,,,,,111301 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PP05405,Mira Vigour thermostatic dual outlet shower pack,Mira,249.0,"The Mira Vigour thermostatic dual outlet shower pack incorporates an easy to use diverter allowing the user to effortlessly switch from an invigorating overhead deluge shower to a practical targeted rinsing handset. This reliable, powerful shower combines an elegant design finished in clean, simple white with thermostatic safety for family-friendly showering.",Offers and promotions/Offers and promotions.csv -> Mira Vigour thermostatic dual outlet shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/49/D52949_wm.jpg,,,,Cold water range: Up to 25°C,1 year,N,,,Plastic and metal,,,P05405 PK,N,,,Thermostatic technology for safe showering,Dual outlet for easy diverting between deluge showerhead and handshower,Separate temperature and flow controls,With 200mm deluge overhead shower,With 90mm single mode handheld shower,White finish,1 year warranty,,,,,,,White,Vigour,,,,,,Power Shower,,,,,,,upto 14L/m,Supply voltage: 230v ± 10%,,130,,,,,,,1,"Minimum maintained pressure 0,008",,1,,,,,,,,,,,,,,,,,,,,Minimum maintained pressure: 0.008 bar (80mm head),,,,,,,,,,,,,,,,,,,,,,,,200,310,210,130,1250,,,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,"Left (rising, falling & rear)",,,
