,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Pack Quantity,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Feature 19,Attachment 6,Attachment 7,Attachment 8
68,P333877,Viessmann Vitodens 100-W 25 100-w system b1hf 25kw,Viessmann,1213.37,"Ready for use with a 20% blend of hydrogen H2, the state of the art Viessmann Vitodens 100-W 25 wall-mounted system boiler is designed for use in small, well-insulated homes. Employing the latest innovative technology, this ErP A-rated boiler promises excellent efficiency and performance you can rely on. Compatible with smart technology, the 25kW Vitodens 100-W is a user-friendly choice for a modern, eco-conscious household.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Viessmann Vitodens 100-W 25 100-w system b1hf 25kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/29/NW-147025_147029_wm.jpg,Natural Gas,Vitodens 100-W,5 Year,33 kg,A,N,,25 kW,360,,33,94,Wall Mount,333877 PK,System Boiler,N,Compact design,Low weight,Low fan speed for quiet operation,High-quality stainless steel Inox-Radial heat exchanger,Up to 94% of fuel used converted into heat,Hydrogen-ready (H2 20% blend),Low CO2 emissions for reduced environmental impact,User friendly LED touchscreen,"Optional ViCare Thermostat, no third-party controls required",Lambda Pro combustion control,5 year warranty,Option to extend warranty by a further 7 years,,,,,,,White/Gloss,,A,,,,,,,,,,,
69,P120227,Ideal Vogue Gen2 S32 system boiler,Ideal,1364.59,"The room-sealed Ideal Vogue Gen 2 S32 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 32kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S32 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/120224_120227_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Gen2_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120227_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Gen2_System_Warranty.pdf,,,,,
70,P102441,Intergas HRE SB 24 ErP compact system boiler,Intergas,1315.78,"The wall-mounted Intergas Compact HRE 24 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 24 ErP compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/43/102440_102443_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/102441_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_HRE-SB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/ov/Intergas_Flyer_Compact-HRE-OV.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_HRE-SB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Intergas_HRE-SB_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,
71,P130190,Glow-worm Energy 15s boiler 15s,Glow-worm,1305.5,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 15s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 15kW output boiler is  easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Glow-worm Energy 15s boiler 15s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,
72,PS32684,Atag QR-Series Q60SR system boiler,Atag,2598.75,"Incorporating up to date efficiency and low carbon tech, the ATAG Commercial QR60 system boiler is designed with a stainless steel heat exchanger, burner control unit with LCD display and built-in pump. It also boasts an integrated zone management system for up to three central heating zones. Suitable for large domestic and light commercial use, QR38 supplies a seasonal space heating efficiency of 93% combined with low NOx emissions, ensuring reliable heating without high costs. Ideal for use alongside a hot water cylinder, this easy to install heat-only boiler can form part of a cascade and offers compatibility with a range of flue options.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Atag QR-Series Q60SR system boiler,,Boiler with casing;Gas isolation valve;Automatic vent (inside the boiler);Concentric flue adapter 80/125;Safety valve (inside the boiler);Template on the package wrapper;Suspension bracket;Installation instructions;Draining valve with T-piece;Operating m,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/84/S32684_wm.jpg,Natural Gas,QR-Series,5 Years,68 kg,A,N,A,60 kW,385,,,89.5,Wall Mounted,AT-B-Q60SR,Condensing,N,Ideal for installation with hot water cylinder,Suitable as part of new system or as a replacement,Stainless steel heat exchanger,Heat exchanger has high quality smooth stainless steel tubing for efficiency,Built-in pump and non-return valve,High efficiencies with low NOx emissions,Combine up to 8x units in cascade,Extensive flue options available,5 year parts and labour warranty,,,,,,,,,,,,,,,,,,,0.63,,,,
73,P334014,Ideal Logic+ System S15 Logic+ System2 S15 boiler only pack,Ideal,1032.0,The Ideal Logic+ System S15 system boiler has been designed with quality in mind. This 15kW output unit is packed with premium features so whether you're working on a brand new installation or a re-fit you'll experience straightforward and fast fitting in any location while homeowners enjoy the convenience of a user-friendly digital display and the peace of mind that comes with inbuilt frost protection and ErP A-rated efficiency. Install the Logic+ System along with a cylinder for reliable hot water as well as comfortable central heating.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic+ System S15 Logic+ System2 S15 boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal_Logic_Plus_System_wm.jpg,Natural Gas,Logic+ System,,,,N,,,,334014,,,,334014 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,Wide range of additional flueing options,Pre-formed copper tails,Universal condensate connection,PRV wall outlet pipe included,Concealed pipe connections,No compartment ventilation,For use in sealed domestic systems,Large digital display,Full sequence automatic spark ignition,Fan-assisted combustion,Energy Saving Trust endorsed,Fully modulating operation to low outputs,Built-in frost protection,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,7 year warranty,,,,,,,,,,,,,,
74,P195899,Alpha E-Tec Nx 20kW System Boiler,Alpha,919.41,"Delivering excellent levels of energy efficiency for an ErP A rating, the Alpha E-Tec NXS 20kW system boiler features a reliable, lightweight stainless steel heat exchanger. Operating quietly thanks to its smart double casing design, this boiler is easy to operate via a modern control panel with clear, easy-read backlit display.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Alpha E-Tec Nx 20kW System Boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,Natural Gas,,7 Years,30.6kg,A,N,,26.1 kW,255,,30.6,89.5,Wall Mounted,3.033117,System,N,Lightweight stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display for ease of reading,Revised control panel interface,Removable push fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,For wall mounted installation,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,
75,P120225,Ideal Vogue Gen2 S18 system boiler,Ideal,1122.77,"The room-sealed Ideal Vogue Gen 2 S18 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 18kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S18 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/120224_120227_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Gen2_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120225_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Gen2_System_Warranty.pdf,,,,,
76,P125227,Ideal Heating Logic 228369 logic plus system 2 S18,Ideal Heating,1071.69,The Ideal Logic+2 System boiler is the next evolution of our award-winning Logic range.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228369 logic plus system 2 S18,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/29/125226_125229_wm.jpg,Natural Gas,Logic,7 Years,31.1,A,N,A,18 kW,310,,31.1,89.7,Wall Mounted,228369,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P141655,Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system 21kw,Worcester Bosch,1293.0,"Providing excellent levels of efficiency, the Worcester Bosch Greenstar 4000 System GR4700iW 21 S NG system boiler has earned a top-notch ErP A rating, helping homeowners to minimise waste and even save on energy costs. Designed to look good as well as perform reliably, this 21kW wall-mounted condensing system boiler provides ease of servicing for the engineer as well as intuitive operation for the owner.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system 21kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/58/141645_141658_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/WB_GR4700iW_21_S_NG_ErP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,
78,P125241,Ideal Heating Logic 228379 logic max system 2 S30,Ideal Heating,1187.2,"Part of the award-winning Logic range, the Ideal Logic Max2 S30 System boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 30kW system boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Max System is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228379 logic max system 2 S30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/41/125238_125241_wm.jpg,Natural Gas,Logic,10 Years,31.1,A,N,A,30 kW,310,,31.1,89.6,Wall Mounted,228379,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P334027,Ideal Logic Max System S15 system boiler only pack,Ideal,1094.0,"The Ideal Logic Max System S15 boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic Max System S15 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Logic Max System_wm.jpg,Natural Gas,Logic Max System,,,,N,,,,334027,,,,334027 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,
80,P115086,Baxi Assure 515 system 2 natural gas boiler,Baxi,1147.5,"Supplying reliable heating and hot water, the Baxi 515 Assure System 2 boiler offers an output of 15kW. This natural gas boiler has a compact design for easy siting and offers an ErP A rating for its excellent levels of efficiency.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi Assure 515 system 2 natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/86/115086_wm.jpg,Natural Gas / LPG,Assure,2,285,A,N,A,15 kW,285,,285,94,Bracket,7814318,Boiler,N,Compact design,Natural gas or LPG,For bracket mounting,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
81,P334010,Ideal Vogue Gen2 S15 system boiler only pack,Ideal,1077.0,"The room-sealed Ideal Vogue Gen 2 S15 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 15kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S15 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,Natural Gas,Vogue GEN2,10 Years,30.7 kg,A,N,A,,330,334010,30.7,92,Wall Hung,334010 PK,Condensing System Boiler,N,Compact size,Built using premium components,Multi-function buttons for ease of use,"Backlit 3.5"" LCD full colour display",Energy Saving Trust endorsed,Full sequence automatic spark ignition,Fan-assisted combustion,LPG conversion available,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
82,P195897,Alpha E-Tec Nx 33kW Combi Boiler,Alpha,763.87,"Lightweight, compact and quiet for ease of installation and siting, the Alpha E-Tec 33NX system boiler is fitted with an up-to-the-minute stainless steel heat exchanger for the highest levels of efficiency and reliability. Easy to commission and to operate, this modern 33kW system boiler is fitted with a newly designed clear, backlit display and control panel meaning that everyday tasks like setting times and temperatures are simpler than ever.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Alpha E-Tec Nx 33kW Combi Boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/97/195897_wm.jpg,Natural Gas,,7 Years,40,A,N,A,3.3 kW,255,,,89.4,Wall Hung,3.033113,System Boiler,N,For wall mounted installation,Lightweight thermoplastic moulded stainless steel main heat exchanger,Revised double casing design for quieter operation,Backlit display for ease of operation,"Simple, modern control panel interface",With removable push-fit flue connection,Range output is fully adjustable,Fitted with Delta T variable speed pump,ErP A rating for improved efficiency,7 year warranty,,,,,,,,,,,,,,,,,,14.1,,,,
83,P125240,Ideal Heating Logic 228378 logic max system 2 S24,Ideal Heating,1143.47,"Part of the award-winning Logic range, the Ideal Logic Max2 S24 System boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 24kW system boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Max System is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228378 logic max system 2 S24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/41/125238_125241_wm.jpg,Natural Gas,Logic,10 Years,31.1,A,N,A,24 kW,310,,31.1,89.7,Wall Mounted,228378,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P334023,Ideal Vogue Max 15 system boiler only pack,Ideal,1135.0,"The installer-friendly Ideal Vogue Max 15 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 15kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Max 15 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Vogue Max System_wm.jpg,Natural Gas,Vogue Max,10 Years,30.7 kg,A,N,A,,330,334023,30.7,92,Wall Hung,334023 PK,Condensing System Boiler,N,Single piece unit for quick wall mounting,Low lift weight,Stylish composite design,Damped opening control cover,Premium components,Full sequence automatic spark ignition,Fan-assisted combustion,Full text support for fault modes,Easy to read pressure gauge,"Simple 3.5"" full colour large backlit LCD display with plain text and graphics",Large rotary control dials,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,
85,P102443,Intergas HRE SB 40 ErP compact system boiler,Intergas,1601.33,"The wall-mounted Intergas Compact HRE 40 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 40 ErP compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/43/102440_102443_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/102443_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_HRE-SB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/ov/Intergas_Flyer_Compact-HRE-OV.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_HRE-SB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Intergas_HRE-SB_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,
86,P116013,Vaillant ecoFIT pure System 612 system boiler,Vaillant,1540.85,"Built for performance, the Vaillant ecoFIT pure 612 system boiler is fitted with a powerful aluminium heat exchanger for reliability and improved efficiency, earning it an ErP A rating. Compact and lightweight, this 12kW boiler makes installation flexible, with the option to cupboard fit in a standard kitchen unit and the quietest possible operation for added convenience in the smallest of spaces. Compatible with a range of heating controls, the ecoFit pure can form part of a smart, app-controlled home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 612 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/17/116013_116017_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Valliant_ecoFIT_pure_Combi_Blr_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_SstemecoFITpure_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_System_ecoFIT_pure_Install.pdf,,,,,,
