,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,End Connection B size,Feature 5,Feature 6,Angle,Connection Type 2,Gender,Feature 7,Weight
66,PP31099,"Uponor S-Press Plus female thread tee 20mm - 1/2"" - 20mm",Uponor,20.05,"This Uponor S-Press Plus 20mm x 1/2"" x 20mm 90° tee with press-fit connections and press indicator is suitable for use in hot, cold and heating systems and is supplied with a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus female thread tee 20mm - 1/2"" - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/99/NW-P31098_P31099_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
67,PP05476,Uponor S-Press Plus PPSU reducer 20 - 16mm,Uponor,4.27,"This Uponor S-Press Plus 20 x 16mm reducer with press indicator offers speedy three step press without bevel installation. Made of polyphenylsulfone (PPSU), this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU reducer 20 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/79/NW-P05476_P05479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
68,PP31083,Uponor S-Press Plus reducing tee 25 - 16 - 16mm,Uponor,15.15,This Uponor S-Press Plus 25 x 16 x 16mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 25 - 16 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/83/NW-P31083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
69,PP31071,Uponor S-Press Plus reducer 32 - 20mm,Uponor,16.51,"This Uponor S-Press Plus 32 x 20mm reducer with press indicator offers speedy three step press without bevel installation. Suitable for use in hot, cold and heating systems, this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducer 32 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-P31068_P31072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
70,PR12571,Riifo F5 Tees 16mm,Riifo,3.56,"Designed for suitability in both hot/cold and heating applications, the Riifo F5 16mm press-fit tee offers quick and reliable pressing for time savings on-site.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo F5 Tees 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/69/598669_wm.jpg,,,N,WRAS,Equal,16 mm,16 mm,Ni Coated Brass,16x16x16mm,Press fit,1100044472,MLCP press fittings,N,Brass construction,Nickel coated finish,Press-fit connection with double O-ring seals,For use with RIIFO PEX/AL/PEX pipe,,16mmØ,WRAS approved,,,,,,
71,PP31067,Uponor S-Press Plus 1070550 coupling 32 - 32mm,Uponor,18.31,"This Uponor S-Press Plus 32 x 32mm coupler is made of polyphenylsulfone (PPSU) and includes a unique press indicator. Printed with a QR code for immediate digital access, this fitting is suitable for hot and cold systems and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070550 coupling 32 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/67/NW-P31064_P31067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
72,PP31073,Uponor S-Press Plus tee 16 - 16 - 16mm,Uponor,8.36,This Uponor S-Press Plus 16 x 16 x 16mm 90° equal tee with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus tee 16 - 16 - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/76/NW-P31073_P31076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
73,PR12694,"Riifo 3 Port 3/4""x1/2"" Blue manifold",Riifo,17.51,"The Riifo 3/4 x 1/2"" three-port manifold in blue is manufactured in brass with a nickel coating and colour-coded valves. It has inlets and outlets designed for ease of joining manifold-to-manifold, allowing installers to make up a bespoke solution featuring any number of ports.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo 3 Port 3/4""x1/2"" Blue manifold",,MLCP plumbing manifolds,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/60/598660_wm.jpg,,,N,WRAS,Equal,3/4 Male BSP,3/4 Female BSP,Ni Coated Brass,3/4 x 1/2 (port),RIIFO Manifold Adaptor,1100044375,MLCP plumbing manifolds,N,Brass construction,Nickel-coated finish,With colour-coded valves,BSP inlets/outlets allow for joining of multiple manifolds,,N/A,WRAS approved,,,,,,
74,PP98175,Uponor S-Press 90deg MLCP composite elbow 40 x 40mm,Uponor,22.18,This Uponor S-Press 40 x 40mm 90° elbow is made of polyphenylsulfone (PPSU) and offers speedy three step bevel installation with no need to calibrate. It is suitable for use in hot and cold systems and in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press 90deg MLCP composite elbow 40 x 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/76/NW-P98175_P98176_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
75,PP14790,Uponor S-Press Plus 1039957 reducing tee PPSU 25 - 20 - 25mm,Uponor,13.52,This Uponor S-Press Plus 25 x 20 x 25mm 90° reducer tee is made of polyphenylsulfone (PPSU) with a fixed stainless steel sleeve and offers speedy three step press without bevel installation.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1039957 reducing tee PPSU 25 - 20 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/94/NW-P14781_P14794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
76,PP94742,Uponor RS RS3 riser system equal tee,Uponor,87.14,This Uponor RS3 90° tee with lock pins is made of brass with tin plating. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RS RS3 riser system equal tee",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/42/NW-P94741_P94742_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
77,PP31091,Uponor S-Press Plus reducing tee 32 - 16 - 32mm,Uponor,22.85,This Uponor S-Press Plus 32 x 16 x 32mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 32 - 16 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/NW-P31091_P31094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
78,PP94840,Uponor S-Press MLCP compression lever ball valve 20mm,Uponor,41.44,"Supplied in a pack of six, these Uponor S-Press 20 x 20mm ductile iron lever ball valves are delivered fully assembled and sealed with press adapters ready for use with MLC pipes. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press MLCP compression lever ball valve 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/44/NW-P94839_P94844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,
79,PP14794,Uponor S-Press Plus 1039961 reducing tee PPSU 32 - 25 - 32mm,Uponor,21.75,This Uponor S-Press Plus 32 x 25 x 32mm 90° reducer tee is made of polyphenylsulfone (PPSU) with a fixed stainless steel sleeve and offers speedy three step press without bevel installation.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1039961 reducing tee PPSU 32 - 25 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/94/NW-P14781_P14794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
80,PP91059,Uponor S-Press 45deg compression elbow 40mm,Uponor,62.5,These Uponor S-Press 40 x 40mm 45° elbows are made of polyphenylsulfone (PPSU) and offer speedy bevel installation with no need to calibrate. These fittings are suitable for use in hot and cold systems and in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press 45deg compression elbow 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/60/NW-P91059_P91060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
81,PP31079,Uponor S-Press Plus reducing tee 20 - 16 - 20mm,Uponor,13.95,This Uponor S-Press Plus 20 x 16 x 20mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 20 - 16 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-P31078_P31079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
82,PR12561,Riifo F5 F5-L2025X2025NI 25mm Elbows,Riifo,5.33,"Offering ease of fitting and reliable security, this Riifo F5 25mm 90° elbow is manufactured in corrosion resistant nickel-plated brass. The included double O-ring ensures reliable sealing while the risk of stress cracks is reduced by the annealing process.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo F5 F5-L2025X2025NI 25mm Elbows",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/43/598643_wm.jpg,,F5,N,WRAS,Equal,25 mm,25 mm,Nickel Plated Brass,25 x 25mm,Press,1100042298,F5 90° Elbow,N,U pressing profile,"Easy, secure installation",Cost-effective choice,Corrosion resistant nickel plating,,,Machined using horizontal machining centers,Surface finish degree of no more than Ra3.2m,,,,WRAS approved,
83,PP31087,Uponor S-Press Plus reducing tee 25 - 20 - 20mm,Uponor,16.38,This Uponor S-Press Plus 25 x 20 x 20mm 90° reducer tee with press indicator offers speedy three step press without bevel installation and includes a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducing tee 25 - 20 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/89/NW-P31087_P31089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
84,PP31098,"Uponor S-Press Plus female thread tee 16mm - 1/2"" - 16mm",Uponor,17.63,"This Uponor S-Press Plus 16mm x 1/2"" x 16mm 90° tee with press-fit connections and press indicator is suitable for use in hot, cold and heating systems and is supplied with a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus female thread tee 16mm - 1/2"" - 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/99/NW-P31098_P31099_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
85,PP05479,Uponor S-Press Plus PPSU reducer 32 - 25mm,Uponor,11.51,"This Uponor S-Press Plus 32 x 25mm reducer with press indicator offers speedy three step press without bevel installation. Made of polyphenylsulfone (PPSU), this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus PPSU reducer 32 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/79/NW-P05476_P05479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
86,PP14812,"Uponor S-Press Plus 1070510 male thread adapter 32 - 1 1/4""",Uponor,22.85,"This Uponor S-Press Plus 32mm x 1 1/4"" adapter is made of tin-plated DR brass with threaded connections. Suitable for use in hot and cold systems, this fitting is also suitable for installation in heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070510 male thread adapter 32 - 1 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/12/NW-P14809_P14812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
87,PP38357,"Uponor S-Press Plus 1070644 long tap elbow 16 - 1/2""",Uponor,7.19,"This Uponor S-Press Plus 16mm x 1/2"" 90° elbow with threaded connections is suitable for on-wall or in-wall installation or can be attached to Smart Aqua mounting angles and plates with rotation protection.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070644 long tap elbow 16 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/57/NW-P38357_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
88,PP98191,Uponor S-Press MLCP composite coupling reducer 50 x 50mm,Uponor,24.46,These Uponor S-Press 50 x 50mm press-fit composite couplers are made of polyphenylsulfone (PPSU). These fittings are fixed with a stainless steel press sleeve and stop ring with test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press MLCP composite coupling reducer 50 x 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/91/NW-P98190_P98191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
89,PP14824,Uponor S-Press Plus elbow 32 - 32mm,Uponor,20.33,This Uponor S-Press Plus 32 x 32mm 90° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus elbow 32 - 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/NW-P14821_P14824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
90,PP14822,Uponor S-Press Plus elbow 20 - 20mm,Uponor,8.53,This Uponor S-Press Plus 20 x 20mm 90° elbow with press indicator and press-fit connections is suitable for use in hot and cold and heating systems. This fitting is supplied with a QR code for instant digital access.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus elbow 20 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/NW-P14821_P14824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
91,PP91047,"Uponor S-Press female iron straight connector 50mm x 1.1/2""",Uponor,32.18,"These Uponor S-Press 50mm x 1 1/2"" adapters are made of tin-plated brass material. They offer fast installation with an easy bevel and no need to calibrate.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press female iron straight connector 50mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/73/NW-P91047_P91573_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
92,P407680,Maincor compression to copper tail 16 x 15mm,Maincor,5.55,"This Maincor 16 x 15mm press to copper tail connects MLCP fittings to standard copper compression fittings, enabling simple system connections.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Maincor compression to copper tail 16 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/80/NW-407680_wm.jpg,,,N,WRAS product 10 bar 95 deg C,Unequal,16 mm,15mm,Copper,16 x 15 mm,Press Fit x Compression,MLCPCL01,Press to Copper Tail,N,Made of copper,Connects MLCP fittings,Not for use with copper press or soldered fittings,,,,,,,Copper Tail,,,
