,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Hazardous,Material,Size,Total Pack Quantity,Washer Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Range,Material Type,Nut Types,Type,Feature 4,Feature 5,Diameter,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Dimensions (L x W x D),Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Outer Diameter,Colour,Application,Dimensions mm (H x W x D),Pack Type,Bolt Type,Head Type,Feature 15,Feature 16,Feature 17,Feature 18,Weight,Warranty
58,PM97929,JET Range Stud Bolt stud bolt BZP M10 80mm (300),JET Range,0.59,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 80mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 80mm (300),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PS00289,Fischer metal spring toggle 5 x 50mm (20),Fischer,4.56,"Ideal for double thickness plasterboard, these Fischer spring toggle cavity fixings with metric screws are made of a heavy gauge material for superior loads and a nut to prevent stripping under load.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer metal spring toggle 5 x 50mm (20),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/89/NW-S00289_wm.jpg,,,,,20,N,Metal,,,,42872,N,Pack of 20,Cavity fixing with long metric screw for different board thicknesses,"Pushed through drill hole, toggle expands by force behind the board",,,,Toggle Fixing,"Suitable for gypsum plasterboard, fibreboards, chipboard, plywood and cavity slabs","Spring-loaded, pre-assembled head for easy installation",14 mm,,,,,,,Suitable for overhead applications,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PIS5605,Owlett Jaton hollow wall anchor 5-13mm 60mm (M5 x 60) (Pack of 50),Owlett Jaton,22.87,"These Owlett Jaton metal hollow wall anchors create a strong, permanent anchorage to plasterboard. These expanding cavity fixings are suitable for use in plasterboard and other cavity applications.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton hollow wall anchor 5-13mm 60mm (M5 x 60) (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/05/NW-IS5604_IS5605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JCP_Hollow_Wall_Anchors_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB17021,Ideal Standard basin fixing set,Ideal Standard,13.79,This Ideal Standard Portman 21 basin fixing set is suitable for IPS panels or block walls.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Ideal Standard basin fixing set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/21/NW-B17021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Standard_Portman_21_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC58911,Thomas Dudley Dudley fibre and rubber washer box,Thomas Dudley,13.36,This handy Masefield washer kit includes the the most commonly used washers in domestic plumbing.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Thomas Dudley Dudley fibre and rubber washer box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/11/NW-C58911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PS01065,Fischer solid wall radiator fixing kit 6 x 50mm,Fischer,1.0,"Made of steel with a zinc-plated finish, this Fischer Power-Fast BP radiator fixing set fixes radiators to the wall fast and with minimal effort.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer solid wall radiator fixing kit 6 x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/65/NW-S01065_wm.jpg,,,,,,N,Steel,,,,530737,N,For use in solid walls,Heavy duty design,Zinc-plated,,,,Fixing Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PV48024,Owlett Jaton Unifix pan head self drilling pozi screw 4.2 x 13mm (200),Owlett Jaton,0.05,"Self-drilling, these Owlett-Jaton 4.2 x 13mm Pozi drive pan head screws have a zinc-plated finish. They contain a minimum of 8µm steel-to-steel.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton Unifix pan head self drilling pozi screw 4.2 x 13mm (200),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/24/NW-V48024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PB17020,Ideal Standard basin fixing set,Ideal Standard,13.17,This Ideal Standard Portman 21 wall fixing set is suitable for block walls.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Ideal Standard basin fixing set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/20/NW-B17020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Standard_Portman_21_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PS18858,Fischer DuoPower 538241 universal wall plug 8x65mm (50),Fischer,5.34,"With self-activating functions, these Fischer DuoPower 8 x 65mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoPower 538241 universal wall plug 8x65mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/58/S18858_wm.jpg,,,,,50,N,,,,,538251,N,Pack of 50,Long versions offer additional bite in problematic substrates,"Function zone I, tip spreads in 2x directions for high load bearing in difficult materials",DuoPower,,,Wall Plug,"Function zone II, expanding element spreads at 90° angle to zone I and III",Function Zone II provides optimal screw guidance,,,,,,,8 x 65mm,"Function zone III, back part of plug expands/folds depending on building material",Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,,,,,,,,,,,
67,P257455,Center delta tap washer 1/2 (5),Center,1.87,"An ideal replacement for Delta tap washers, these Center 1/2"" tap washers are supplied in a useful pack of five.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center delta tap washer 1/2 (5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/55/257455_wm.jpg,,,,,5,N,Rubber,12,5,Tap Washer,PPSTAP374524,N,Pack of 5,Thermoplastic rubber/evoprene 964 construction,Black colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PC59129,Thomas Dudley torbeck diaphragm washer,Thomas Dudley,3.77,"Made of rubber, this Thomas Dudley 30mm Torbeck diaphragm washer is a replacement part suitable for Torbeck filling valves.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Thomas Dudley torbeck diaphragm washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/29/C59129_wm.jpg,,,,,,N,Rubber,30mm,1,Diaphragm Washer,PPSLEV368528,N,"To suit adjustable Torbecks, 2008 onwards",Rubber construction,Plastic floating pin,,,,,Polybagged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P511387,Talon Hinged Clips TSB22 22mm Hinged Clip Black,Talon,0.52,"Talon Hinged Clips offer a 360° fixing for all pipes including PEX, Copper, MDPE and PVC pipework for increased security and, manufactured using high-quality polypropylene, Talon hinged clips offer a secure fixing. All sizes of Talon Hinge Clips can be connected together.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Talon Hinged Clips TSB22 22mm Hinged Clip Black,,Pipe Clips,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/87/511387_wm.jpg,,,,,,N,Polypropylene,38.2 x 39.5 x 15 (LxWxD),,,TSB22,N,Visually pleasing,Suitable for all domestic pipework installations,"UV Stabilized, therefore will not discolour",Hinged Clips,,,Hinge Clip,Can be linked together with the dovetails,Does not warp or distort with temperature changes,,,,,,,,Suitable for both internal and external pipework installations,The clip has a Dovetail to enable multiple parallel pipe runs,Insulation can still be used around pipework by using our spacers,,,,,,,,,,,,,Black,Clips on Pipes,,,,,,,,,,
70,P400860,ARROW GR020 DELRIN HINGE FIXINGS,Arrow,3.23,This Arrow hinge fixing is made of Delrin.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> ARROW GR020 DELRIN HINGE FIXINGS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/60/400860_wm.jpg,,,,,,N,,,,,GR020,N,,,,,,,Fixing,,,,,,,,,,,,,,,,,,,,,,,,,,,x  x,,,,,,,,,
71,P257462,Center top hat washer 1/2 (2),Center,1.37,"Useful space seals, these Center 3/4"" top hat washers provide a pliable surface next to the sink on which to sit a plastic nut.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center top hat washer 1/2 (2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/62/257462_wm.jpg,,,,,2,N,Plastic,12,2,N/A,PPSCCS374427,N,Pack of 2,High quality HD polyethylene construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PS18871,Fischer DuoLine DuoPower universal wall plug and screw 10 x 80mm (10),Fischer,9.36,"Self-activating, these Fischer DuoLine DuoPower 10 x 80mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of ten, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug and screw 10 x 80mm (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/71/S18871_wm.jpg,,,,,10,N,Nylon/Steel,,,,538257,N,,,,DuoLine,,,,,,10 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PS18852,Fischer DuoPower 555008 universal wall plug 8x40mm (100),Fischer,5.55,"With self-activating functions, these Fischer DuoPower 8 x 40mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoPower 555008 universal wall plug 8x40mm (100),,100 fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/52/S18852_wm.jpg,,,,,100,N,,,,,535455,N,Pack of 25,Short plug length for quick fixing,Short length means less drilling and shorter screws,DuoPower,,,Wall Plug,Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,,,,,,,8 x 40mm,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,,,,,,,,,,,,,,
74,PN32996,JCP Unifix screw cover dome cap (20),JCP,4.2,"Supplied in a handy bag of 20, these JCP Unifix screw cover dome caps and washers in white are used to cover screw heads once a job is complete, ensuring a neat, seamless finish wherever screws are used.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JCP Unifix screw cover dome cap (20),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/96/N32996_wm.jpg,,,,,20,N,,,,,UB2006,N,Pack of 20,Plastic construction,White colour,Unifix,,,Screw Cover Domecap,Easy to apply,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Bag,,,,,,,,
75,PIS5484,"Owlett Jaton zinc plated countersunk pozi woodscrew 8mm x 1.1/4"" (Pack of 200)",Owlett Jaton,7.25,"Made of hardened steel, these Owlett-Jaton Twinquick 8mm x 1 1/4"" countersunk recessed woodscrews have a bright zinc-plated finish. Ideal for use in softwood, the screws have twin threads for faster installation.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton zinc plated countersunk pozi woodscrew 8mm x 1.1/4"" (Pack of 200)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/84/NW-IS5484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PS18851,Fischer DuoPower 555006 universal wall plug 6x30mm (100),Fischer,3.65,"With self-activating functions, these Fischer DuoPower 6 x 30mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoPower 555006 universal wall plug 6x30mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/51/S18851_wm.jpg,,,,,100,N,,,,,535453,N,Pack of 25,Short plug length for quick fixing,Short length means less drilling and shorter screws,DuoPower,,,Wall Plug,Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,,,,,,,6 x 30mm,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,,,,,,,,,,,,,,
77,PT83755,JET Range bright zinc plated set screw (grade 8.8) 30mm (m16) (50 per bag),JET Range,2.88,This JET Range set M16 x 30mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 30mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT87133,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 45mm (m12) (100 per bag),JET Range,2.22,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 45mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,100 per bag,N,Steel,M12 x 45mm,,,HTBMET01200045Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,45,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT87175,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m20) (25 per bag),JET Range,10.08,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 70mm,,,HTBMET02000070Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,70,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT87152,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m16) (50 per bag),JET Range,4.96,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,50 per bag,N,Steel,M16 x 50 mm,,,HTBMET01600050Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,50,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT87179,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m20) (25 per bag),JET Range,12.84,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 100mm,,,HTBMET02000100Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,100,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT87137,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m12) (100 per bag),JET Range,3.19,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,100 per bag,N,Steel,M12 x 65mm,,,HTBMET01200065Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,65,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT87153,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m16) (50 per bag),JET Range,5.04,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 55mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,50 per bag,N,Steel,M16 x 55mm,,,HTBMET01600055Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,55,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT83759,JET Range bright zinc plated bolt (grade 8.8) 60mm (m16) (50 per bag),JET Range,4.32,"Made of grade 8.8 carbon steel, this JET Range M16 hexagonal head stud, 60mm in length, offers a bright zinc plate coating for resistance.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated bolt (grade 8.8) 60mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/59/NW-T83759_wm.jpg,,,,,50 per bag,N,,M16,50 per bag,,.16M60HTBOZ,N,Highly tensile,Metric thread,Hexagonal screwing system,,,,Bolts,Manufactured to DIN 931,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stud Bolt,,,,,,,
85,PT87140,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m12) (50 per bag),JET Range,3.59,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m12) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/40/NW-T87140_wm.jpg,,,,,50 per bag,N,Steel,M12 x 80mm,,,HTBMET01200080Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,80,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT87163,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 130mm (m16) (25 per bag),JET Range,9.26,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 130mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 130mm,,,HTBMET01600130Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,130,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT83586,JET Range zinc plated b-washer (m8) (1000),JET Range,0.2,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated b-washer (m8) (1000),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,1000,N,Steel,M8,,Flat Washer,.8MWFBOZ,N,Reliable,Easy to replace,,,BZP Steel,,Form B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PM97931,JET Range Stud Bolt stud bolt BZP M10 120mm (100),JET Range,0.77,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 120mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 120mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT87158,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m16) (25 per bag),JET Range,6.28,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 80mm,,,HTBMET01600080Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,80,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
