,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Hazardous,Material,Size,Total Pack Quantity,Washer Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Range,Material Type,Nut Types,Type,Feature 4,Feature 5,Diameter,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Dimensions (L x W x D),Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Outer Diameter,Colour,Application,Dimensions mm (H x W x D),Pack Type,Bolt Type,Head Type,Feature 15,Feature 16,Feature 17,Feature 18,Weight,Warranty
29,P257465,"Center pillar tap poly washer 3/4"" (10)",Center,2.18,"Ensuring a watertight seal, these Center 3/4"" poly washers are for use when fitting or repairing a pillar tap.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center pillar tap poly washer 3/4"" (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/65/257465_wm.jpg,,,,,10,N,Polyethylene,3/4,10,N/A,PPSTAN374515,N,Pack of 10,Low density polyethylene construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PIS5492,"Unifix TwinQwik zinc plated countersunk pozi woodscrew 10mm x 1"" (Pack of 200)",Unifix,8.18,"Suitable for use in softwood applications, these Unifix TwinQwik 1 x 10"" Pozi countersunk woodscrews are made of hardened steel with a bright zinc-plated finish. Twin threads make for faster, more precise installation.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Unifix TwinQwik zinc plated countersunk pozi woodscrew 10mm x 1"" (Pack of 200)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/94/NW-IS5492_IS5494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PN38587,Fischer recessed corner basin fixing set (Pack of 2),Fischer,6.3,"Suitable for corner basins or small hand wash basins without large holes in the back strap, this Fischer Sanitary Fixings basin bracket fixing set includes slotted brackets for vertical adjustment. These brackets simply clamp on to the basin back strap and the supplied screws and nylon plugs attach the basin to a solid wall. The screws are compatible with timber using a small pilot hole.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer recessed corner basin fixing set (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/87/NW-N38587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fischer_Sanitary_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fischer_Fixings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PM97925,JET Range Stud Bolt stud bolt BZP M10 40mm (500),JET Range,0.31,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 40mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 40mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PC58910,Thomas Dudley tap washer repair kit box,Thomas Dudley,13.36,A black and grey tap washer repair kit box.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Thomas Dudley tap washer repair kit box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/10/NW-C58910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PS18861,Fischer DuoLine FixTainer DuoPower universal wall plugs 6/8/10mm (210),Fischer,31.6,"Self-activating, these Fischer DuoLine FixTainer DuoPower 6/8/10mm x 30/40/50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of 210, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine FixTainer DuoPower universal wall plugs 6/8/10mm (210),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/61/S18861_wm.jpg,,,,,210,N,Nylon,,,,536161,N,,,,DuoLine,,,,,,6/8/10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P439217,"Regin fibre washers 1""",Regin,2.48,"These Regin 30 x 3mm diverter valve washers, with 21.7mm inside diameter, are made of a general purpose commercial non-asbestos fibre material suitable for oils, fuels, low pressure steam and water. These washers offer excellent resistance to gas leakage.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Regin fibre washers 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/18/NW-439217_439218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P800589,Regin O ring kit metric 404 pieces (404),Regin,24.9,This Regin O-ring kit contains a wide range of high quality nitrile (NBR 70) O-rings in 30 different metric sizes.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Regin O ring kit metric 404 pieces (404),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/89/NW-800589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PC59029,Thomas Dudley Dudley close coupling washer to suit outlet of 2inches (1),Thomas Dudley,1.45,"This Masefield close coupling washer is suitable for a 2"" outlet.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Thomas Dudley Dudley close coupling washer to suit outlet of 2inches (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/29/NW-C59029_wm.jpg,,,,,1,N,EPDM Foam,75x75,1,Coupling Washer,PTOCCS367494,N,Conforms to DIN 125A,Bright zinc plate (BZP) finish offers resistance to corrosion,,Dudley,,,Washer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P257475,"Center 1 1/2"" Flushpipe Nut & 1 1/2"" Tapered Washer (1)",Center,3.81,"Used to secure a flush pipe to a cistern, this Center 1 1/2"" flush pipe coupling nut and 1 1/2"" tapered washer creates a reliable seal around a pipe. Internally threaded, this coupling set screws directly onto a siphon.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center 1 1/2"" Flushpipe Nut & 1 1/2"" Tapered Washer (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/75/257475_wm.jpg,,,,,1,N,Plastic,,,,PTONUT374542,N,Coupling nut made of plastic,Rubber tapered washer,"Screws directly to a 1 1/2"" siphon",,,Cistern Flushpipe Nut,,,,,N/A,Nut & Washer,0,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P457269,"Regin Screws self tapping pozi screw 12.5mm x 8"" (Pack of 20)",Regin,2.48,"A pack of Regin 12.5mm x 8"" self-tapping Pozi drive screws made of steel.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Regin Screws self tapping pozi screw 12.5mm x 8"" (Pack of 20)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/69/NW-457269_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P400877,Paget self drill hexagon head screw 5.5 x 25mm (Pack of 100),Paget,11.24,A pack of Paget 5.5 x 25mm self-drilling hexagon head screws.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Paget self drill hexagon head screw 5.5 x 25mm (Pack of 100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/77/NW-400877_wm.jpg,,,,,Pack of 100,N,Steel,,,,5.5X25MM,N,Pack of 100,,,,,,Screw,,,,,,,,8mm Hex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PN57076,Owlett Jaton full hex nut zinc plated m10 (Pack of 200),Owlett Jaton,0.2,"Made of steel with a BZP finish, these Owlett Jaton M10 size hexagon full nuts are used with a bolt fixing to fasten objects together. The full nut should be applied to a matching male thread on a bolt, set screw or machine screw and tightened.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton full hex nut zinc plated m10 (Pack of 200),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/76/NW-N57076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT83609,JET Range zinc plated penny washer 30mm (m8) (250),JET Range,0.2,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 30mm (m8) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/09/NW-T83608_T83609_wm.jpg,,,,,250,N,Steel,30mm,,Penny Washer,.8M30WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P257458,"Center shower hose washer 1/2"" (5)",Center,1.44,"A handy spare, these Center 1/2"" shower hose washers ensure a watertight seal.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center shower hose washer 1/2"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/58/257458_wm.jpg,,,,,5,N,Fibre,12,5,N/A,PPSSER374509,N,Pack of 5,Fibre construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PS18848,Fischer DuoTec 537260 nylon toggle cavity fix 10mm (20),Fischer,19.89,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 10mm nylon toggle cavity fix and panhead screw is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoTec 537260 nylon toggle cavity fix 10mm (20),,20 fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/48/S18848_wm.jpg,,,,,20,N,,,,,537260,N,Pack of 20,Installation-friendly solution,Ideal for high loads in board material,DuoTec,,,Cavity Wall Fixing,Small drill-hole diameter for installation with 10mm drill bit,Short toggle element simplifies installation in narrow cavities  40mm,,,,,,,10 x 39mm,Short toggle element simplifies installation in mineral wool insulated cavities  50mm,Works as expansion plug in drill holes with wood substructure,Toggle element made of hard/soft glass fibre-reinforced plastic,Higher load perfomance and distribution of loads in board material than conventional plastic,Increases load-bearing capacity without damaging gypsum plasterboard,White fibreglass reinforced plastic collar sleeve increases shear load-bearing capacity,Flexible stainless steel screw entry,"Compatible with wood, chipboard and metric screws",Functions as expansion plug in solid materials where something is hit,,,,,,,,,,,,,,,,,,
45,P257489,Center diaphragm washer 29 mm (1),Center,5.0,This Siamp 29mm diaphragm washer is a suitable replacement part for the repair of the brand's inlet valves.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center diaphragm washer 29 mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/89/257489_wm.jpg,,,,,1,N,RubberPlastic,29 mm,1,N/A,PPSWAT374534,N,Rubber and plastic construction,"For fast, easy replacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P257464,"Center pillar tap poly washer 1/2"" (10)",Center,2.18,"Ensuring a watertight seal, these Center 1/2"" poly washers are for use when fitting or repairing a pillar tap.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center pillar tap poly washer 1/2"" (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/257464_wm.jpg,,,,,10,N,Polyethylene,12,10,N/A,PPSTAP374516,N,Pack of 10,Low density polythene construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P257453,Center tap hole stopper Chrome (10),Center,2.41,"A pack of Center 1/2"" flat taphole stoppers with chrome finish.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center tap hole stopper Chrome (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/53/257453_wm.jpg,,,,,10,N,Rubber,12,10,N/A,PPSTAP374521,N,Pack of 10,Thermoplastic rubber/evoprene 964 construction,Chrome finish,,,,,Fits most standard taps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P257456,"Center rubber trap washer 1 1/4"" (5)",Center,1.4,"This pack of 2mm thickness Center 1 1/4"" rubber trap washers are suitable for replacing worn washers on trap inlets.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center rubber trap washer 1 1/4"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/56/257456_wm.jpg,,,,,5,N,Rubber,1.1/4,5,N/A,PPSTAP374519,N,Pack of 5,Rubber construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PN57087,Owlett Jaton JCP Drop-in Anchor drop in anchor 30mm (M8) ZYP (100),Owlett Jaton,0.21,These JCP deformation controlled drop-in anchors have a minimum 5µm and are suitable for use in concrete over C20/25.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton JCP Drop-in Anchor drop in anchor 30mm (M8) ZYP (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/87/N57087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PM92104,M Greenaway And Son square plate washer BZP M10 x 5mm,M Greenaway And Son,1.98,These M Greenaway And Son 41 x 41 x 5mm square plate washer with 11mm inside diameter is made of mild steel with a bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> M Greenaway And Son square plate washer BZP M10 x 5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/04/NW-M92104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Channel_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ1042_6_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PC40971,"Center CB top hat washer 1/2"" (Pack of 2)",Center CB,1.58,"These Center CB 1/2"" top hat washers are made of plastic.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center CB top hat washer 1/2"" (Pack of 2)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/72/NW-C40971_C40972_wm.jpg,,,,,Pack of 2,N,Plastic,12,2,Top Hat Washer,UDC/40/971,N,Pack of 2,White colour,Operating temperature 0 to 60°C,,,,Top Hat,5 year warranty,,,,,,,,,,,,,,,,,,80,0 to 60,M6,-,-,-,,,,,,,,,,,,
52,PN57228,Owlett Jaton JCP Shieldbolt anchor shield and loose bolt 10 x 25mm (50),Owlett Jaton,1.83,"Made of steel with an internal thread, these Owlett Jaton heavy duty loose bolt expansion shield anchors expand in substrate, offering a stronger grip.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton JCP Shieldbolt anchor shield and loose bolt 10 x 25mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/28/NW-N57228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PIS5604,Owlett Jaton hollow wall anchor 6-13mm 45mm (M5 x 45) (Pack of 100),Owlett Jaton,38.49,"These Owlett Jaton metal hollow wall anchors create a strong, permanent anchorage to plasterboard. These expanding cavity fixings are suitable for use in plasterboard and other cavity applications.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton hollow wall anchor 6-13mm 45mm (M5 x 45) (Pack of 100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/05/NW-IS5604_IS5605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JCP_Hollow_Wall_Anchors_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PN62111,Owlett Jaton JCP Shieldbolt shield anchor loose bolt 8mm x 25mm,Owlett Jaton,1.3,"These Owlett Jaton M8, 75mm length shield anchor loose bolts are made of steel with a zinc-plated and yellow passivated finish.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton JCP Shieldbolt shield anchor loose bolt 8mm x 25mm,,1pc of bolt,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/11/N62111_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Owlett_Jaton_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
